# Atomic	number	Z=	34	Date:31-10-2019							
											
# Record	Shelli	2Ji	Eigi	--->	Shellf	2Jf	Eigf	Energy(eV)	Rate(1/s)	Width(eV)	Peso
2297	L3	3	4	--->	M2	3	8	1.263950E+03	8.873230E+07	5.840466E-08	
2298	L3	3	4	--->	M3	5	1	1.272711E+03	1.361240E+09	8.959844E-07	
2299	L3	3	4	--->	M3	5	2	1.272545E+03	2.575010E+07	1.694902E-08	
2300	L3	3	4	--->	M3	5	3	1.270739E+03	4.477380E+09	2.947065E-06	
2301	L3	3	4	--->	M2	5	4	1.266425E+03	9.532250E+07	6.274241E-08	
2302	L3	3	4	--->	M2	5	5	1.265058E+03	1.612030E+09	1.061057E-06	
2303	L3	3	4	--->	M3	7	1	1.273156E+03	1.717910E+04	1.130749E-11	
2304	L3	3	4	--->	M3	7	2	1.270935E+03	6.109000E+06	4.021017E-09	
2305	L3	3	4	--->	M5	1	1	1.383420E+03	4.373740E+10	2.878848E-05	
2306	L3	3	4	--->	M4	1	2	1.382501E+03	1.398240E+10	9.203383E-06	
2307	L3	3	4	--->	M4	1	3	1.381669E+03	2.059290E+10	1.355449E-05	
2308	L3	3	4	--->	M5	1	4	1.380294E+03	7.791950E+11	5.128755E-04	
2309	L3	3	4	--->	M4	1	5	1.379442E+03	1.633390E+12	1.075117E-03	
2310	L3	3	4	--->	M5	3	1	1.383247E+03	6.994890E+09	4.604120E-06	
2311	L3	3	4	--->	M4	3	2	1.382420E+03	2.601670E+10	1.712450E-05	
2312	L3	3	4	--->	M4	3	3	1.382374E+03	1.418780E+11	9.338579E-05	
2313	L3	3	4	--->	M4	3	4	1.381940E+03	1.344930E+11	8.852490E-05	
2314	L3	3	4	--->	M4	3	5	1.381349E+03	2.829190E+12	1.862207E-03	
2315	L3	3	4	--->	M5	3	6	1.380934E+03	2.243880E+12	1.476949E-03	
2316	L3	3	4	--->	M4	3	7	1.380112E+03	3.049350E+12	2.007119E-03	
2317	L3	3	4	--->	M4	3	8	1.377868E+03	8.808450E+10	5.797827E-05	
2318	L3	3	4	--->	M5	5	1	1.383088E+03	4.412430E+10	2.904314E-05	
2319	L3	3	4	--->	M5	5	2	1.382731E+03	7.299130E+10	4.804375E-05	
2320	L3	3	4	--->	M5	5	3	1.382413E+03	2.153090E+10	1.417190E-05	
2321	L3	3	4	--->	M4	5	4	1.382056E+03	2.882390E+11	1.897224E-04	
2322	L3	3	4	--->	M5	5	5	1.381606E+03	1.234890E+13	8.128193E-03	
2323	L3	3	4	--->	M4	5	6	1.381253E+03	8.175710E+11	5.381350E-04	
2324	L3	3	4	--->	M4	5	7	1.380657E+03	5.779360E+11	3.804044E-04	
2325	L3	3	4	--->	M5	5	8	1.378638E+03	2.647480E+11	1.742603E-04	
2326	L3	3	4	--->	M5	7	1	1.383114E+03	3.571050E+06	2.350508E-09	
2327	L3	3	4	--->	M5	7	2	1.382725E+03	9.108360E+05	5.995231E-10	
2328	L3	3	4	--->	M4	7	3	1.382199E+03	4.831280E+06	3.180006E-09	
2329	L3	3	4	--->	M5	7	4	1.381412E+03	1.230850E+07	8.101602E-09	
2330	L3	3	4	--->	M4	7	5	1.380271E+03	3.268770E+06	2.151543E-09	
2331	L3	3	4	--->	M5	9	1	1.383417E+03	2.966350E+04	1.952487E-11	
2332	L3	3	4	--->	M5	9	2	1.381059E+03	8.254680E+05	5.433329E-10	
2333	L3	3	4	--->	N1	1	1	1.425085E+03	3.001080E+07	1.975347E-08	
2334	L3	3	4	--->	N1	1	2	1.418839E+03	6.267730E+07	4.125495E-08	
2335	L3	3	4	--->	N1	1	3	1.416755E+03	1.112220E+09	7.320765E-07	
2336	L3	3	4	--->	N1	3	1	1.425176E+03	3.884150E+08	2.556594E-07	
2337	L3	3	4	--->	N1	3	2	1.421051E+03	9.383470E+10	6.176312E-05	
2338	L3	3	4	--->	N1	3	3	1.417046E+03	3.604760E+05	2.372696E-10	
2339	L3	3	4	--->	N1	5	1	1.425395E+03	5.058490E+08	3.329559E-07	
2340	L3	3	4	--->	N1	5	2	1.420980E+03	2.602270E+10	1.712845E-05	
2341	L3	3	4	--->	N2	1	1	1.432760E+03	9.300240E+05	6.121529E-10	
2342	L3	3	4	--->	N2	3	1	1.436409E+03	9.343600E+05	6.150069E-10	
2343	L3	3	4	--->	N2	3	2	1.434251E+03	6.603910E+07	4.346772E-08	
2344	L3	3	4	--->	N2	3	3	1.432662E+03	8.417240E+06	5.540328E-09	
2345	L3	3	4	--->	N2	5	1	1.434189E+03	7.090420E+06	4.666999E-09	
2346	L3	3	5	--->	L3	1	1	4.463300E+00	9.823050E-01	6.465649E-16	
2347	L3	3	5	--->	L3	1	2	3.620740E+00	7.469430E+00	4.916468E-15	
2348	L3	3	5	--->	L3	1	3	1.961750E+00	3.828880E-01	2.520215E-16	
2349	L3	3	5	--->	L3	3	1	3.786480E+00	2.109250E+00	1.388334E-15	
2350	L3	3	5	--->	L3	3	2	3.659620E+00	1.497810E+00	9.858764E-16	
2351	L3	3	5	--->	L3	3	3	3.627350E+00	2.716670E+00	1.788145E-15	
2352	L3	3	5	--->	L3	3	4	2.235260E+00	1.506400E+00	9.915305E-16	
2353	L3	3	5	--->	L3	5	1	4.225490E+00	2.690990E+00	1.771242E-15	
2354	L3	3	5	--->	L3	5	2	3.959210E+00	2.001100E+01	1.317148E-14	
2355	L3	3	5	--->	L3	5	3	2.298940E+00	2.403410E+00	1.581953E-15	
2356	L3	3	5	--->	L3	7	1	4.432790E+00	3.293740E-01	2.167979E-16	
2357	L3	3	5	--->	L3	7	2	2.490290E+00	4.978780E+00	3.277092E-15	
2358	L3	3	5	--->	M1	1	1	1.205118E+03	4.841220E+08	3.186549E-07	
2359	L3	3	5	--->	M1	1	2	1.204360E+03	2.903470E+06	1.911099E-09	
2360	L3	3	5	--->	M1	1	3	1.201168E+03	9.859170E+11	6.489423E-04	
2361	L3	3	5	--->	M1	3	1	1.205269E+03	7.717510E+08	5.079757E-07	
2362	L3	3	5	--->	M1	3	2	1.204667E+03	7.453080E+08	4.905706E-07	
2363	L3	3	5	--->	M1	3	3	1.203489E+03	1.448470E+09	9.534002E-07	
2364	L3	3	5	--->	M1	5	1	1.205534E+03	4.706220E+08	3.097690E-07	
2365	L3	3	5	--->	M1	5	2	1.203507E+03	2.101210E+08	1.383042E-07	
2366	L3	3	5	--->	M3	1	1	1.275729E+03	9.003650E+06	5.926310E-09	
2367	L3	3	5	--->	M3	1	2	1.274058E+03	4.205010E+08	2.767788E-07	
2368	L3	3	5	--->	M3	1	3	1.271894E+03	1.447460E+09	9.527355E-07	
2369	L3	3	5	--->	M2	1	4	1.269012E+03	1.279750E+03	8.423467E-13	
2370	L3	3	5	--->	M2	1	5	1.268269E+03	2.674560E+06	1.760427E-09	
2371	L3	3	5	--->	M2	1	6	1.264759E+03	1.743810E+09	1.147797E-06	
2372	L3	3	5	--->	M3	3	1	1.274411E+03	3.637820E+07	2.394457E-08	
2373	L3	3	5	--->	M3	3	2	1.274306E+03	5.157630E+08	3.394814E-07	
2374	L3	3	5	--->	M3	3	3	1.274070E+03	5.520730E+08	3.633810E-07	
2375	L3	3	5	--->	M3	3	4	1.272454E+03	2.479660E+09	1.632142E-06	
2376	L3	3	5	--->	M3	3	5	1.270658E+03	9.026630E+08	5.941436E-07	
2377	L3	3	5	--->	M2	3	6	1.268906E+03	1.201560E+06	7.908811E-10	
2378	L3	3	5	--->	M2	3	7	1.268217E+03	7.194780E+07	4.735690E-08	
2379	L3	3	5	--->	M2	3	8	1.266185E+03	1.585860E+07	1.043832E-08	
2380	L3	3	5	--->	M3	5	1	1.274947E+03	6.109350E+08	4.021247E-07	
2381	L3	3	5	--->	M3	5	2	1.274780E+03	6.715590E+04	4.420282E-11	
2382	L3	3	5	--->	M3	5	3	1.272974E+03	3.584520E+09	2.359374E-06	
2383	L3	3	5	--->	M2	5	4	1.268660E+03	3.855250E+07	2.537572E-08	
2384	L3	3	5	--->	M2	5	5	1.267293E+03	2.519950E+06	1.658661E-09	
2385	L3	3	5	--->	M3	7	1	1.275391E+03	2.302990E+07	1.515856E-08	
2386	L3	3	5	--->	M3	7	2	1.273170E+03	6.406480E+09	4.216822E-06	
2387	L3	3	5	--->	M5	1	1	1.385655E+03	3.296530E+09	2.169815E-06	
2388	L3	3	5	--->	M4	1	2	1.384736E+03	2.916230E+09	1.919497E-06	
2389	L3	3	5	--->	M4	1	3	1.383904E+03	1.443990E+06	9.504515E-10	
2390	L3	3	5	--->	M5	1	4	1.382529E+03	1.455950E+09	9.583237E-07	
2391	L3	3	5	--->	M4	1	5	1.381677E+03	1.672240E+09	1.100688E-06	
2392	L3	3	5	--->	M5	3	1	1.385482E+03	1.513280E+10	9.960590E-06	
2393	L3	3	5	--->	M4	3	2	1.384655E+03	4.870400E+08	3.205755E-07	
2394	L3	3	5	--->	M4	3	3	1.384609E+03	2.140220E+08	1.408718E-07	
2395	L3	3	5	--->	M4	3	4	1.384175E+03	4.673360E+07	3.076061E-08	
2396	L3	3	5	--->	M4	3	5	1.383584E+03	9.618520E+10	6.331025E-05	
2397	L3	3	5	--->	M5	3	6	1.383169E+03	9.105000E+10	5.993020E-05	
2398	L3	3	5	--->	M4	3	7	1.382348E+03	3.264020E+10	2.148417E-05	
2399	L3	3	5	--->	M4	3	8	1.380103E+03	2.385220E+12	1.569980E-03	
2400	L3	3	5	--->	M5	5	1	1.385323E+03	6.760730E+09	4.449993E-06	
2401	L3	3	5	--->	M5	5	2	1.384967E+03	6.265390E+08	4.123955E-07	
2402	L3	3	5	--->	M5	5	3	1.384648E+03	3.218430E+09	2.118409E-06	
2403	L3	3	5	--->	M4	5	4	1.384291E+03	5.991550E+09	3.943710E-06	
2404	L3	3	5	--->	M5	5	5	1.383841E+03	1.013100E+12	6.668345E-04	
2405	L3	3	5	--->	M4	5	6	1.383488E+03	3.187060E+11	2.097761E-04	
2406	L3	3	5	--->	M4	5	7	1.382892E+03	3.372080E+11	2.219543E-04	
2407	L3	3	5	--->	M5	5	8	1.380873E+03	2.119230E+13	1.394902E-02	
2408	L3	3	5	--->	M5	7	1	1.385349E+03	1.604860E+04	1.056338E-11	
2409	L3	3	5	--->	M5	7	2	1.384960E+03	1.311970E+04	8.635543E-12	
2410	L3	3	5	--->	M4	7	3	1.384434E+03	2.422880E+04	1.594769E-11	
2411	L3	3	5	--->	M5	7	4	1.383648E+03	6.190240E+04	4.074490E-11	
2412	L3	3	5	--->	M4	7	5	1.382507E+03	1.878190E+03	1.236247E-12	
2413	L3	3	5	--->	M5	9	1	1.385653E+03	2.714020E+03	1.786400E-12	
2414	L3	3	5	--->	M5	9	2	1.383295E+03	5.786490E+03	3.808737E-12	
2415	L3	3	5	--->	N1	1	1	1.427321E+03	8.483840E+08	5.584165E-07	
2416	L3	3	5	--->	N1	1	2	1.421074E+03	1.029040E+11	6.773264E-05	
2417	L3	3	5	--->	N1	1	3	1.418990E+03	4.963380E+08	3.266956E-07	
2418	L3	3	5	--->	N1	3	1	1.427412E+03	9.763560E+07	6.426492E-08	
2419	L3	3	5	--->	N1	3	2	1.423286E+03	6.061040E+08	3.989449E-07	
2420	L3	3	5	--->	N1	3	3	1.419281E+03	3.281410E+09	2.159863E-06	
2421	L3	3	5	--->	N1	5	1	1.427630E+03	7.869390E+07	5.179726E-08	
2422	L3	3	5	--->	N1	5	2	1.423215E+03	4.690120E+09	3.087093E-06	
2423	L3	3	5	--->	N2	1	1	1.434995E+03	1.847170E+08	1.215829E-07	
2424	L3	3	5	--->	N2	3	1	1.438645E+03	2.342900E+05	1.542125E-10	
2425	L3	3	5	--->	N2	3	2	1.436486E+03	3.191270E+08	2.100532E-07	
2426	L3	3	5	--->	N2	3	3	1.434898E+03	6.259910E+07	4.120347E-08	
2427	L3	3	5	--->	N2	5	1	1.436424E+03	6.398400E+08	4.211503E-07	
2687	L3	5	1	--->	L3	1	1	2.378100E-01	1.532780E-06	1.008894E-21	
2688	L3	5	1	--->	L3	7	1	2.073000E-01	2.247970E-04	1.479641E-19	
2689	L3	5	1	--->	M1	1	1	1.200893E+03	5.020880E+03	3.304803E-12	
2690	L3	5	1	--->	M1	1	2	1.200134E+03	7.769100E+03	5.113714E-12	
2691	L3	5	1	--->	M1	1	3	1.196942E+03	2.351250E+00	1.547621E-15	
2692	L3	5	1	--->	M1	3	1	1.201044E+03	2.701280E+11	1.778015E-04	
2693	L3	5	1	--->	M1	3	2	1.200441E+03	1.976410E+11	1.300897E-04	
2694	L3	5	1	--->	M1	3	3	1.199264E+03	2.698890E+09	1.776442E-06	
2695	L3	5	1	--->	M1	5	1	1.201308E+03	5.057440E+11	3.328867E-04	
2696	L3	5	1	--->	M1	5	2	1.199282E+03	8.769870E+09	5.772433E-06	
2697	L3	5	1	--->	M3	1	1	1.271504E+03	1.453580E+09	9.567637E-07	
2698	L3	5	1	--->	M3	1	2	1.269832E+03	9.581100E+07	6.306394E-08	
2699	L3	5	1	--->	M3	1	3	1.267669E+03	6.436670E+04	4.236693E-11	
2700	L3	5	1	--->	M2	1	4	1.264786E+03	6.292920E+07	4.142075E-08	
2701	L3	5	1	--->	M2	1	5	1.264044E+03	3.402900E+06	2.239829E-09	
2702	L3	5	1	--->	M2	1	6	1.260534E+03	1.683010E+04	1.107777E-11	
2703	L3	5	1	--->	M3	3	1	1.270186E+03	7.643970E+08	5.031352E-07	
2704	L3	5	1	--->	M3	3	2	1.270080E+03	8.775880E+06	5.776389E-09	
2705	L3	5	1	--->	M3	3	3	1.269845E+03	8.551870E+06	5.628943E-09	
2706	L3	5	1	--->	M3	3	4	1.268229E+03	1.684590E+08	1.108817E-07	
2707	L3	5	1	--->	M3	3	5	1.266433E+03	2.443170E+07	1.608124E-08	
2708	L3	5	1	--->	M2	3	6	1.264681E+03	6.235300E+08	4.104149E-07	
2709	L3	5	1	--->	M2	3	7	1.263991E+03	2.143050E+08	1.410581E-07	
2710	L3	5	1	--->	M2	3	8	1.261959E+03	3.071650E+05	2.021797E-10	
2711	L3	5	1	--->	M3	5	1	1.270721E+03	4.982980E+07	3.279857E-08	
2712	L3	5	1	--->	M3	5	2	1.270554E+03	5.711130E+08	3.759134E-07	
2713	L3	5	1	--->	M3	5	3	1.268748E+03	2.675150E+07	1.760816E-08	
2714	L3	5	1	--->	M2	5	4	1.264435E+03	1.265990E+09	8.332897E-07	
2715	L3	5	1	--->	M2	5	5	1.263067E+03	1.431990E+08	9.425529E-08	
2716	L3	5	1	--->	M3	7	1	1.271166E+03	1.453570E+07	9.567571E-09	
2717	L3	5	1	--->	M3	7	2	1.268945E+03	3.633470E+08	2.391593E-07	
2718	L3	5	1	--->	M5	1	1	1.381430E+03	1.868870E+06	1.230113E-09	
2719	L3	5	1	--->	M4	1	2	1.380511E+03	6.846930E+04	4.506731E-11	
2720	L3	5	1	--->	M4	1	3	1.379678E+03	1.177820E+05	7.752552E-11	
2721	L3	5	1	--->	M5	1	4	1.378303E+03	1.555300E+04	1.023717E-11	
2722	L3	5	1	--->	M4	1	5	1.377452E+03	1.224050E+04	8.056843E-12	
2723	L3	5	1	--->	M5	3	1	1.381256E+03	8.103880E+11	5.334071E-04	
2724	L3	5	1	--->	M4	3	2	1.380429E+03	7.080180E+11	4.660259E-04	
2725	L3	5	1	--->	M4	3	3	1.380384E+03	1.221800E+11	8.042033E-05	
2726	L3	5	1	--->	M4	3	4	1.379950E+03	1.846800E+11	1.215586E-04	
2727	L3	5	1	--->	M4	3	5	1.379359E+03	3.845230E+07	2.530976E-08	
2728	L3	5	1	--->	M5	3	6	1.378944E+03	1.796520E+09	1.182491E-06	
2729	L3	5	1	--->	M4	3	7	1.378122E+03	4.909240E+10	3.231320E-05	
2730	L3	5	1	--->	M4	3	8	1.375878E+03	2.130240E+08	1.402149E-07	
2731	L3	5	1	--->	M5	5	1	1.381098E+03	3.868900E+12	2.546556E-03	
2732	L3	5	1	--->	M5	5	2	1.380741E+03	1.366820E+11	8.996572E-05	
2733	L3	5	1	--->	M5	5	3	1.380423E+03	2.469180E+12	1.625244E-03	
2734	L3	5	1	--->	M4	5	4	1.380066E+03	3.598430E+11	2.368530E-04	
2735	L3	5	1	--->	M5	5	5	1.379616E+03	1.110030E+11	7.306350E-05	
2736	L3	5	1	--->	M4	5	6	1.379262E+03	4.800240E+10	3.159575E-05	
2737	L3	5	1	--->	M4	5	7	1.378666E+03	4.492880E+10	2.957267E-05	
2738	L3	5	1	--->	M5	5	8	1.376648E+03	4.170850E+09	2.745303E-06	
2739	L3	5	1	--->	M5	7	1	1.381124E+03	6.117320E+12	4.026493E-03	
2740	L3	5	1	--->	M5	7	2	1.380734E+03	9.933630E+12	6.538434E-03	
2741	L3	5	1	--->	M4	7	3	1.380209E+03	1.254370E+07	8.256413E-09	
2742	L3	5	1	--->	M5	7	4	1.379422E+03	4.634430E+11	3.050437E-04	
2743	L3	5	1	--->	M4	7	5	1.378281E+03	7.005940E+10	4.611393E-05	
2744	L3	5	1	--->	M5	9	1	1.381427E+03	1.518900E+07	9.997581E-09	
2745	L3	5	1	--->	M5	9	2	1.379069E+03	3.194910E+05	2.102928E-10	
2746	L3	5	1	--->	N1	1	1	1.423095E+03	1.687300E+03	1.110601E-12	
2747	L3	5	1	--->	N1	1	2	1.416848E+03	6.876190E+01	4.525990E-14	
2748	L3	5	1	--->	N1	1	3	1.414765E+03	3.048730E+03	2.006710E-12	
2749	L3	5	1	--->	N1	3	1	1.423186E+03	2.511650E+10	1.653198E-05	
2750	L3	5	1	--->	N1	3	2	1.419060E+03	6.180350E+09	4.067980E-06	
2751	L3	5	1	--->	N1	3	3	1.415056E+03	2.005120E+10	1.319794E-05	
2752	L3	5	1	--->	N1	5	1	1.423405E+03	7.407370E+10	4.875619E-05	
2753	L3	5	1	--->	N1	5	2	1.418989E+03	1.115390E+10	7.341630E-06	
2754	L3	5	1	--->	N2	1	1	1.430770E+03	1.775020E+07	1.168339E-08	
2755	L3	5	1	--->	N2	3	1	1.434419E+03	1.312850E+06	8.641335E-10	
2756	L3	5	1	--->	N2	3	2	1.432261E+03	4.145020E+07	2.728302E-08	
2757	L3	5	1	--->	N2	3	3	1.430672E+03	3.530750E+07	2.323982E-08	
2758	L3	5	1	--->	N2	5	1	1.432198E+03	1.084720E+08	7.139757E-08	
2759	L3	5	2	--->	L3	1	1	5.040900E-01	5.774110E-05	3.800588E-20	
2761	L3	5	2	--->	L3	5	1	2.662800E-01	2.586950E-02	1.702761E-17	
2762	L3	5	2	--->	L3	7	1	4.735800E-01	1.001570E+00	6.592453E-16	
2763	L3	5	2	--->	M1	1	1	1.201159E+03	2.066320E+05	1.360076E-10	
2764	L3	5	2	--->	M1	1	2	1.200401E+03	3.196160E+05	2.103751E-10	
2765	L3	5	2	--->	M1	1	3	1.197209E+03	9.669500E+01	6.364580E-14	
2766	L3	5	2	--->	M1	3	1	1.201310E+03	5.171520E+11	3.403956E-04	
2767	L3	5	2	--->	M1	3	2	1.200708E+03	4.486390E+11	2.952995E-04	
2768	L3	5	2	--->	M1	3	3	1.199530E+03	2.089060E+09	1.375044E-06	
2769	L3	5	2	--->	M1	5	1	1.201575E+03	1.246800E+10	8.206586E-06	
2770	L3	5	2	--->	M1	5	2	1.199548E+03	8.028690E+09	5.284580E-06	
2771	L3	5	2	--->	M3	1	1	1.271770E+03	2.981700E+08	1.962591E-07	
2772	L3	5	2	--->	M3	1	2	1.270099E+03	2.323130E+07	1.529112E-08	
2773	L3	5	2	--->	M3	1	3	1.267935E+03	1.852440E+04	1.219298E-11	
2774	L3	5	2	--->	M2	1	4	1.265052E+03	9.389470E+08	6.180261E-07	
2775	L3	5	2	--->	M2	1	5	1.264310E+03	1.755580E+04	1.155544E-11	
2776	L3	5	2	--->	M2	1	6	1.260800E+03	4.640610E+04	3.054505E-11	
2777	L3	5	2	--->	M3	3	1	1.270452E+03	1.310190E+08	8.623827E-08	
2778	L3	5	2	--->	M3	3	2	1.270346E+03	1.089250E+09	7.169574E-07	
2779	L3	5	2	--->	M3	3	3	1.270111E+03	1.782960E+09	1.173566E-06	
2780	L3	5	2	--->	M3	3	4	1.268495E+03	1.686220E+08	1.109890E-07	
2781	L3	5	2	--->	M3	3	5	1.266699E+03	1.195610E+07	7.869648E-09	
2782	L3	5	2	--->	M2	3	6	1.264947E+03	1.293640E+08	8.514893E-08	
2783	L3	5	2	--->	M2	3	7	1.264258E+03	6.255780E+08	4.117629E-07	
2784	L3	5	2	--->	M2	3	8	1.262226E+03	5.740550E+07	3.778499E-08	
2785	L3	5	2	--->	M3	5	1	1.270988E+03	1.004280E+09	6.610291E-07	
2786	L3	5	2	--->	M3	5	2	1.270821E+03	3.643860E+07	2.398432E-08	
2787	L3	5	2	--->	M3	5	3	1.269015E+03	3.680200E+08	2.422352E-07	
2788	L3	5	2	--->	M2	5	4	1.264701E+03	7.589120E+07	4.995249E-08	
2789	L3	5	2	--->	M2	5	5	1.263334E+03	5.354360E+07	3.524304E-08	
2790	L3	5	2	--->	M3	7	1	1.271432E+03	1.510140E+09	9.939922E-07	
2791	L3	5	2	--->	M3	7	2	1.269211E+03	4.901180E+07	3.226015E-08	
2792	L3	5	2	--->	M5	1	1	1.381696E+03	1.131620E+05	7.448458E-11	
2793	L3	5	2	--->	M4	1	2	1.380777E+03	1.239670E+05	8.159656E-11	
2794	L3	5	2	--->	M4	1	3	1.379945E+03	1.051010E+06	6.917873E-10	
2795	L3	5	2	--->	M5	1	4	1.378570E+03	1.894530E+04	1.247002E-11	
2796	L3	5	2	--->	M4	1	5	1.377718E+03	3.240140E+03	2.132699E-12	
2797	L3	5	2	--->	M5	3	1	1.381523E+03	2.477720E+05	1.630865E-10	
2798	L3	5	2	--->	M4	3	2	1.380696E+03	5.705120E+09	3.755178E-06	
2799	L3	5	2	--->	M4	3	3	1.380650E+03	1.978340E+10	1.302167E-05	
2800	L3	5	2	--->	M4	3	4	1.380216E+03	4.916270E+11	3.235948E-04	
2801	L3	5	2	--->	M4	3	5	1.379625E+03	7.347240E+09	4.836041E-06	
2802	L3	5	2	--->	M5	3	6	1.379210E+03	3.931600E+08	2.587826E-07	
2803	L3	5	2	--->	M4	3	7	1.378388E+03	4.353970E+10	2.865835E-05	
2804	L3	5	2	--->	M4	3	8	1.376144E+03	6.101070E+07	4.015797E-08	
2805	L3	5	2	--->	M5	5	1	1.381364E+03	6.427640E+11	4.230749E-04	
2806	L3	5	2	--->	M5	5	2	1.381007E+03	2.207330E+12	1.452891E-03	
2807	L3	5	2	--->	M5	5	3	1.380689E+03	2.087140E+11	1.373780E-04	
2808	L3	5	2	--->	M4	5	4	1.380332E+03	3.682500E+11	2.423865E-04	
2809	L3	5	2	--->	M5	5	5	1.379882E+03	7.114080E+10	4.682572E-05	
2810	L3	5	2	--->	M4	5	6	1.379529E+03	8.915850E+11	5.868519E-04	
2811	L3	5	2	--->	M4	5	7	1.378933E+03	3.009570E+11	1.980935E-04	
2812	L3	5	2	--->	M5	5	8	1.376914E+03	1.683900E+08	1.108363E-07	
2813	L3	5	2	--->	M5	7	1	1.381390E+03	9.305330E+12	6.124879E-03	
2814	L3	5	2	--->	M5	7	2	1.381001E+03	7.030030E+12	4.627250E-03	
2815	L3	5	2	--->	M4	7	3	1.380475E+03	3.354620E+12	2.208051E-03	
2816	L3	5	2	--->	M5	7	4	1.379688E+03	3.492840E+11	2.299029E-04	
2817	L3	5	2	--->	M4	7	5	1.378548E+03	4.039870E+10	2.659091E-05	
2818	L3	5	2	--->	M5	9	1	1.381693E+03	3.470930E+05	2.284608E-10	
2819	L3	5	2	--->	M5	9	2	1.379335E+03	2.365950E+05	1.557297E-10	
2820	L3	5	2	--->	N1	1	1	1.423362E+03	3.235810E+04	2.129849E-11	
2821	L3	5	2	--->	N1	1	2	1.417115E+03	1.314830E+03	8.654368E-13	
2822	L3	5	2	--->	N1	1	3	1.415031E+03	5.833420E+04	3.839627E-11	
2823	L3	5	2	--->	N1	3	1	1.423452E+03	1.051360E+11	6.920177E-05	
2824	L3	5	2	--->	N1	3	2	1.419327E+03	3.895930E+09	2.564348E-06	
2825	L3	5	2	--->	N1	3	3	1.415322E+03	1.562770E+10	1.028634E-05	
2826	L3	5	2	--->	N1	5	1	1.423671E+03	1.845600E+09	1.214796E-06	
2827	L3	5	2	--->	N1	5	2	1.419256E+03	8.745490E+09	5.756386E-06	
2828	L3	5	2	--->	N2	1	1	1.431036E+03	2.197750E+07	1.446585E-08	
2829	L3	5	2	--->	N2	3	1	1.434685E+03	2.069890E+08	1.362426E-07	
2830	L3	5	2	--->	N2	3	2	1.432527E+03	1.948890E+07	1.282783E-08	
2831	L3	5	2	--->	N2	3	3	1.430938E+03	4.121990E+07	2.713143E-08	
2832	L3	5	2	--->	N2	5	1	1.432465E+03	7.362570E+07	4.846131E-08	
2833	L3	5	3	--->	L3	1	1	2.164360E+00	3.638260E-02	2.394746E-17	
2834	L3	5	3	--->	L3	1	2	1.321800E+00	2.442400E-05	1.607617E-20	
2835	L3	5	3	--->	L3	3	1	1.487540E+00	1.400650E-02	9.219246E-18	
2836	L3	5	3	--->	L3	3	2	1.360680E+00	5.354490E-02	3.524389E-17	
2837	L3	5	3	--->	L3	3	3	1.328410E+00	4.547480E-01	2.993206E-16	
2838	L3	5	3	--->	L3	5	1	1.926550E+00	4.180850E+00	2.751885E-15	
2839	L3	5	3	--->	L3	5	2	1.660270E+00	5.775050E-02	3.801207E-17	
2840	L3	5	3	--->	L3	7	1	2.133850E+00	4.506280E+00	2.966087E-15	
2841	L3	5	3	--->	L3	7	2	1.913500E-01	1.001830E-02	6.594165E-18	
2842	L3	5	3	--->	M1	1	1	1.202819E+03	2.528530E+03	1.664309E-12	
2843	L3	5	3	--->	M1	1	2	1.202061E+03	3.912380E+03	2.575175E-12	
2844	L3	5	3	--->	M1	1	3	1.198869E+03	1.185160E+00	7.800865E-16	
2845	L3	5	3	--->	M1	3	1	1.202971E+03	1.113310E+09	7.327939E-07	
2846	L3	5	3	--->	M1	3	2	1.202368E+03	9.441560E+09	6.214548E-06	
2847	L3	5	3	--->	M1	3	3	1.201190E+03	4.561400E+11	3.002368E-04	
2848	L3	5	3	--->	M1	5	1	1.203235E+03	1.278940E+10	8.418136E-06	
2849	L3	5	3	--->	M1	5	2	1.201208E+03	5.092770E+11	3.352122E-04	
2850	L3	5	3	--->	M3	1	1	1.273430E+03	1.519370E+08	1.000067E-07	
2851	L3	5	3	--->	M3	1	2	1.271759E+03	1.091980E+07	7.187543E-09	
2852	L3	5	3	--->	M3	1	3	1.269595E+03	8.011980E+05	5.273581E-10	
2853	L3	5	3	--->	M2	1	4	1.266713E+03	5.823650E+06	3.833196E-09	
2854	L3	5	3	--->	M2	1	5	1.265970E+03	8.026640E+05	5.283230E-10	
2855	L3	5	3	--->	M2	1	6	1.262460E+03	1.602690E+00	1.054910E-15	
2856	L3	5	3	--->	M3	3	1	1.272112E+03	5.373630E+07	3.536987E-08	
2857	L3	5	3	--->	M3	3	2	1.272007E+03	9.780330E+08	6.437530E-07	
2858	L3	5	3	--->	M3	3	3	1.271772E+03	1.978780E+08	1.302457E-07	
2859	L3	5	3	--->	M3	3	4	1.270156E+03	3.142530E+09	2.068451E-06	
2860	L3	5	3	--->	M3	3	5	1.268359E+03	1.676060E+09	1.103203E-06	
2861	L3	5	3	--->	M2	3	6	1.266607E+03	7.368730E+06	4.850186E-09	
2862	L3	5	3	--->	M2	3	7	1.265918E+03	2.357550E+08	1.551768E-07	
2863	L3	5	3	--->	M2	3	8	1.263886E+03	3.687090E+08	2.426887E-07	
2864	L3	5	3	--->	M3	5	1	1.272648E+03	4.434230E+08	2.918663E-07	
2865	L3	5	3	--->	M3	5	2	1.272481E+03	5.555380E+07	3.656617E-08	
