# Atomic	number	Z=	34	Date:31-10-2019							
											
# Record	Shelli	2Ji	Eigi	--->	Shellf	2Jf	Eigf	Energy(eV)	Rate(1/s)	Width(eV)	Peso
2866	L3	5	3	--->	M3	5	3	1.270675E+03	4.519740E+08	2.974947E-07	
2867	L3	5	3	--->	M2	5	4	1.266362E+03	8.898470E+07	5.857079E-08	
2868	L3	5	3	--->	M2	5	5	1.264994E+03	1.081190E+09	7.116522E-07	
2869	L3	5	3	--->	M3	7	1	1.273092E+03	3.505030E+06	2.307053E-09	
2870	L3	5	3	--->	M3	7	2	1.270871E+03	6.194590E+09	4.077353E-06	
2871	L3	5	3	--->	M5	1	1	1.383356E+03	3.781130E+04	2.488785E-11	
2872	L3	5	3	--->	M4	1	2	1.382437E+03	6.857030E+03	4.513379E-12	
2873	L3	5	3	--->	M4	1	3	1.381605E+03	7.661600E+03	5.042957E-12	
2874	L3	5	3	--->	M5	1	4	1.380230E+03	1.908810E+06	1.256402E-09	
2875	L3	5	3	--->	M4	1	5	1.379378E+03	1.123060E+05	7.392115E-11	
2876	L3	5	3	--->	M5	3	1	1.383183E+03	6.903690E+10	4.544091E-05	
2877	L3	5	3	--->	M4	3	2	1.382356E+03	2.171760E+08	1.429478E-07	
2878	L3	5	3	--->	M4	3	3	1.382311E+03	3.338750E+07	2.197605E-08	
2879	L3	5	3	--->	M4	3	4	1.381876E+03	4.746250E+10	3.124038E-05	
2880	L3	5	3	--->	M4	3	5	1.381285E+03	4.414310E+10	2.905552E-05	
2881	L3	5	3	--->	M5	3	6	1.380870E+03	6.641300E+10	4.371383E-05	
2882	L3	5	3	--->	M4	3	7	1.380049E+03	1.629300E+12	1.072425E-03	
2883	L3	5	3	--->	M4	3	8	1.377804E+03	1.530460E+10	1.007367E-05	
2884	L3	5	3	--->	M5	5	1	1.383024E+03	1.274990E+10	8.392136E-06	
2885	L3	5	3	--->	M5	5	2	1.382668E+03	6.258360E+10	4.119327E-05	
2886	L3	5	3	--->	M5	5	3	1.382349E+03	2.324250E+11	1.529849E-04	
2887	L3	5	3	--->	M4	5	4	1.381992E+03	3.161800E+10	2.081135E-05	
2888	L3	5	3	--->	M5	5	5	1.381543E+03	5.154830E+12	3.392971E-03	
2889	L3	5	3	--->	M4	5	6	1.381189E+03	2.899690E+11	1.908611E-04	
2890	L3	5	3	--->	M4	5	7	1.380593E+03	7.749630E+11	5.100899E-04	
2891	L3	5	3	--->	M5	5	8	1.378574E+03	5.420610E+11	3.567910E-04	
2892	L3	5	3	--->	M5	7	1	1.383050E+03	5.006070E+06	3.295055E-09	
2893	L3	5	3	--->	M5	7	2	1.382661E+03	3.790190E+11	2.494748E-04	
2894	L3	5	3	--->	M4	7	3	1.382135E+03	2.424370E+12	1.595749E-03	
2895	L3	5	3	--->	M5	7	4	1.381349E+03	1.151560E+13	7.579705E-03	
2896	L3	5	3	--->	M4	7	5	1.380208E+03	2.211670E+12	1.455748E-03	
2897	L3	5	3	--->	M5	9	1	1.383354E+03	4.282030E+05	2.818483E-10	
2898	L3	5	3	--->	M5	9	2	1.380996E+03	1.543820E+07	1.016161E-08	
2899	L3	5	3	--->	N1	1	1	1.425022E+03	1.075190E+02	7.077029E-14	
2900	L3	5	3	--->	N1	1	2	1.418775E+03	4.302140E+00	2.831720E-15	
2901	L3	5	3	--->	N1	1	3	1.416691E+03	1.954160E+02	1.286251E-13	
2902	L3	5	3	--->	N1	3	1	1.425113E+03	2.075030E+08	1.365810E-07	
2903	L3	5	3	--->	N1	3	2	1.420987E+03	5.485140E+10	3.610385E-05	
2904	L3	5	3	--->	N1	3	3	1.416982E+03	1.252060E+09	8.241208E-07	
2905	L3	5	3	--->	N1	5	1	1.425331E+03	4.297110E+09	2.828409E-06	
2906	L3	5	3	--->	N1	5	2	1.420916E+03	4.783360E+10	3.148465E-05	
2907	L3	5	3	--->	N2	1	1	1.432696E+03	3.852860E+06	2.535998E-09	
2908	L3	5	3	--->	N2	3	1	1.436346E+03	9.828640E+06	6.469328E-09	
2909	L3	5	3	--->	N2	3	2	1.434187E+03	1.789180E+08	1.177660E-07	
2910	L3	5	3	--->	N2	3	3	1.432599E+03	2.388090E+07	1.571869E-08	
2911	L3	5	3	--->	N2	5	1	1.434125E+03	3.676530E+07	2.419936E-08	
3084	L3	7	1	--->	L3	1	1	3.051000E-02	3.152570E-26	2.075059E-41	
3085	L3	7	1	--->	M1	1	1	0.000000E+00	0.000000E+00	0.000000E+00	
3086	L3	7	1	--->	M1	1	2	0.000000E+00	0.000000E+00	0.000000E+00	
3087	L3	7	1	--->	M1	1	3	0.000000E+00	0.000000E+00	0.000000E+00	
3088	L3	7	1	--->	M1	3	1	1.200837E+03	2.347510E+05	1.545159E-10	
3089	L3	7	1	--->	M1	3	2	1.200234E+03	4.171250E+05	2.745567E-10	
3090	L3	7	1	--->	M1	3	3	1.199057E+03	1.909550E+03	1.256889E-12	
3091	L3	7	1	--->	M1	5	1	1.201101E+03	9.847100E+11	6.481479E-04	
3092	L3	7	1	--->	M1	5	2	1.199074E+03	2.469870E+07	1.625698E-08	
3093	L3	7	1	--->	M3	1	1	1.271296E+03	1.876400E+02	1.235069E-13	
3094	L3	7	1	--->	M3	1	2	1.269625E+03	2.811580E+02	1.850616E-13	
3095	L3	7	1	--->	M3	1	3	1.267462E+03	2.982840E+02	1.963341E-13	
3096	L3	7	1	--->	M2	1	4	1.264579E+03	2.711600E-01	1.784807E-16	
3097	L3	7	1	--->	M2	1	5	1.263837E+03	3.958340E+01	2.605427E-14	
3098	L3	7	1	--->	M2	1	6	1.260326E+03	2.406690E-01	1.584112E-16	
3099	L3	7	1	--->	M3	3	1	1.269979E+03	1.122710E+09	7.389811E-07	
3100	L3	7	1	--->	M3	3	2	1.269873E+03	5.924300E+06	3.899445E-09	
3101	L3	7	1	--->	M3	3	3	1.269638E+03	1.142760E+09	7.521783E-07	
3102	L3	7	1	--->	M3	3	4	1.268022E+03	1.408370E+08	9.270059E-08	
3103	L3	7	1	--->	M3	3	5	1.266225E+03	5.573370E+07	3.668459E-08	
3104	L3	7	1	--->	M2	3	6	1.264474E+03	7.901120E+08	5.200612E-07	
3105	L3	7	1	--->	M2	3	7	1.263784E+03	3.633360E+08	2.391521E-07	
3106	L3	7	1	--->	M2	3	8	1.261752E+03	2.947610E+07	1.940152E-08	
3107	L3	7	1	--->	M3	5	1	1.270514E+03	4.155460E+08	2.735173E-07	
3108	L3	7	1	--->	M3	5	2	1.270347E+03	7.728790E+08	5.087182E-07	
3109	L3	7	1	--->	M3	5	3	1.268541E+03	2.959380E+07	1.947899E-08	
3110	L3	7	1	--->	M2	5	4	1.264228E+03	5.611570E+08	3.693602E-07	
3111	L3	7	1	--->	M2	5	5	1.262860E+03	1.527350E+07	1.005320E-08	
3112	L3	7	1	--->	M3	7	1	1.270959E+03	3.139380E+09	2.066377E-06	
3113	L3	7	1	--->	M3	7	2	1.268737E+03	8.543680E+07	5.623552E-08	
3114	L3	7	1	--->	M5	1	1	1.381222E+03	3.893870E+04	2.562992E-11	
3115	L3	7	1	--->	M4	1	2	1.380303E+03	7.859450E+05	5.173184E-10	
3116	L3	7	1	--->	M4	1	3	1.379471E+03	5.262210E+04	3.463649E-11	
3117	L3	7	1	--->	M5	1	4	1.378096E+03	1.288800E+02	8.483035E-14	
3118	L3	7	1	--->	M4	1	5	1.377245E+03	1.564810E+03	1.029977E-12	
3119	L3	7	1	--->	M5	3	1	1.381049E+03	6.713500E+05	4.418906E-10	
3120	L3	7	1	--->	M4	3	2	1.380222E+03	8.887350E+05	5.849760E-10	
3121	L3	7	1	--->	M4	3	3	1.380177E+03	8.090250E+04	5.325099E-11	
3122	L3	7	1	--->	M4	3	4	1.379743E+03	2.793550E+05	1.838748E-10	
3123	L3	7	1	--->	M4	3	5	1.379152E+03	7.999350E+04	5.265268E-11	
3124	L3	7	1	--->	M5	3	6	1.378736E+03	4.555180E+04	2.998274E-11	
3125	L3	7	1	--->	M4	3	7	1.377915E+03	4.988420E+03	3.283438E-12	
3126	L3	7	1	--->	M4	3	8	1.375670E+03	3.066010E+02	2.018084E-13	
3127	L3	7	1	--->	M5	5	1	1.380890E+03	2.810950E+11	1.850201E-04	
3128	L3	7	1	--->	M5	5	2	1.380534E+03	1.000550E+11	6.585740E-05	
3129	L3	7	1	--->	M5	5	3	1.380216E+03	1.897540E+11	1.248983E-04	
3130	L3	7	1	--->	M4	5	4	1.379858E+03	2.940730E+11	1.935624E-04	
3131	L3	7	1	--->	M5	5	5	1.379409E+03	3.316450E+09	2.182927E-06	
3132	L3	7	1	--->	M4	5	6	1.379055E+03	4.132600E+10	2.720127E-05	
3133	L3	7	1	--->	M4	5	7	1.378459E+03	5.233960E+09	3.445055E-06	
3134	L3	7	1	--->	M5	5	8	1.376440E+03	1.959170E+08	1.289549E-07	
3135	L3	7	1	--->	M5	7	1	1.380917E+03	3.031600E+12	1.995435E-03	
3136	L3	7	1	--->	M5	7	2	1.380527E+03	3.753280E+11	2.470454E-04	
3137	L3	7	1	--->	M4	7	3	1.380001E+03	2.001090E+12	1.317141E-03	
3138	L3	7	1	--->	M5	7	4	1.379215E+03	7.268430E+10	4.784167E-05	
3139	L3	7	1	--->	M4	7	5	1.378074E+03	9.603130E+07	6.320895E-08	
3140	L3	7	1	--->	M5	9	1	1.381220E+03	1.900340E+13	1.250826E-02	
3141	L3	7	1	--->	M5	9	2	1.378862E+03	9.926960E+09	6.534044E-06	
3142	L3	7	1	--->	N1	1	1	0.000000E+00	0.000000E+00	0.000000E+00	
3143	L3	7	1	--->	N1	1	2	0.000000E+00	0.000000E+00	0.000000E+00	
3144	L3	7	1	--->	N1	1	3	0.000000E+00	0.000000E+00	0.000000E+00	
3145	L3	7	1	--->	N1	3	1	1.422979E+03	2.384240E+04	1.569335E-11	
3146	L3	7	1	--->	N1	3	2	1.418853E+03	2.985180E+03	1.964881E-12	
3147	L3	7	1	--->	N1	3	3	1.414848E+03	1.022440E+05	6.729822E-11	
3148	L3	7	1	--->	N1	5	1	1.423197E+03	1.441660E+11	9.489178E-05	
3149	L3	7	1	--->	N1	5	2	1.418782E+03	8.046110E+08	5.296046E-07	
3150	L3	7	1	--->	N2	1	1	1.430562E+03	5.238200E+01	3.447846E-14	
3151	L3	7	1	--->	N2	3	1	1.434212E+03	3.234260E+08	2.128829E-07	
3152	L3	7	1	--->	N2	3	2	1.432053E+03	7.465500E+05	4.913881E-10	
3153	L3	7	1	--->	N2	3	3	1.430465E+03	7.070490E+04	4.653881E-11	
3154	L3	7	1	--->	N2	5	1	1.431991E+03	4.774730E+06	3.142784E-09	
3155	L3	7	2	--->	L3	1	1	1.973020E+00	1.738880E-17	1.144552E-32	
3156	L3	7	2	--->	L3	1	2	1.130450E+00	1.002150E-14	6.596271E-30	
3157	L3	7	2	--->	L3	3	1	1.296200E+00	2.088930E-04	1.374959E-19	
3158	L3	7	2	--->	L3	3	2	1.169340E+00	2.070900E-04	1.363091E-19	
3159	L3	7	2	--->	L3	3	3	1.137060E+00	8.646860E-04	5.691466E-19	
3160	L3	7	2	--->	L3	5	1	1.735200E+00	4.600180E-01	3.027893E-16	
3161	L3	7	2	--->	L3	5	2	1.468920E+00	7.250860E-01	4.772603E-16	
3162	L3	7	2	--->	L3	7	1	1.942510E+00	1.815160E+00	1.194760E-15	
3163	L3	7	2	--->	M1	1	1	0.000000E+00	0.000000E+00	0.000000E+00	
3164	L3	7	2	--->	M1	1	2	0.000000E+00	0.000000E+00	0.000000E+00	
3165	L3	7	2	--->	M1	1	3	0.000000E+00	0.000000E+00	0.000000E+00	
3166	L3	7	2	--->	M1	3	1	1.202779E+03	2.529930E+01	1.665230E-14	
3167	L3	7	2	--->	M1	3	2	1.202177E+03	2.769530E+03	1.822938E-12	
3168	L3	7	2	--->	M1	3	3	1.200999E+03	6.545040E+05	4.308023E-10	
3169	L3	7	2	--->	M1	5	1	1.203044E+03	1.447530E+07	9.527815E-09	
3170	L3	7	2	--->	M1	5	2	1.201017E+03	9.841150E+11	6.477562E-04	
3171	L3	7	2	--->	M3	1	1	1.273239E+03	2.997970E+00	1.973300E-15	
3172	L3	7	2	--->	M3	1	2	1.271568E+03	2.099440E+02	1.381876E-13	
3173	L3	7	2	--->	M3	1	3	1.269404E+03	1.822010E+03	1.199269E-12	
3174	L3	7	2	--->	M2	1	4	1.266521E+03	6.689180E-01	4.402898E-16	
3175	L3	7	2	--->	M2	1	5	1.265779E+03	1.144080E+02	7.530471E-14	
3176	L3	7	2	--->	M2	1	6	1.262269E+03	1.146280E+00	7.544952E-16	
3177	L3	7	2	--->	M3	3	1	1.271921E+03	3.292070E+07	2.166880E-08	
3178	L3	7	2	--->	M3	3	2	1.271815E+03	3.020520E+07	1.988142E-08	
3179	L3	7	2	--->	M3	3	3	1.271580E+03	1.637320E+08	1.077704E-07	
3180	L3	7	2	--->	M3	3	4	1.269964E+03	6.210490E+06	4.087819E-09	
3181	L3	7	2	--->	M3	3	5	1.268168E+03	3.192560E+09	2.101381E-06	
3182	L3	7	2	--->	M2	3	6	1.266416E+03	4.924160E+06	3.241141E-09	
3183	L3	7	2	--->	M2	3	7	1.265727E+03	4.982160E+06	3.279317E-09	
3184	L3	7	2	--->	M2	3	8	1.263695E+03	9.226890E+08	6.073249E-07	
3185	L3	7	2	--->	M3	5	1	1.272456E+03	9.005370E+08	5.927442E-07	
3186	L3	7	2	--->	M3	5	2	1.272290E+03	1.214180E+07	7.991878E-09	
3187	L3	7	2	--->	M3	5	3	1.270484E+03	3.894190E+09	2.563202E-06	
3188	L3	7	2	--->	M2	5	4	1.266170E+03	1.886810E+07	1.241921E-08	
3189	L3	7	2	--->	M2	5	5	1.264803E+03	7.101890E+08	4.674549E-07	
3190	L3	7	2	--->	M3	7	1	1.272901E+03	9.563320E+07	6.294691E-08	
3191	L3	7	2	--->	M3	7	2	1.270680E+03	8.448720E+08	5.561048E-07	
3192	L3	7	2	--->	M5	1	1	1.383165E+03	3.662500E+03	2.410701E-12	
3193	L3	7	2	--->	M4	1	2	1.382246E+03	4.439800E+02	2.922329E-13	
3194	L3	7	2	--->	M4	1	3	1.381414E+03	7.157890E+02	4.711409E-13	
3195	L3	7	2	--->	M5	1	4	1.380039E+03	3.694920E+03	2.432040E-12	
3196	L3	7	2	--->	M4	1	5	1.379187E+03	8.631010E+05	5.681034E-10	
3197	L3	7	2	--->	M5	3	1	1.382992E+03	1.647380E+04	1.084325E-11	
3198	L3	7	2	--->	M4	3	2	1.382165E+03	7.033270E+03	4.629382E-12	
3199	L3	7	2	--->	M4	3	3	1.382119E+03	3.259940E+03	2.145731E-12	
3200	L3	7	2	--->	M4	3	4	1.381685E+03	5.047330E+03	3.322213E-12	
3201	L3	7	2	--->	M4	3	5	1.381094E+03	1.535490E+05	1.010678E-10	
3202	L3	7	2	--->	M5	3	6	1.380679E+03	2.411510E+05	1.587285E-10	
3203	L3	7	2	--->	M4	3	7	1.379857E+03	1.554130E+06	1.022947E-09	
3204	L3	7	2	--->	M4	3	8	1.377613E+03	4.808220E+04	3.164828E-11	
3205	L3	7	2	--->	M5	5	1	1.382833E+03	9.166760E+07	6.033671E-08	
3206	L3	7	2	--->	M5	5	2	1.382476E+03	5.308140E+09	3.493881E-06	
3207	L3	7	2	--->	M5	5	3	1.382158E+03	3.259570E+07	2.145488E-08	
3208	L3	7	2	--->	M4	5	4	1.381801E+03	1.675370E+09	1.102749E-06	
3209	L3	7	2	--->	M5	5	5	1.381351E+03	2.573180E+11	1.693698E-04	
3210	L3	7	2	--->	M4	5	6	1.380998E+03	1.229400E+11	8.092058E-05	
3211	L3	7	2	--->	M4	5	7	1.380402E+03	4.720830E+11	3.107307E-04	
3212	L3	7	2	--->	M5	5	8	1.378383E+03	6.030480E+10	3.969334E-05	
3213	L3	7	2	--->	M5	7	1	1.382859E+03	1.640260E+11	1.079639E-04	
3214	L3	7	2	--->	M5	7	2	1.382470E+03	1.561880E+11	1.028048E-04	
3215	L3	7	2	--->	M4	7	3	1.381944E+03	9.966710E+11	6.560208E-04	
3216	L3	7	2	--->	M5	7	4	1.381157E+03	2.980690E+12	1.961926E-03	
3217	L3	7	2	--->	M4	7	5	1.380016E+03	1.184660E+12	7.797574E-04	
3218	L3	7	2	--->	M5	9	1	1.383162E+03	9.386830E+09	6.178524E-06	
3219	L3	7	2	--->	M5	9	2	1.380804E+03	1.897930E+13	1.249240E-02	
3220	L3	7	2	--->	N1	1	1	0.000000E+00	0.000000E+00	0.000000E+00	
3221	L3	7	2	--->	N1	1	2	0.000000E+00	0.000000E+00	0.000000E+00	
3222	L3	7	2	--->	N1	1	3	0.000000E+00	0.000000E+00	0.000000E+00	
3223	L3	7	2	--->	N1	3	1	1.424921E+03	1.417580E+02	9.330681E-14	
3224	L3	7	2	--->	N1	3	2	1.420796E+03	1.302140E+05	8.570841E-11	
3225	L3	7	2	--->	N1	3	3	1.416791E+03	3.027930E+03	1.993020E-12	
3226	L3	7	2	--->	N1	5	1	1.425140E+03	8.192870E+08	5.392645E-07	
3227	L3	7	2	--->	N1	5	2	1.420725E+03	1.427480E+11	9.395844E-05	
3228	L3	7	2	--->	N2	1	1	1.432505E+03	1.795480E+02	1.181806E-13	
3229	L3	7	2	--->	N2	3	1	1.436154E+03	1.621800E+06	1.067488E-09	
3230	L3	7	2	--->	N2	3	2	1.433996E+03	1.019620E+07	6.711261E-09	
3231	L3	7	2	--->	N2	3	3	1.432407E+03	1.837290E+08	1.209326E-07	
3232	L3	7	2	--->	N2	5	1	1.433933E+03	2.821030E+08	1.856836E-07	
											
3233	M1	1	1	--->	M1	3	1	1.513400E-01	7.777090E-02	5.118973E-17	
3234	M1	1	1	--->	M1	5	1	4.157900E-01	3.713010E-04	2.443948E-19	
3235	M1	1	1	--->	M3	1	1	7.061105E+01	1.681670E+09	1.106895E-06	
3236	M1	1	1	--->	M3	1	2	6.893975E+01	1.270880E+10	8.365084E-06	
3237	M1	1	1	--->	M3	1	3	6.677623E+01	4.819160E+09	3.172029E-06	
3238	M1	1	1	--->	M2	1	4	6.389348E+01	1.151560E+09	7.579705E-07	
3239	M1	1	1	--->	M2	1	5	6.315118E+01	1.281740E+10	8.436566E-06	
3240	M1	1	1	--->	M2	1	6	5.964086E+01	1.770790E+07	1.165555E-08	
3241	M1	1	1	--->	M3	3	1	6.929322E+01	6.575040E+10	4.327770E-05	
3242	M1	1	1	--->	M3	3	2	6.918753E+01	3.197960E+06	2.104935E-09	
3243	M1	1	1	--->	M3	3	3	6.895233E+01	3.173640E+09	2.088928E-06	
3244	M1	1	1	--->	M3	3	4	6.733629E+01	5.730470E+07	3.771864E-08	
3245	M1	1	1	--->	M3	3	5	6.553998E+01	5.949400E+08	3.915966E-07	
3246	M1	1	1	--->	M2	3	6	6.378821E+01	3.060060E+09	2.014168E-06	
3247	M1	1	1	--->	M2	3	7	6.309873E+01	3.512420E+09	2.311917E-06	
3248	M1	1	1	--->	M2	3	8	6.106676E+01	7.875760E+08	5.183919E-07	
3249	M1	1	1	--->	M3	5	1	6.982861E+01	8.730530E+00	5.746539E-15	
3250	M1	1	1	--->	M3	5	2	6.966177E+01	7.224580E+01	4.755305E-14	
3251	M1	1	1	--->	M3	5	3	6.785583E+01	2.160280E+00	1.421922E-15	
3252	M1	1	1	--->	M2	5	4	6.354234E+01	3.710700E-01	2.442427E-16	
3253	M1	1	1	--->	M2	5	5	6.217483E+01	4.725420E-02	3.110328E-17	
3254	M1	1	1	--->	M3	7	1	0.000000E+00	0.000000E+00	0.000000E+00	
3255	M1	1	1	--->	M3	7	2	0.000000E+00	0.000000E+00	0.000000E+00	
3256	M1	1	1	--->	M5	1	1	1.805371E+02	3.896520E-03	2.564736E-18	
3257	M1	1	1	--->	M4	1	2	1.796179E+02	2.066320E-02	1.360076E-17	
3258	M1	1	1	--->	M4	1	3	1.787858E+02	2.604600E-01	1.714379E-16	
3259	M1	1	1	--->	M5	1	4	1.774108E+02	6.698740E-04	4.409191E-19	
3260	M1	1	1	--->	M4	1	5	1.765592E+02	1.509130E-04	9.933274E-20	
3261	M1	1	1	--->	M5	3	1	1.803637E+02	1.624250E+06	1.069101E-09	
3262	M1	1	1	--->	M4	3	2	1.795368E+02	2.166400E+06	1.425950E-09	
3263	M1	1	1	--->	M4	3	3	1.794913E+02	3.175570E+07	2.090198E-08	
3264	M1	1	1	--->	M4	3	4	1.790572E+02	1.367070E+06	8.998218E-10	
3265	M1	1	1	--->	M4	3	5	1.784662E+02	4.059750E+06	2.672176E-09	
3266	M1	1	1	--->	M5	3	6	1.780509E+02	7.299870E+05	4.804862E-10	
3267	M1	1	1	--->	M4	3	7	1.772295E+02	3.049510E+03	2.007224E-12	
3268	M1	1	1	--->	M4	3	8	1.749850E+02	1.017100E+02	6.694674E-14	
3269	M1	1	1	--->	M5	5	1	1.802049E+02	1.696910E+07	1.116926E-08	
3270	M1	1	1	--->	M5	5	2	1.798485E+02	9.652810E+06	6.353595E-09	
3271	M1	1	1	--->	M5	5	3	1.795302E+02	3.429580E+07	2.257391E-08	
3272	M1	1	1	--->	M4	5	4	1.791730E+02	2.313020E+05	1.522457E-10	
3273	M1	1	1	--->	M5	5	5	1.787233E+02	3.524480E+05	2.319855E-10	
3274	M1	1	1	--->	M4	5	6	1.783697E+02	2.307010E+06	1.518502E-09	
3275	M1	1	1	--->	M4	5	7	1.777737E+02	5.772430E+05	3.799482E-10	
3276	M1	1	1	--->	M5	5	8	1.757550E+02	1.780550E+03	1.171979E-12	
3277	M1	1	1	--->	M5	7	1	1.802312E+02	1.759150E-01	1.157894E-16	
3278	M1	1	1	--->	M5	7	2	1.798418E+02	2.659500E-01	1.750515E-16	
3279	M1	1	1	--->	M4	7	3	1.793161E+02	6.975840E-02	4.591581E-17	
3280	M1	1	1	--->	M5	7	4	1.785295E+02	1.661490E-02	1.093613E-17	
3281	M1	1	1	--->	M4	7	5	1.773886E+02	5.858580E-07	3.856187E-22	
3282	M1	1	1	--->	N1	1	1	2.222026E+02	3.265870E+03	2.149635E-12	
3283	M1	1	1	--->	N1	1	2	2.159556E+02	5.255860E-05	3.459470E-20	
3284	M1	1	1	--->	N1	1	3	2.138722E+02	1.891290E+01	1.244870E-14	
3285	M1	1	1	--->	N1	3	1	2.222935E+02	1.011910E+04	6.660512E-12	
3286	M1	1	1	--->	N1	3	2	2.181677E+02	1.225330E+03	8.065268E-13	
3287	M1	1	1	--->	N1	3	3	2.141631E+02	3.301010E+02	2.172764E-13	
3288	M1	1	1	--->	N1	5	1	2.225119E+02	8.459900E+04	5.568407E-11	
3289	M1	1	1	--->	N1	5	2	2.180968E+02	5.449490E+02	3.586919E-13	
3290	M1	1	1	--->	N2	1	1	2.298771E+02	1.532670E+08	1.008822E-07	
3291	M1	1	1	--->	N2	3	1	2.335264E+02	2.224080E+10	1.463916E-05	
3292	M1	1	1	--->	N2	3	2	2.313680E+02	3.329060E+08	2.191227E-07	
3293	M1	1	1	--->	N2	3	3	2.297794E+02	5.017330E+08	3.302467E-07	
3294	M1	1	1	--->	N2	5	1	2.313056E+02	1.374470E+02	9.046926E-14	
3295	M1	1	2	--->	M1	1	1	7.583200E-01	6.830400E-02	4.495851E-17	
3296	M1	1	2	--->	M1	3	1	9.096600E-01	1.134030E-01	7.464321E-17	
3297	M1	1	2	--->	M1	3	2	3.070400E-01	2.599400E-01	1.710956E-16	
3298	M1	1	2	--->	M1	5	1	1.174110E+00	3.912650E-04	2.575353E-19	
3299	M1	1	2	--->	M3	1	1	7.136937E+01	5.336550E+09	3.512581E-06	
3300	M1	1	2	--->	M3	1	2	6.969807E+01	1.238390E+10	8.151231E-06	
3301	M1	1	2	--->	M3	1	3	6.753455E+01	4.962530E+08	3.266396E-07	
3302	M1	1	2	--->	M2	1	4	6.465180E+01	1.240500E+09	8.165119E-07	
3303	M1	1	2	--->	M2	1	5	6.390950E+01	1.512820E+10	9.957562E-06	
3304	M1	1	2	--->	M2	1	6	6.039916E+01	1.873540E+08	1.233186E-07	
3305	M1	1	2	--->	M3	3	1	7.005153E+01	5.385960E+09	3.545103E-06	
3306	M1	1	2	--->	M3	3	2	6.994585E+01	4.031070E+10	2.653298E-05	
3307	M1	1	2	--->	M3	3	3	6.971064E+01	2.964810E+09	1.951473E-06	
3308	M1	1	2	--->	M3	3	4	6.809461E+01	5.284520E+09	3.478334E-06	
3309	M1	1	2	--->	M3	3	5	6.629830E+01	2.531080E+08	1.665987E-07	
3310	M1	1	2	--->	M2	3	6	6.454653E+01	8.738050E+09	5.751489E-06	
3311	M1	1	2	--->	M2	3	7	6.385705E+01	7.387060E+09	4.862251E-06	
3312	M1	1	2	--->	M2	3	8	6.182508E+01	5.553180E+09	3.655169E-06	
3313	M1	1	2	--->	M3	5	1	7.058693E+01	1.431070E+01	9.419474E-15	
3314	M1	1	2	--->	M3	5	2	7.042009E+01	1.184080E+02	7.793756E-14	
3315	M1	1	2	--->	M3	5	3	6.861414E+01	3.547160E+00	2.334783E-15	
3316	M1	1	2	--->	M2	5	4	6.430065E+01	6.120050E-01	4.028290E-16	
3317	M1	1	2	--->	M2	5	5	6.293315E+01	7.809800E-02	5.140504E-17	
3318	M1	1	2	--->	M3	7	1	0.000000E+00	0.000000E+00	0.000000E+00	
3319	M1	1	2	--->	M3	7	2	0.000000E+00	0.000000E+00	0.000000E+00	
3320	M1	1	2	--->	M5	1	1	1.812954E+02	6.072390E-03	3.996920E-18	
3321	M1	1	2	--->	M4	1	2	1.803762E+02	3.220520E-02	2.119785E-17	
3322	M1	1	2	--->	M4	1	3	1.795441E+02	4.059490E-01	2.672005E-16	
3323	M1	1	2	--->	M5	1	4	1.781691E+02	1.045060E-03	6.878710E-19	
3324	M1	1	2	--->	M4	1	5	1.773175E+02	2.355080E-04	1.550142E-19	
3325	M1	1	2	--->	M5	3	1	1.811220E+02	7.725040E+06	5.084714E-09	
3326	M1	1	2	--->	M4	3	2	1.802951E+02	5.630320E+06	3.705944E-09	
3327	M1	1	2	--->	M4	3	3	1.802496E+02	3.713210E+06	2.444079E-09	
3328	M1	1	2	--->	M4	3	4	1.798155E+02	3.008070E+04	1.979948E-11	
3329	M1	1	2	--->	M4	3	5	1.792245E+02	1.368340E+07	9.006577E-09	
3330	M1	1	2	--->	M5	3	6	1.788092E+02	1.159410E+07	7.631375E-09	
3331	M1	1	2	--->	M4	3	7	1.779878E+02	1.589850E+05	1.046458E-10	
3332	M1	1	2	--->	M4	3	8	1.757433E+02	7.131230E+04	4.693861E-11	
3333	M1	1	2	--->	M5	5	1	1.809632E+02	1.667500E+03	1.097568E-12	
3334	M1	1	2	--->	M5	5	2	1.806068E+02	1.815220E+07	1.194799E-08	
3335	M1	1	2	--->	M5	5	3	1.802885E+02	1.545460E+06	1.017240E-09	
3336	M1	1	2	--->	M4	5	4	1.799314E+02	2.307340E+07	1.518719E-08	
3337	M1	1	2	--->	M5	5	5	1.794816E+02	3.049310E+06	2.007092E-09	
3338	M1	1	2	--->	M4	5	6	1.791280E+02	7.080770E+06	4.660647E-09	
3339	M1	1	2	--->	M4	5	7	1.785320E+02	1.131510E+07	7.447734E-09	
3340	M1	1	2	--->	M5	5	8	1.765134E+02	4.033770E+04	2.655076E-11	
3341	M1	1	2	--->	M5	7	1	1.809895E+02	2.812430E-01	1.851175E-16	
3342	M1	1	2	--->	M5	7	2	1.806001E+02	4.252250E-01	2.798882E-16	
3343	M1	1	2	--->	M4	7	3	1.800744E+02	1.115490E-01	7.342288E-17	
3344	M1	1	2	--->	M5	7	4	1.792878E+02	2.658000E-02	1.749527E-17	
3345	M1	1	2	--->	M4	7	5	1.781469E+02	9.373730E-07	6.169901E-22	
3346	M1	1	2	--->	N1	1	1	2.229609E+02	2.627740E-01	1.729610E-16	
