# Atomic number Z= 29  Date:21-08-2021

# Record	Shelli	  2Ji		  Eigi --->		Shellf	  2Jf			Eigf		   Energy (eV)			 Rate(1/s)			 Width(eV)
	 378	   L1	    0	[1S0]#1LS1 ---> 	 M2M5	    5	[2D5/2]#2LS1	     9.9568911E+02	       2.78043e-07	           11.1656
	 379	   L1	    0	[1S0]#1LS1 ---> 	 M2M4	    3	[2P3/2]#2LS1	     9.9605080E+02	       5.79022e-06	           11.1147
	 380	   L1	    0	[1S0]#1LS1 ---> 	 M2M4	    3	[4D3/2]#1LS1	     9.9605080E+02	       5.79022e-06	           11.1147
	 381	   L1	    0	[1S0]#1LS1 ---> 	 M2M4	    1	[2P1/2]#2LS1	     9.9619785E+02	       4.18192e-06	           11.0859
	 382	   L1	    0	[1S0]#1LS1 ---> 	 M2M4	    1	[4D1/2]#1LS1	     9.9619785E+02	       4.18192e-06	           11.0859
	 383	   L1	    0	[1S0]#1LS1 ---> 	 M3M5	    5	[4D5/2]#1LS1	     9.9662587E+02	       2.67061e-06	           11.2528
	 384	   L1	    0	[1S0]#1LS1 ---> 	 M3M5	    5	[2D5/2]#1LS1	     9.9664992E+02	       3.01123e-06	           11.2632
	 385	   L1	    0	[1S0]#1LS1 ---> 	 M3M5	    7	[4D7/2]#1LS1	     9.9721733E+02	       4.91112e-06	           11.2462
	 386	   L1	    0	[1S0]#1LS1 ---> 	 M3M5	    7	[2F7/2]#2LS1	     9.9721733E+02	       4.91112e-06	           11.2462
	 387	   L1	    0	[1S0]#1LS1 ---> 	 M3M4	    3	[2P3/2]#1LS1	     9.9726271E+02	       1.53144e-05	             10.54
	 388	   L1	    0	[1S0]#1LS1 ---> 	 M3M4	    1	[2P1/2]#1LS1	     9.9761884E+02	       1.24338e-05	           10.1767
	 389	   L1	    0	[1S0]#1LS1 ---> 	 M3M4	    5	[4P5/2]#1LS1	     9.9783990E+02	       1.62154e-07	           10.2183
	 390	   L1	    0	[1S0]#1LS1 ---> 	 M3M4	    5	[2F5/2]#2LS1	     9.9783990E+02	       1.62154e-07	           10.2183
	 391	   L1	    0	[1S0]#1LS1 ---> 	 M3M4	    3	[4P3/2]#1LS1	     9.9824834E+02	       3.20502e-07	           9.91082
	 392	   L1	    0	[1S0]#1LS1 ---> 	 M3M4	    1	[4P1/2]#1LS1	     9.9836823E+02	       2.40064e-08	           9.77838
	 393	   L1	    0	[1S0]#1LS1 ---> 	 M2M4	    5	[2F5/2]#1LS1	     1.0009051E+03	        4.8137e-06	            8.8287
	 394	   L1	    0	[1S0]#1LS1 ---> 	 M2M4	    3	[2D3/2]#2LS1	     1.0012042E+03	       5.09855e-07	           8.77025
	 395	   L1	    0	[1S0]#1LS1 ---> 	 M2M4	    3	[4F3/2]#1LS1	     1.0012042E+03	       5.09855e-07	           8.77025
	 396	   L1	    0	[1S0]#1LS1 ---> 	 M3M4	    7	[2F7/2]#1LS1	     1.0026937E+03	       1.78375e-05	           8.55333
	 397	   L1	    0	[1S0]#1LS1 ---> 	 M3M5	    3	[2D3/2]#1LS1	     1.0029374E+03	       1.57156e-07	           8.76438
	 398	   L1	    0	[1S0]#1LS1 ---> 	 M3M4	    5	[4F5/2]#1LS1	     1.0029776E+03	       1.12834e-07	           8.60749
	 399	   L1	    0	[1S0]#1LS1 ---> 	 M3M5	    7	[4F7/2]#1LS1	     1.0036922E+03	       7.27278e-06	           8.44925
	 400	   L1	    0	[1S0]#1LS1 ---> 	 M3M5	    9	[4F9/2]#1LS1	     1.0041665E+03	        5.2622e-10	           8.35722
	 401	   L1	    0	[1S0]#1LS1 ---> 	 M2N1	    1	[2P1/2]#1LS1	     1.0042836E+03	       1.06448e-05	           10.3089
	 402	   L1	    0	[1S0]#1LS1 ---> 	 M3N1	    3	[2P3/2]#1LS1	     1.0067970E+03	       2.05933e-05	           10.1208
	 403	   L1	    0	[1S0]#1LS1 ---> 	 M5M5	    1	[2S1/2]#1LS1	     1.0676284E+03	       9.31779e-05	           7.43747
	 404	   L1	    0	[1S0]#1LS1 ---> 	 M4M5	    7	[2G7/2]#1LS1	     1.0728535E+03	        0.00130416	            8.0301
	 405	   L1	    0	[1S0]#1LS1 ---> 	 M4M5	    9	[2G9/2]#1LS1	     1.0728573E+03	        0.00163718	           34.5388
	 406	   L1	    0	[1S0]#1LS1 ---> 	 M4M5	    1	[2P1/2]#1LS1	     1.0730485E+03	       3.73864e-08	           7.43746
	 407	   L1	    0	[1S0]#1LS1 ---> 	 M4M5	    3	[2P3/2]#1LS1	     1.0731392E+03	       1.03603e-06	           7.43747
	 408	   L1	    0	[1S0]#1LS1 ---> 	 M4M4	    1	[4P1/2]#1LS1	     1.0738416E+03	       9.02308e-08	           7.43746
	 409	   L1	    0	[1S0]#1LS1 ---> 	 M4M5	    3	[4P3/2]#1LS1	     1.0738726E+03	       2.78366e-06	           7.43997
	 410	   L1	    0	[1S0]#1LS1 ---> 	 M4M5	    5	[4P5/2]#1LS1	     1.0738828E+03	       1.98568e-05	           7.43973
	 411	   L1	    0	[1S0]#1LS1 ---> 	 M5M5	    3	[2D3/2]#1LS1	     1.0741536E+03	       3.76036e-05	           7.43764
	 412	   L1	    0	[1S0]#1LS1 ---> 	 M5M5	    5	[2D5/2]#1LS1	     1.0742210E+03	       4.26635e-05	            7.4406
	 413	   L1	    0	[1S0]#1LS1 ---> 	 M4M5	    5	[2F5/2]#1LS1	     1.0757412E+03	       4.06067e-07	           7.43764
	 414	   L1	    0	[1S0]#1LS1 ---> 	 M5M5	    7	[2F7/2]#1LS1	     1.0759791E+03	       6.22186e-07	           63.3932
	 415	   L1	    0	[1S0]#1LS1 ---> 	 M4M4	    3	[4F3/2]#1LS1	     1.0764741E+03	       1.21183e-07	           7.43749
	 416	   L1	    0	[1S0]#1LS1 ---> 	 M4M5	    5	[4F5/2]#1LS1	     1.0765642E+03	       5.09348e-08	           7.43808
	 417	   L1	    0	[1S0]#1LS1 ---> 	 M4M5	    7	[4F7/2]#1LS1	     1.0766932E+03	       3.70128e-07	           2670.68
	 418	   L1	    0	[1S0]#1LS1 ---> 	 M5M5	    9	[4F9/2]#1LS1	     1.0768484E+03	       1.09057e-06	           29501.4
	 419	   L1	    0	[1S0]#1LS1 ---> 	 M4N1	    3	[2D3/2]#1LS1	     1.0823675E+03	       8.37077e-06	           7.43746
	 420	   L1	    0	[1S0]#1LS1 ---> 	 M5N1	    5	[2D5/2]#1LS1	     1.0826167E+03	       1.19372e-05	            7.4376
	 421	   L1	    0	[1S0]#1LS1 ---> 	 L3M5	    9	[4F9/2]#1LS1	     3.9615543E+05	       3.76165e-17	           7.43746
	 422	   L1	    2	[3S1]#1LS1 ---> 	 L3M1	    3	[2P3/2]#2LS1	     1.3005840E+01	          0.047487	           6.25692
	 423	   L1	    2	[3S1]#1LS1 ---> 	 L3M1	    1	[2P1/2]#1LS1	     1.3072590E+01	         0.0206436	           6.21178
	 424	   L1	    2	[3S1]#1LS1 ---> 	 L3M1	    3	[2P3/2]#1LS1	     1.4715550E+01	       0.000636924	           6.15446
	 425	   L1	    2	[3S1]#1LS1 ---> 	 L3M1	    5	[4P5/2]#1LS1	     1.4873730E+01	        0.00379297	           6.16257
	 426	   L1	    2	[3S1]#1LS1 ---> 	 L2M2	    1	[4P1/2]#1LS1	     4.1993010E+01	         0.0171177	           7.53396
	 427	   L1	    2	[3S1]#1LS1 ---> 	 L2M3	    3	[4P3/2]#1LS1	     4.2914790E+01	         0.0100395	           6.37831
	 428	   L1	    2	[3S1]#1LS1 ---> 	 L2M2	    3	[2D3/2]#2LS1	     4.3411190E+01	         0.0164597	           6.29233
	 429	   L1	    2	[3S1]#1LS1 ---> 	 L2M2	    3	[4D3/2]#1LS1	     4.3411190E+01	         0.0164597	           6.29233
	 430	   L1	    2	[3S1]#1LS1 ---> 	 L2M2	    1	[2S1/2]#2LS1	     4.3561860E+01	         0.0121926	           6.64433
	 431	   L1	    2	[3S1]#1LS1 ---> 	 L2M2	    1	[4D1/2]#1LS1	     4.3581540E+01	         0.0127608	           6.65465
	 432	   L1	    2	[3S1]#1LS1 ---> 	 L3M3	    3	[2D3/2]#1LS1	     5.9858550E+01	         0.0112996	           5.77743
	 433	   L1	    2	[3S1]#1LS1 ---> 	 L3M2	    1	[2S1/2]#1LS1	     6.0214390E+01	        0.00305255	           5.80605
	 434	   L1	    2	[3S1]#1LS1 ---> 	 L3M2	    1	[2P1/2]#2LS1	     6.0214390E+01	        0.00305255	           5.80605
	 435	   L1	    2	[3S1]#1LS1 ---> 	 L3M2	    3	[4S3/2]#1LS1	     6.0454510E+01	         0.0173181	           6.24544
	 436	   L1	    2	[3S1]#1LS1 ---> 	 L3M2	    3	[2P3/2]#2LS1	     6.0959190E+01	          0.010966	           6.63806
	 437	   L1	    2	[3S1]#1LS1 ---> 	 L3M2	    5	[4D5/2]#1LS1	     6.1158620E+01	          0.019746	           6.89713
	 438	   L1	    2	[3S1]#1LS1 ---> 	 L3M2	    5	[4P5/2]#1LS1	     6.1159120E+01	         0.0201589	           6.90291
	 439	   L1	    2	[3S1]#1LS1 ---> 	 L3M2	    5	[2D5/2]#2LS1	     6.1159120E+01	         0.0201589	           6.90291
	 440	   L1	    2	[3S1]#1LS1 ---> 	 L3M3	    5	[2D5/2]#1LS1	     6.5780940E+01	         0.0187232	           6.21334
	 441	   L1	    2	[3S1]#1LS1 ---> 	 L3M3	    7	[4D7/2]#1LS1	     6.6181140E+01	         0.0583124	           6.25966
	 442	   L1	    2	[3S1]#1LS1 ---> 	 L3M3	    1	[2P1/2]#1LS1	     6.6220490E+01	        0.00223086	           6.17916
	 443	   L1	    2	[3S1]#1LS1 ---> 	 L3M3	    3	[2P3/2]#1LS1	     6.6281550E+01	        0.00978849	           5.93865
	 444	   L1	    2	[3S1]#1LS1 ---> 	 L2M4	    1	[4D1/2]#1LS1	     1.1968509E+02	          0.002183	           6.31669
	 445	   L1	    2	[3S1]#1LS1 ---> 	 L2M5	    5	[4P5/2]#1LS1	     1.2137926E+02	         0.0142043	           6.20571
	 446	   L1	    2	[3S1]#1LS1 ---> 	 L2M4	    5	[2F5/2]#2LS1	     1.2258016E+02	         0.0199531	           5.80426
	 447	   L1	    2	[3S1]#1LS1 ---> 	 L2M4	    5	[4F5/2]#1LS1	     1.2258016E+02	         0.0199531	           5.80426
	 448	   L1	    2	[3S1]#1LS1 ---> 	 L2M4	    3	[2P3/2]#2LS1	     1.2278492E+02	         0.0230188	             5.798
	 449	   L1	    2	[3S1]#1LS1 ---> 	 L2M4	    3	[4F3/2]#1LS1	     1.2278492E+02	         0.0230188	             5.798
	 450	   L1	    2	[3S1]#1LS1 ---> 	 L2N1	    1	[2P1/2]#1LS1	     1.3097774E+02	        0.00308966	           6.16298
	 451	   L1	    2	[3S1]#1LS1 ---> 	 L3M5	    1	[2P1/2]#2LS1	     1.5080613E+02	        0.00796437	           6.25871
	 452	   L1	    2	[3S1]#1LS1 ---> 	 L3M5	    3	[2P3/2]#1LS1	     1.5093244E+02	        0.00971838	           6.30591
	 453	   L1	    2	[3S1]#1LS1 ---> 	 L3M5	    5	[2F5/2]#1LS1	     1.5124527E+02	         0.0237591	           6.44529
	 454	   L1	    2	[3S1]#1LS1 ---> 	 L3M4	    1	[2P1/2]#1LS1	     1.5203335E+02	        0.00360149	           6.14825
	 455	   L1	    2	[3S1]#1LS1 ---> 	 L3M4	    3	[4P3/2]#1LS1	     1.5238472E+02	        0.00802384	           6.21859
	 456	   L1	    2	[3S1]#1LS1 ---> 	 L3M4	    1	[4P1/2]#1LS1	     1.5250060E+02	        0.00479861	           6.21658
	 457	   L1	    2	[3S1]#1LS1 ---> 	 L3M4	    3	[2D3/2]#2LS1	     1.5296415E+02	        0.00638111	           6.26314
	 458	   L1	    2	[3S1]#1LS1 ---> 	 L3M4	    3	[4D3/2]#1LS1	     1.5296415E+02	        0.00638111	           6.26314
	 459	   L1	    2	[3S1]#1LS1 ---> 	 L3M4	    5	[4D5/2]#1LS1	     1.5309455E+02	        0.00956579	           6.27747
	 460	   L1	    2	[3S1]#1LS1 ---> 	 L3M4	    5	[2D5/2]#2LS1	     1.5384810E+02	         0.0136562	           6.10226
	 461	   L1	    2	[3S1]#1LS1 ---> 	 L3M5	    7	[4D7/2]#1LS1	     1.5407090E+02	         0.0196944	           6.13313
	 462	   L1	    2	[3S1]#1LS1 ---> 	 L3M5	    7	[2F7/2]#2LS1	     1.5407090E+02	         0.0196944	           6.13313
	 463	   L1	    2	[3S1]#1LS1 ---> 	 L3M5	    7	[2F7/2]#1LS1	     1.5492632E+02	         0.0379737	           5.71793
	 464	   L1	    2	[3S1]#1LS1 ---> 	 L3M5	    7	[4F7/2]#1LS1	     1.5492632E+02	         0.0379737	           5.71793
	 465	   L1	    2	[3S1]#1LS1 ---> 	 L3M5	    5	[2D5/2]#1LS1	     1.5497871E+02	        0.00905457	           5.94061
	 466	   L1	    2	[3S1]#1LS1 ---> 	 L3M5	    3	[2D3/2]#1LS1	     1.5502202E+02	        0.00683828	           5.94254
	 467	   L1	    2	[3S1]#1LS1 ---> 	 L3N1	    3	[2P3/2]#1LS1	     1.5804274E+02	        0.00562416	           6.15877
	 468	   L1	    2	[3S1]#1LS1 ---> 	 M1M1	    1	[2S1/2]#1LS1	     8.2128758E+02	         0.0042406	           8.46659
	 469	   L1	    2	[3S1]#1LS1 ---> 	 M1M3	    3	[2P3/2]#2LS1	     8.6204870E+02	        0.00610124	           20.4405
	 470	   L1	    2	[3S1]#1LS1 ---> 	 M1M3	    1	[2P1/2]#2LS1	     8.6220858E+02	        0.00289329	           19.9345
	 471	   L1	    2	[3S1]#1LS1 ---> 	 M1M2	    1	[2P1/2]#1LS1	     8.7573695E+02	        0.00111572	           16.7621
	 472	   L1	    2	[3S1]#1LS1 ---> 	 M1M2	    1	[4P1/2]#1LS1	     8.7663285E+02	        0.00156935	           14.7021
	 473	   L1	    2	[3S1]#1LS1 ---> 	 M1M2	    3	[4P3/2]#1LS1	     8.7682094E+02	        0.00286369	           15.4482
	 474	   L1	    2	[3S1]#1LS1 ---> 	 M1M3	    3	[2P3/2]#1LS1	     8.7812193E+02	        0.00182264	           16.1052
	 475	   L1	    2	[3S1]#1LS1 ---> 	 M1M3	    5	[4P5/2]#1LS1	     8.7855489E+02	        0.00571276	           12.7653
	 476	   L1	    2	[3S1]#1LS1 ---> 	 M2M2	    1	[2S1/2]#1LS1	     9.1074071E+02	        0.00018053	           5.65658
	 477	   L1	    2	[3S1]#1LS1 ---> 	 M2M3	    3	[2D3/2]#1LS1	     9.1711527E+02	       0.000107366	           7.14517
	 478	   L1	    2	[3S1]#1LS1 ---> 	 M2M3	    5	[2D5/2]#1LS1	     9.1715583E+02	       0.000151986	           6.68092
	 479	   L1	    2	[3S1]#1LS1 ---> 	 M2M3	    1	[2P1/2]#1LS1	     9.2002287E+02	       1.14924e-05	           8.49618
	 480	   L1	    2	[3S1]#1LS1 ---> 	 M2M3	    3	[4P3/2]#1LS1	     9.2067285E+02	       4.25968e-07	           11.5681
	 481	   L1	    2	[3S1]#1LS1 ---> 	 M2M3	    1	[4P1/2]#1LS1	     9.2073266E+02	        1.0904e-05	           13.4824
	 482	   L1	    2	[3S1]#1LS1 ---> 	 M3M3	    3	[2P3/2]#1LS1	     9.2231515E+02	       4.61412e-06	           13.5786
	 483	   L1	    2	[3S1]#1LS1 ---> 	 M3M3	    5	[4P5/2]#1LS1	     9.2289437E+02	       6.33149e-06	           14.3006
	 484	   L1	    2	[3S1]#1LS1 ---> 	 M1M5	    5	[2D5/2]#2LS1	     9.4532033E+02	        0.00798112	           6.36114
	 485	   L1	    2	[3S1]#1LS1 ---> 	 M1M5	    3	[2D3/2]#2LS1	     9.4532514E+02	        0.00523509	           7.09443
	 486	   L1	    2	[3S1]#1LS1 ---> 	 M1M4	    3	[2D3/2]#1LS1	     9.5032863E+02	       0.000300901	           6.98184
	 487	   L1	    2	[3S1]#1LS1 ---> 	 M1M5	    5	[2D5/2]#1LS1	     9.5051699E+02	        0.00035284	           7.61726
	 488	   L1	    2	[3S1]#1LS1 ---> 	 M1M4	    1	[4D1/2]#1LS1	     9.5088312E+02	       0.000651286	           9.02785
	 489	   L1	    2	[3S1]#1LS1 ---> 	 M1M4	    3	[4D3/2]#1LS1	     9.5094428E+02	        0.00128162	           8.20349
	 490	   L1	    2	[3S1]#1LS1 ---> 	 M1M5	    5	[4D5/2]#1LS1	     9.5104029E+02	        0.00187385	           8.84216
	 491	   L1	    2	[3S1]#1LS1 ---> 	 M1M5	    7	[4D7/2]#1LS1	     9.5116355E+02	        0.00240647	            31.673
	 492	   L1	    2	[3S1]#1LS1 ---> 	 M1N1	    1	[2S1/2]#1LS1	     9.5782955E+02	       0.000230585	           7.84944
	 493	   L1	    2	[3S1]#1LS1 ---> 	 M2M5	    5	[2D5/2]#2LS1	     9.9553750E+02	       1.93142e-05	           9.08795
	 494	   L1	    2	[3S1]#1LS1 ---> 	 M2M4	    3	[2P3/2]#2LS1	     9.9589919E+02	       5.48112e-06	             9.037
	 495	   L1	    2	[3S1]#1LS1 ---> 	 M2M4	    3	[4D3/2]#1LS1	     9.9589919E+02	       5.48113e-06	             9.037
	 496	   L1	    2	[3S1]#1LS1 ---> 	 M2M4	    1	[2P1/2]#2LS1	     9.9604624E+02	       8.91748e-07	           9.00826
	 497	   L1	    2	[3S1]#1LS1 ---> 	 M2M4	    1	[4D1/2]#1LS1	     9.9604624E+02	       8.91748e-07	           9.00826
	 498	   L1	    2	[3S1]#1LS1 ---> 	 M3M5	    5	[4D5/2]#1LS1	     9.9647426E+02	       1.87627e-05	           9.17508
	 499	   L1	    2	[3S1]#1LS1 ---> 	 M3M5	    5	[2D5/2]#1LS1	     9.9649831E+02	       2.00695e-05	           9.18556
	 500	   L1	    2	[3S1]#1LS1 ---> 	 M3M5	    7	[4D7/2]#1LS1	     9.9706572E+02	       1.72649e-05	           9.16856
	 501	   L1	    2	[3S1]#1LS1 ---> 	 M3M5	    7	[2F7/2]#2LS1	     9.9706572E+02	       1.72649e-05	           9.16856
	 502	   L1	    2	[3S1]#1LS1 ---> 	 M3M4	    3	[2P3/2]#1LS1	     9.9711110E+02	       1.01128e-05	           8.46235
	 503	   L1	    2	[3S1]#1LS1 ---> 	 M3M4	    1	[2P1/2]#1LS1	     9.9746723E+02	       5.28012e-06	           8.09905
	 504	   L1	    2	[3S1]#1LS1 ---> 	 M3M4	    5	[4P5/2]#1LS1	     9.9768829E+02	       5.03078e-05	           8.14059
	 505	   L1	    2	[3S1]#1LS1 ---> 	 M3M4	    5	[2F5/2]#2LS1	     9.9768829E+02	       5.03078e-05	           8.14059
	 506	   L1	    2	[3S1]#1LS1 ---> 	 M3M4	    3	[4P3/2]#1LS1	     9.9809673E+02	       4.52616e-05	           7.83314
	 507	   L1	    2	[3S1]#1LS1 ---> 	 M3M4	    1	[4P1/2]#1LS1	     9.9821662E+02	       2.56906e-05	            7.7007
	 508	   L1	    2	[3S1]#1LS1 ---> 	 M2M4	    5	[2F5/2]#1LS1	     1.0007535E+03	       8.92709e-06	           6.75102
	 509	   L1	    2	[3S1]#1LS1 ---> 	 M2M4	    3	[2D3/2]#2LS1	     1.0010525E+03	       6.84018e-06	           6.69257
	 510	   L1	    2	[3S1]#1LS1 ---> 	 M2M4	    3	[4F3/2]#1LS1	     1.0010525E+03	       6.84018e-06	           6.69257
	 511	   L1	    2	[3S1]#1LS1 ---> 	 M3M4	    7	[2F7/2]#1LS1	     1.0025421E+03	       1.31579e-05	           6.47565
	 512	   L1	    2	[3S1]#1LS1 ---> 	 M3M5	    3	[2D3/2]#1LS1	     1.0027857E+03	       8.53062e-06	            6.6867
	 513	   L1	    2	[3S1]#1LS1 ---> 	 M3M4	    5	[4F5/2]#1LS1	     1.0028260E+03	       1.97509e-05	           6.52981
	 514	   L1	    2	[3S1]#1LS1 ---> 	 M3M5	    7	[4F7/2]#1LS1	     1.0035406E+03	       2.97954e-05	           6.37157
	 515	   L1	    2	[3S1]#1LS1 ---> 	 M3M5	    9	[4F9/2]#1LS1	     1.0040149E+03	       5.06215e-05	           6.27954
	 516	   L1	    2	[3S1]#1LS1 ---> 	 M2N1	    1	[2P1/2]#1LS1	     1.0041319E+03	       6.33142e-06	           8.23126
	 517	   L1	    2	[3S1]#1LS1 ---> 	 M3N1	    3	[2P3/2]#1LS1	     1.0066454E+03	        1.4342e-05	           8.04314
	 518	   L1	    2	[3S1]#1LS1 ---> 	 M5M5	    1	[2S1/2]#1LS1	     1.0674768E+03	       0.000388573	           5.35979
	 519	   L1	    2	[3S1]#1LS1 ---> 	 M4M5	    7	[2G7/2]#1LS1	     1.0727019E+03	         0.0054474	           5.95242
	 520	   L1	    2	[3S1]#1LS1 ---> 	 M4M5	    9	[2G9/2]#1LS1	     1.0727057E+03	         0.0068012	           32.4611
	 521	   L1	    2	[3S1]#1LS1 ---> 	 M4M5	    1	[2P1/2]#1LS1	     1.0728969E+03	       2.71171e-07	           5.35978
	 522	   L1	    2	[3S1]#1LS1 ---> 	 M4M5	    3	[2P3/2]#1LS1	     1.0729876E+03	       3.74982e-06	           5.35979
	 523	   L1	    2	[3S1]#1LS1 ---> 	 M4M4	    1	[4P1/2]#1LS1	     1.0736899E+03	       2.73242e-07	           5.35978
	 524	   L1	    2	[3S1]#1LS1 ---> 	 M4M5	    3	[4P3/2]#1LS1	     1.0737210E+03	       1.19486e-05	           5.36229
	 525	   L1	    2	[3S1]#1LS1 ---> 	 M4M5	    5	[4P5/2]#1LS1	     1.0737312E+03	       8.32433e-05	           5.36205
	 526	   L1	    2	[3S1]#1LS1 ---> 	 M5M5	    3	[2D3/2]#1LS1	     1.0740020E+03	       0.000159349	           5.35996
	 527	   L1	    2	[3S1]#1LS1 ---> 	 M5M5	    5	[2D5/2]#1LS1	     1.0740694E+03	       0.000173984	           5.36292
	 528	   L1	    2	[3S1]#1LS1 ---> 	 M4M5	    5	[2F5/2]#1LS1	     1.0755896E+03	       1.24992e-06	           5.35996
	 529	   L1	    2	[3S1]#1LS1 ---> 	 M5M5	    7	[2F7/2]#1LS1	     1.0758275E+03	       3.66204e-06	           61.3155
	 530	   L1	    2	[3S1]#1LS1 ---> 	 M4M4	    3	[4F3/2]#1LS1	     1.0763225E+03	       6.41247e-07	           5.35981
	 531	   L1	    2	[3S1]#1LS1 ---> 	 M4M5	    5	[4F5/2]#1LS1	     1.0764125E+03	       3.53051e-07	            5.3604
	 532	   L1	    2	[3S1]#1LS1 ---> 	 M4M5	    7	[4F7/2]#1LS1	     1.0765416E+03	       1.26657e-06	            2668.6
	 533	   L1	    2	[3S1]#1LS1 ---> 	 M5M5	    9	[4F9/2]#1LS1	     1.0766968E+03	       3.96438e-06	           29499.4
	 534	   L1	    2	[3S1]#1LS1 ---> 	 M4N1	    3	[2D3/2]#1LS1	     1.0822159E+03	       4.47272e-05	           5.35978
	 535	   L1	    2	[3S1]#1LS1 ---> 	 M5N1	    5	[2D5/2]#1LS1	     1.0824651E+03	       6.77113e-05	           5.35992
	 536	   L1	    2	[3S1]#1LS1 ---> 	 L3M5	    9	[4F9/2]#1LS1	     3.9615528E+05	       3.77812e-15	           5.35978
	 537	   L2	    2	[3P1]#1LS1 ---> 	 L3M5	    1	[2P1/2]#2LS1	     3.4532900E+00	        0.00739056	           1.80271
	 538	   L2	    2	[3P1]#1LS1 ---> 	 L3M5	    3	[2P3/2]#1LS1	     3.5796000E+00	         0.0107916	           1.84991
	 539	   L2	    2	[3P1]#1LS1 ---> 	 L3M5	    5	[2F5/2]#1LS1	     3.8924300E+00	         0.0230467	           1.98928
	 540	   L2	    2	[3P1]#1LS1 ---> 	 L3M4	    1	[2P1/2]#1LS1	     4.6805100E+00	        0.00182261	           1.69224
	 541	   L2	    2	[3P1]#1LS1 ---> 	 L3M4	    3	[4P3/2]#1LS1	     5.0318800E+00	        0.00175634	           1.76259
	 542	   L2	    2	[3P1]#1LS1 ---> 	 L3M4	    1	[4P1/2]#1LS1	     5.1477600E+00	        0.00103454	           1.76057
	 543	   L2	    2	[3P1]#1LS1 ---> 	 L3M4	    3	[2D3/2]#2LS1	     5.6113100E+00	        0.00305034	           1.80713
	 544	   L2	    2	[3P1]#1LS1 ---> 	 L3M4	    3	[4D3/2]#1LS1	     5.6113100E+00	        0.00305034	           1.80713
	 545	   L2	    2	[3P1]#1LS1 ---> 	 L3M4	    5	[4D5/2]#1LS1	     5.7417100E+00	          0.002423	           1.82146
	 546	   L2	    2	[3P1]#1LS1 ---> 	 L3M4	    5	[2D5/2]#2LS1	     6.4952600E+00	        0.00629401	           1.64626
	 547	   L2	    2	[3P1]#1LS1 ---> 	 L3M5	    7	[4D7/2]#1LS1	     6.7180600E+00	        0.00743052	           1.67713
	 548	   L2	    2	[3P1]#1LS1 ---> 	 L3M5	    7	[2F7/2]#2LS1	     6.7180600E+00	        0.00743052	           1.67713
	 549	   L2	    2	[3P1]#1LS1 ---> 	 L3M5	    7	[2F7/2]#1LS1	     7.5734800E+00	        0.00118796	           1.26192
	 550	   L2	    2	[3P1]#1LS1 ---> 	 L3M5	    7	[4F7/2]#1LS1	     7.5734800E+00	        0.00118796	           1.26192
	 551	   L2	    2	[3P1]#1LS1 ---> 	 L3M5	    5	[2D5/2]#1LS1	     7.6258700E+00	         0.0045845	           1.48461
	 552	   L2	    2	[3P1]#1LS1 ---> 	 L3M5	    3	[2D3/2]#1LS1	     7.6691800E+00	        0.00563866	           1.48653
	 553	   L2	    2	[3P1]#1LS1 ---> 	 L3N1	    3	[2P3/2]#1LS1	     1.0689900E+01	       0.000527154	           1.70276
	 554	   L2	    2	[3P1]#1LS1 ---> 	 M1M1	    1	[2S1/2]#1LS1	     6.7393474E+02	       0.000543208	           4.01058
	 555	   L2	    2	[3P1]#1LS1 ---> 	 M1M3	    3	[2P3/2]#2LS1	     7.1469586E+02	        0.00657179	           15.9845
	 556	   L2	    2	[3P1]#1LS1 ---> 	 M1M3	    1	[2P1/2]#2LS1	     7.1485574E+02	        0.00085545	           15.4785
	 557	   L2	    2	[3P1]#1LS1 ---> 	 M1M2	    1	[2P1/2]#1LS1	     7.2838411E+02	        0.00282895	           12.3061
	 558	   L2	    2	[3P1]#1LS1 ---> 	 M1M2	    1	[4P1/2]#1LS1	     7.2928001E+02	       2.73843e-05	           10.2461
	 559	   L2	    2	[3P1]#1LS1 ---> 	 M1M2	    3	[4P3/2]#1LS1	     7.2946810E+02	        0.00325148	           10.9922
	 560	   L2	    2	[3P1]#1LS1 ---> 	 M1M3	    3	[2P3/2]#1LS1	     7.3076909E+02	       7.82288e-05	           11.6492
	 561	   L2	    2	[3P1]#1LS1 ---> 	 M1M3	    5	[4P5/2]#1LS1	     7.3120205E+02	       6.16136e-06	           8.30925
	 562	   L2	    2	[3P1]#1LS1 ---> 	 M2M2	    1	[2S1/2]#1LS1	     7.6338787E+02	         0.0089928	           1.20058
	 563	   L2	    2	[3P1]#1LS1 ---> 	 M2M3	    3	[2D3/2]#1LS1	     7.6976243E+02	        0.00615825	           2.68916
	 564	   L2	    2	[3P1]#1LS1 ---> 	 M2M3	    5	[2D5/2]#1LS1	     7.6980299E+02	         0.0206332	           2.22491
	 565	   L2	    2	[3P1]#1LS1 ---> 	 M2M3	    1	[2P1/2]#1LS1	     7.7267003E+02	        0.00462658	           4.04017
	 566	   L2	    2	[3P1]#1LS1 ---> 	 M2M3	    3	[4P3/2]#1LS1	     7.7332001E+02	        0.00780065	           7.11211
	 567	   L2	    2	[3P1]#1LS1 ---> 	 M2M3	    1	[4P1/2]#1LS1	     7.7337982E+02	        0.00437846	           9.02639
