# Atomic number Z= 29  Date:21-08-2021

# Record	Shelli	  2Ji		  Eigi --->		Shellf	  2Jf			Eigf		   Energy (eV)			 Rate(1/s)			 Width(eV)
	 951	   M2	    2	[3P1]#1LS1 ---> 	 M4N1	    3	[2D3/2]#1LS1	     6.1647730E+01	        0.00959398	           2.80627
	 952	   M2	    2	[3P1]#1LS1 ---> 	 M5N1	    5	[2D5/2]#1LS1	     6.1896990E+01	        0.00107979	           2.80641
	 953	   M2	    2	[3P1]#1LS1 ---> 	 L3M5	    9	[4F9/2]#1LS1	     3.9513471E+05	       3.18158e-17	           2.80627
	 954	   M2	    0	[3P0]#1LS1 ---> 	 M5M5	    1	[2S1/2]#1LS1	     4.6765780E+01	        0.00036296	           2.92489
	 955	   M2	    0	[3P0]#1LS1 ---> 	 M4M5	    7	[2G7/2]#1LS1	     5.1990830E+01	         0.0516647	           3.51752
	 956	   M2	    0	[3P0]#1LS1 ---> 	 M4M5	    9	[2G9/2]#1LS1	     5.1994650E+01	        3.3738e-05	           30.0262
	 957	   M2	    0	[3P0]#1LS1 ---> 	 M4M5	    1	[2P1/2]#1LS1	     5.2185840E+01	       2.99751e-06	           2.92488
	 958	   M2	    0	[3P0]#1LS1 ---> 	 M4M5	    3	[2P3/2]#1LS1	     5.2276580E+01	       2.11568e-05	           2.92489
	 959	   M2	    0	[3P0]#1LS1 ---> 	 M4M4	    1	[4P1/2]#1LS1	     5.2978910E+01	       6.11928e-06	           2.92488
	 960	   M2	    0	[3P0]#1LS1 ---> 	 M4M5	    3	[4P3/2]#1LS1	     5.3009980E+01	       0.000321618	           2.92739
	 961	   M2	    0	[3P0]#1LS1 ---> 	 M4M5	    5	[4P5/2]#1LS1	     5.3020190E+01	        0.00180371	           2.92715
	 962	   M2	    0	[3P0]#1LS1 ---> 	 M5M5	    3	[2D3/2]#1LS1	     5.3290980E+01	       0.000231155	           2.92506
	 963	   M2	    0	[3P0]#1LS1 ---> 	 M5M5	    5	[2D5/2]#1LS1	     5.3358370E+01	        0.00390229	           2.92802
	 964	   M2	    0	[3P0]#1LS1 ---> 	 M4M5	    5	[2F5/2]#1LS1	     5.4878540E+01	        0.00129456	           2.92506
	 965	   M2	    0	[3P0]#1LS1 ---> 	 M5M5	    7	[2F7/2]#1LS1	     5.5116480E+01	       0.000100261	           58.8806
	 966	   M2	    0	[3P0]#1LS1 ---> 	 M4M4	    3	[4F3/2]#1LS1	     5.5611410E+01	         5.387e-06	           2.92491
	 967	   M2	    0	[3P0]#1LS1 ---> 	 M4M5	    5	[4F5/2]#1LS1	     5.5701500E+01	        0.00556689	            2.9255
	 968	   M2	    0	[3P0]#1LS1 ---> 	 M4M5	    7	[4F7/2]#1LS1	     5.5830550E+01	         0.0125794	           2666.16
	 969	   M2	    0	[3P0]#1LS1 ---> 	 M5M5	    9	[4F9/2]#1LS1	     5.5985790E+01	        8.3483e-09	           29496.9
	 970	   M2	    0	[3P0]#1LS1 ---> 	 M4N1	    3	[2D3/2]#1LS1	     6.1504820E+01	        0.00518849	           2.92488
	 971	   M2	    0	[3P0]#1LS1 ---> 	 M5N1	    5	[2D5/2]#1LS1	     6.1754080E+01	       0.000244327	           2.92502
	 972	   M2	    0	[3P0]#1LS1 ---> 	 L3M5	    9	[4F9/2]#1LS1	     3.9513457E+05	       2.78281e-17	           2.92488
	 973	   M3	    2	[1P1]#1LS1 ---> 	 M5M5	    1	[2S1/2]#1LS1	     4.4495790E+01	        0.00132224	            2.7389
	 974	   M3	    2	[1P1]#1LS1 ---> 	 M4M5	    7	[2G7/2]#1LS1	     4.9720840E+01	          0.145187	           3.33153
	 975	   M3	    2	[1P1]#1LS1 ---> 	 M4M5	    9	[2G9/2]#1LS1	     4.9724660E+01	        0.00888709	           29.8402
	 976	   M3	    2	[1P1]#1LS1 ---> 	 M4M5	    1	[2P1/2]#1LS1	     4.9915850E+01	       5.24036e-05	           2.73889
	 977	   M3	    2	[1P1]#1LS1 ---> 	 M4M5	    3	[2P3/2]#1LS1	     5.0006590E+01	       0.000206479	            2.7389
	 978	   M3	    2	[1P1]#1LS1 ---> 	 M4M4	    1	[4P1/2]#1LS1	     5.0708920E+01	       5.90919e-05	           2.73889
	 979	   M3	    2	[1P1]#1LS1 ---> 	 M4M5	    3	[4P3/2]#1LS1	     5.0739990E+01	       6.20753e-05	            2.7414
	 980	   M3	    2	[1P1]#1LS1 ---> 	 M4M5	    5	[4P5/2]#1LS1	     5.0750200E+01	        0.00460736	           2.74116
	 981	   M3	    2	[1P1]#1LS1 ---> 	 M5M5	    3	[2D3/2]#1LS1	     5.1020990E+01	        0.00126471	           2.73907
	 982	   M3	    2	[1P1]#1LS1 ---> 	 M5M5	    5	[2D5/2]#1LS1	     5.1088380E+01	        0.00899675	           2.74203
	 983	   M3	    2	[1P1]#1LS1 ---> 	 M4M5	    5	[2F5/2]#1LS1	     5.2608550E+01	         0.0158927	           2.73907
	 984	   M3	    2	[1P1]#1LS1 ---> 	 M5M5	    7	[2F7/2]#1LS1	     5.2846490E+01	         0.0268165	           58.6946
	 985	   M3	    2	[1P1]#1LS1 ---> 	 M4M4	    3	[4F3/2]#1LS1	     5.3341420E+01	        0.00693062	           2.73892
	 986	   M3	    2	[1P1]#1LS1 ---> 	 M4M5	    5	[4F5/2]#1LS1	     5.3431510E+01	         0.0061759	           2.73951
	 987	   M3	    2	[1P1]#1LS1 ---> 	 M4M5	    7	[4F7/2]#1LS1	     5.3560560E+01	        0.00444876	           2665.98
	 988	   M3	    2	[1P1]#1LS1 ---> 	 M5M5	    9	[4F9/2]#1LS1	     5.3715800E+01	         0.0108285	           29496.7
	 989	   M3	    2	[1P1]#1LS1 ---> 	 M4N1	    3	[2D3/2]#1LS1	     5.9234830E+01	         0.0024848	           2.73889
	 990	   M3	    2	[1P1]#1LS1 ---> 	 M5N1	    5	[2D5/2]#1LS1	     5.9484090E+01	        0.00576585	           2.73903
	 991	   M3	    2	[1P1]#1LS1 ---> 	 L3M5	    9	[4F9/2]#1LS1	     3.9513230E+05	       2.06215e-17	           2.73889
	 992	   M3	    4	[3P2]#1LS1 ---> 	 M5M5	    1	[2S1/2]#1LS1	     4.4250900E+01	        0.00223442	           2.80578
	 993	   M3	    4	[3P2]#1LS1 ---> 	 M4M5	    7	[2G7/2]#1LS1	     4.9475950E+01	         0.0364391	           3.39841
	 994	   M3	    4	[3P2]#1LS1 ---> 	 M4M5	    9	[2G9/2]#1LS1	     4.9479770E+01	          0.203427	           29.9071
	 995	   M3	    4	[3P2]#1LS1 ---> 	 M4M5	    1	[2P1/2]#1LS1	     4.9670960E+01	       1.87315e-05	           2.80577
	 996	   M3	    4	[3P2]#1LS1 ---> 	 M4M5	    3	[2P3/2]#1LS1	     4.9761700E+01	       0.000328491	           2.80578
	 997	   M3	    4	[3P2]#1LS1 ---> 	 M4M4	    1	[4P1/2]#1LS1	     5.0464030E+01	       2.47107e-05	           2.80577
	 998	   M3	    4	[3P2]#1LS1 ---> 	 M4M5	    3	[4P3/2]#1LS1	     5.0495100E+01	        0.00128002	           2.80828
	 999	   M3	    4	[3P2]#1LS1 ---> 	 M4M5	    5	[4P5/2]#1LS1	     5.0505310E+01	        0.00346374	           2.80804
	1000	   M3	    4	[3P2]#1LS1 ---> 	 M5M5	    3	[2D3/2]#1LS1	     5.0776100E+01	         0.0126963	           2.80595
	1001	   M3	    4	[3P2]#1LS1 ---> 	 M5M5	    5	[2D5/2]#1LS1	     5.0843490E+01	        0.00710912	           2.80891
	1002	   M3	    4	[3P2]#1LS1 ---> 	 M4M5	    5	[2F5/2]#1LS1	     5.2363660E+01	         0.0058605	           2.80595
	1003	   M3	    4	[3P2]#1LS1 ---> 	 M5M5	    7	[2F7/2]#1LS1	     5.2601600E+01	        0.00922899	           58.7615
	1004	   M3	    4	[3P2]#1LS1 ---> 	 M4M4	    3	[4F3/2]#1LS1	     5.3096530E+01	        0.00933228	            2.8058
	1005	   M3	    4	[3P2]#1LS1 ---> 	 M4M5	    5	[4F5/2]#1LS1	     5.3186620E+01	         0.0175519	           2.80639
	1006	   M3	    4	[3P2]#1LS1 ---> 	 M4M5	    7	[4F7/2]#1LS1	     5.3315670E+01	         0.0309466	           2666.05
	1007	   M3	    4	[3P2]#1LS1 ---> 	 M5M5	    9	[4F9/2]#1LS1	     5.3470910E+01	         0.0467161	           29496.8
	1008	   M3	    4	[3P2]#1LS1 ---> 	 M4N1	    3	[2D3/2]#1LS1	     5.8989940E+01	        0.00373621	           2.80577
	1009	   M3	    4	[3P2]#1LS1 ---> 	 M5N1	    5	[2D5/2]#1LS1	     5.9239200E+01	         0.0262549	           2.80591
	1010	   M3	    4	[3P2]#1LS1 ---> 	 L3M5	    9	[4F9/2]#1LS1	     3.9513205E+05	        2.2207e-14	           2.80577
	1011	   M4	    4	[1D2]#1LS1 ---> 	 L3M5	    9	[4F9/2]#1LS1	     3.9505693E+05	           0.23553	       3.36044e-15
	1012	   M4	    2	[3D1]#1LS1 ---> 	 L3M5	    9	[4F9/2]#1LS1	     3.9505657E+05	           0.14369	       6.65979e-16
	1013	   M5	    4	[3D2]#1LS1 ---> 	 L3M5	    9	[4F9/2]#1LS1	     3.9505644E+05	           0.24948	       6.72094e-15
	1014	   M5	    6	[3D3]#1LS1 ---> 	 L3M5	    9	[4F9/2]#1LS1	     3.9505632E+05	              0.35	       1.95135e-09
	1015	   N1	    0	[1S0]#1LS1 ---> 	 L3M5	    9	[4F9/2]#1LS1	     3.9505559E+05	                 1	       1.98993e-17
