#	Atomic	number	Z=	22	Date:24-03-2020											
																
#	Number	Shelli	2Ji	Eigi	--->	Shellf	2Jf	Eigf	Energy(eV)	BranchingRatio	LevelRadYield	Intensity(eV)	Weight(%)	RadWidth(eV)	AugWidth(eV)	TotWidth(eV)
	8426	M1	5	2	--->	M3	1	1	3.4496310E+01	8.0412450E-13	9.4010790E-06	1.7385310E-17	6.7000000E+00	2.2145160E-05	2.2135060E+00	2.2135280E+00
	8427	M1	5	2	--->	M3	1	3	3.0215830E+01	4.7682790E-12	9.4010790E-06	9.0298940E-17	6.7000000E+00	2.2316510E-05	2.2228370E+00	2.2228590E+00
	8428	M1	5	2	--->	M3	1	5	2.6238780E+01	1.7789400E-11	9.4010790E-06	2.9254410E-16	6.7000000E+00	2.3139850E-05	2.2016490E+00	2.2016720E+00
	8429	M1	5	2	--->	M3	1	7	1.6772300E+01	6.9105540E-13	9.4010790E-06	7.2642690E-18	6.7000000E+00	1.4329850E-04	2.8791740E+00	2.8793180E+00
	8430	M1	5	2	--->	M3	3	1	3.4462740E+01	2.4177490E-03	9.4010790E-06	5.2221270E-08	6.7000000E+00	2.2171700E-05	2.2140590E+00	2.2140810E+00
	8431	M1	5	2	--->	M3	3	2	3.2261850E+01	1.0745900E-01	9.4010790E-06	2.1727940E-06	6.7000000E+00	2.2306910E-05	2.2151390E+00	2.2151610E+00
	8432	M1	5	2	--->	M3	3	3	3.1281020E+01	8.6244750E-06	9.4010790E-06	1.6908300E-10	6.7000000E+00	2.2616570E-05	2.2100480E+00	2.2100700E+00
	8433	M1	5	2	--->	M3	3	7	2.6702450E+01	7.1372590E-05	9.4010790E-06	1.1944530E-09	6.7000000E+00	2.3109840E-05	2.2087410E+00	2.2087640E+00
	8434	M1	5	2	--->	M3	3	8	2.6240680E+01	7.5585030E-02	9.4010790E-06	1.2430750E-06	6.7000000E+00	2.3533070E-05	2.2017330E+00	2.2017570E+00
	8435	M1	5	2	--->	M3	3	9	2.4318350E+01	5.2562180E-06	9.4010790E-06	8.0111320E-11	6.7000000E+00	2.3135480E-05	2.2078980E+00	2.2079210E+00
	8436	M1	5	2	--->	M3	3	10	1.6338560E+01	2.4390070E-05	9.4010790E-06	2.4975450E-10	6.7000000E+00	1.4446680E-04	2.8599450E+00	2.8600890E+00
	8437	M1	5	2	--->	M3	5	1	3.4407840E+01	2.7290120E-02	9.4010790E-06	5.8850390E-07	6.7000000E+00	2.2194750E-05	2.2152390E+00	2.2152620E+00
	8438	M1	5	2	--->	M3	5	2	3.2421470E+01	2.7616460E-01	9.4010790E-06	5.6116050E-06	6.7000000E+00	2.2377680E-05	2.2156770E+00	2.2156990E+00
	8439	M1	5	2	--->	M3	5	4	3.1263840E+01	1.9370980E-04	9.4010790E-06	3.7956000E-09	6.7000000E+00	2.2623190E-05	2.2119150E+00	2.2119370E+00
	8440	M1	5	2	--->	M3	5	5	3.1029370E+01	4.0590870E-04	9.4010790E-06	7.8938300E-09	6.7000000E+00	2.2491270E-05	2.2131230E+00	2.2131450E+00
	8441	M1	5	2	--->	M3	5	6	3.0925570E+01	5.1858880E-05	9.4010790E-06	1.0051420E-09	6.7000000E+00	2.2904160E-05	2.3016800E+00	2.3017030E+00
	8442	M1	5	2	--->	M3	5	8	2.8350120E+01	6.5323180E-02	9.4010790E-06	1.1606700E-06	6.7000000E+00	2.3262250E-05	2.2065270E+00	2.2065500E+00
	8443	M1	5	2	--->	M3	5	9	2.6538750E+01	1.4530080E-03	9.4010790E-06	2.4167670E-08	6.7000000E+00	2.3087860E-05	2.2087160E+00	2.2087390E+00
	8444	M1	5	2	--->	M3	5	10	2.0341930E+01	5.4506920E-06	9.4010790E-06	6.9491270E-11	6.7000000E+00	9.2471320E-05	4.1044250E+00	4.1045170E+00
	8445	M1	5	2	--->	M3	5	11	1.5079510E+01	5.4652290E-06	9.4010790E-06	5.1651400E-11	6.7000000E+00	1.8451940E-04	3.0341940E+00	3.0343780E+00
	8446	M1	5	2	--->	M3	7	1	3.4329430E+01	1.7341720E-01	9.4010790E-06	3.7311730E-06	6.7000000E+00	2.2131450E-05	2.2156500E+00	2.2156720E+00
	8447	M1	5	2	--->	M3	7	3	3.1229350E+01	1.6974770E-03	9.4010790E-06	3.3224110E-08	6.7000000E+00	2.2659270E-05	2.2097700E+00	2.2097920E+00
	8448	M1	5	2	--->	M3	7	4	3.0735090E+01	1.5921170E-03	9.4010790E-06	3.0668740E-08	6.7000000E+00	2.2874200E-05	2.3046890E+00	2.3047120E+00
	8449	M1	5	2	--->	M3	7	5	2.9328090E+01	1.0119980E-03	9.4010790E-06	1.8601580E-08	6.7000000E+00	2.3518550E-05	2.3211950E+00	2.3212180E+00
	8450	M1	5	2	--->	M3	7	6	2.9218810E+01	2.3394970E-04	9.4010790E-06	4.2842170E-09	6.7000000E+00	2.2960300E-05	2.2274090E+00	2.2274320E+00
	8451	M1	5	2	--->	M3	7	7	2.8454670E+01	2.5739340E-01	9.4010790E-06	4.5902610E-06	6.7000000E+00	2.2996460E-05	2.2062890E+00	2.2063120E+00
	8452	M1	5	2	--->	M3	7	8	2.6019030E+01	1.2388280E-06	9.4010790E-06	2.0201730E-11	6.7000000E+00	2.3264940E-05	2.2062580E+00	2.2062820E+00
	8453	M1	5	2	--->	M3	9	1	3.2485330E+01	1.6732030E-17	9.4010790E-06	3.4066100E-22	6.7000000E+00	2.2483560E-05	2.2127950E+00	2.2128180E+00
	8454	M1	5	2	--->	M3	9	2	3.1281670E+01	1.3058830E-19	9.4010790E-06	2.5602410E-24	6.7000000E+00	2.2671120E-05	2.2084600E+00	2.2084830E+00
	8455	M1	5	2	--->	M3	9	5	2.6071080E+01	1.5923690E-19	9.4010790E-06	2.6018920E-24	6.7000000E+00	2.3207670E-05	2.2048890E+00	2.2049120E+00
	8456	M1	5	2	--->	M4	3	1	6.5485930E+01	2.4946770E-09	9.4010790E-06	1.0238790E-13	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8457	M1	5	2	--->	M4	5	1	6.5445360E+01	9.7227430E-09	9.4010790E-06	3.9879910E-13	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8458	M1	5	2	--->	N1	1	1	6.7647570E+01	3.4152820E-09	9.4010790E-06	1.4479890E-13	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8459	M1	5	2	--->	N1	1	2	6.6850780E+01	7.4157080E-14	9.4010790E-06	3.1070310E-18	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8460	M1	5	2	--->	N1	1	3	6.4045630E+01	3.0386910E-13	9.4010790E-06	1.2197270E-17	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8461	M1	5	2	--->	N1	3	1	6.9244440E+01	1.0770000E-10	9.4010790E-06	4.6739830E-15	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8462	M1	5	2	--->	N1	3	2	6.7644320E+01	6.5202350E-09	9.4010790E-06	2.7642740E-13	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8463	M1	5	2	--->	N1	3	3	6.7627710E+01	2.8156810E-09	9.4010790E-06	1.1934230E-13	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8464	M1	5	2	--->	N1	3	4	6.6839190E+01	8.4351660E-13	9.4010790E-06	3.5335500E-17	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8465	M1	5	2	--->	N1	5	1	6.9233950E+01	9.6241040E-10	9.4010790E-06	4.1760520E-14	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8466	M1	5	2	--->	N1	5	2	6.8496590E+01	3.5689170E-13	9.4010790E-06	1.5321170E-17	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8467	M1	5	2	--->	N1	5	3	6.7650350E+01	5.5979180E-08	9.4010790E-06	2.3734660E-12	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8468	M1	5	2	--->	N1	5	4	6.7612530E+01	4.9693850E-08	9.4010790E-06	2.1057960E-12	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8469	M1	5	2	--->	N1	7	1	6.9219440E+01	4.2356440E-09	9.4010790E-06	1.8375280E-13	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8470	M1	5	2	--->	N1	7	2	6.8465960E+01	9.4297890E-13	9.4010790E-06	4.0463470E-17	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8471	M1	5	2	--->	N1	7	3	6.6906550E+01	7.9345390E-14	9.4010790E-06	3.3271840E-18	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8472	M1	5	2	--->	N1	9	1	6.9201130E+01	1.3086090E-08	9.4010790E-06	5.6755710E-13	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8473	M1	5	2	--->	N1	9	2	6.6906570E+01	5.4742200E-16	9.4010790E-06	2.2955010E-20	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8474	M1	5	3	--->	M1	1	1	1.6427300E+00	4.9387840E-17	1.0626040E-05	5.7473340E-23	6.7000000E+00	4.1533730E-05	4.1027130E+00	4.1027540E+00
	8475	M1	5	3	--->	M1	3	1	3.5479500E+00	1.9250160E-14	1.0626040E-05	4.8382930E-20	6.7000000E+00	4.1132840E-05	3.7588970E+00	3.7589380E+00
	8476	M1	5	3	--->	M1	3	2	1.6338500E+00	1.3881530E-13	1.0626040E-05	1.6066810E-19	6.7000000E+00	4.1497480E-05	4.2723790E+00	4.2724210E+00
	8477	M1	5	3	--->	M1	3	3	2.6200000E-03	3.2186530E-18	1.0626040E-05	5.9738690E-27	6.7000000E+00	4.1140870E-05	3.8608680E+00	3.8609090E+00
	8478	M1	5	3	--->	M1	5	1	3.5332500E+00	4.0314810E-13	1.0626040E-05	1.0090650E-18	6.7000000E+00	4.1242690E-05	4.0663150E+00	4.0663560E+00
	8479	M1	5	3	--->	M1	5	2	1.6225700E+00	7.1000830E-13	1.0626040E-05	8.1610700E-19	6.7000000E+00	4.1526100E-05	4.1610810E+00	4.1611230E+00
	8480	M1	5	3	--->	M1	7	1	3.5129300E+00	9.3145620E-13	1.0626040E-05	2.3179930E-18	6.7000000E+00	4.1207110E-05	4.0404410E+00	4.0404820E+00
	8481	M1	5	3	--->	M1	9	1	3.4873200E+00	5.5898030E-15	1.0626040E-05	1.3809200E-20	6.7000000E+00	4.1182740E-05	3.7893940E+00	3.7894350E+00
	8482	M1	5	3	--->	M2	1	2	3.3782800E+01	3.9562030E-14	1.0626040E-05	9.4679180E-19	6.7000000E+00	2.2781400E-05	1.9827070E+00	1.9827300E+00
	8483	M1	5	3	--->	M2	1	4	2.9798220E+01	1.1955960E-13	1.0626040E-05	2.5238010E-18	6.7000000E+00	2.3267660E-05	1.9751600E+00	1.9751830E+00
	8484	M1	5	3	--->	M2	1	6	2.5482980E+01	4.8822310E-12	1.0626040E-05	8.8135080E-17	6.7000000E+00	2.3205820E-05	1.9766240E+00	1.9766480E+00
	8485	M1	5	3	--->	M2	3	4	3.2530210E+01	3.6595690E-04	1.0626040E-05	8.4332910E-09	6.7000000E+00	2.2460100E-05	1.9828700E+00	1.9828930E+00
	8486	M1	5	3	--->	M2	3	5	3.1621280E+01	1.5689420E-01	1.0626040E-05	3.5145250E-06	6.7000000E+00	2.2785920E-05	1.9953570E+00	1.9953800E+00
	8487	M1	5	3	--->	M2	3	6	2.9872540E+01	1.9641970E-04	1.0626040E-05	4.1565920E-09	6.7000000E+00	2.3430610E-05	1.9754240E+00	1.9754470E+00
	8488	M1	5	3	--->	M2	5	3	3.3861210E+01	3.6271950E-05	1.0626040E-05	8.7006880E-10	6.7000000E+00	2.2722440E-05	1.9811280E+00	1.9811510E+00
	8489	M1	5	3	--->	M2	5	7	3.0429450E+01	3.6261230E-02	1.0626040E-05	7.8165820E-07	6.7000000E+00	2.3461900E-05	2.1116720E+00	2.1116960E+00
	8490	M1	5	3	--->	M2	7	2	3.3978730E+01	3.3414990E-05	1.0626040E-05	8.0431980E-10	6.7000000E+00	2.2717890E-05	1.9819030E+00	1.9819260E+00
	8491	M1	5	3	--->	M2	7	9	2.1621030E+01	2.6651360E-04	1.0626040E-05	4.0820280E-09	6.7000000E+00	9.4418280E-05	3.9798300E+00	3.9799250E+00
	8492	M1	5	3	--->	M2	9	3	3.0901750E+01	2.1436810E-16	1.0626040E-05	4.6927070E-21	6.7000000E+00	2.2823360E-05	1.9846210E+00	1.9846440E+00
	8493	M1	5	3	--->	M2	9	4	3.0653240E+01	3.0995170E-15	1.0626040E-05	6.7305520E-20	6.7000000E+00	2.3070690E-05	1.9821260E+00	1.9821490E+00
	8494	M1	5	3	--->	M3	1	1	3.6118880E+01	4.5026590E-14	1.0626040E-05	1.1520830E-18	6.7000000E+00	2.2379440E-05	1.9823860E+00	1.9824080E+00
	8495	M1	5	3	--->	M3	1	3	3.1838400E+01	5.9716440E-11	1.0626040E-05	1.3468690E-15	6.7000000E+00	2.2550790E-05	1.9917170E+00	1.9917390E+00
	8496	M1	5	3	--->	M3	1	5	2.7861340E+01	1.2064620E-15	1.0626040E-05	2.3812000E-20	6.7000000E+00	2.3374130E-05	1.9705290E+00	1.9705520E+00
	8497	M1	5	3	--->	M3	1	7	1.8394860E+01	7.2620810E-13	1.0626040E-05	9.4631960E-18	6.7000000E+00	1.4353270E-04	2.6480540E+00	2.6481980E+00
	8498	M1	5	3	--->	M3	3	1	3.6085300E+01	1.8837560E-05	1.0626040E-05	4.8154310E-10	6.7000000E+00	2.2405970E-05	1.9829380E+00	1.9829610E+00
	8499	M1	5	3	--->	M3	3	2	3.3884420E+01	1.1438540E-04	1.0626040E-05	2.7456860E-09	6.7000000E+00	2.2541180E-05	1.9840180E+00	1.9840410E+00
	8500	M1	5	3	--->	M3	3	3	3.2903590E+01	5.6704710E-04	1.0626040E-05	1.3217300E-08	6.7000000E+00	2.2850840E-05	1.9789270E+00	1.9789500E+00
	8501	M1	5	3	--->	M3	3	7	2.8325010E+01	7.9834920E-04	1.0626040E-05	1.6019290E-08	6.7000000E+00	2.3344110E-05	1.9776200E+00	1.9776440E+00
	8502	M1	5	3	--->	M3	3	8	2.7863250E+01	2.8454170E-04	1.0626040E-05	5.6164000E-09	6.7000000E+00	2.3767340E-05	1.9706130E+00	1.9706370E+00
	8503	M1	5	3	--->	M3	3	9	2.5940910E+01	2.4621730E-02	1.0626040E-05	4.5246400E-07	6.7000000E+00	2.3369750E-05	1.9767780E+00	1.9768010E+00
	8504	M1	5	3	--->	M3	3	10	1.7961130E+01	4.8404000E-03	1.0626040E-05	6.1587860E-08	6.7000000E+00	1.4470110E-04	2.6288240E+00	2.6289690E+00
	8505	M1	5	3	--->	M3	5	1	3.6030400E+01	1.1704120E-04	1.0626040E-05	2.9873640E-09	6.7000000E+00	2.2429030E-05	1.9841190E+00	1.9841420E+00
	8506	M1	5	3	--->	M3	5	2	3.4044030E+01	2.3482610E-05	1.0626040E-05	5.6632730E-10	6.7000000E+00	2.2611960E-05	1.9845560E+00	1.9845790E+00
	8507	M1	5	3	--->	M3	5	4	3.2886410E+01	6.4778770E-02	1.0626040E-05	1.5091390E-06	6.7000000E+00	2.2857460E-05	1.9807940E+00	1.9808170E+00
	8508	M1	5	3	--->	M3	5	5	3.2651940E+01	2.1017830E-01	1.0626040E-05	4.8615770E-06	6.7000000E+00	2.2725540E-05	1.9820030E+00	1.9820250E+00
	8509	M1	5	3	--->	M3	5	6	3.2548140E+01	6.3236960E-03	1.0626040E-05	1.4580670E-07	6.7000000E+00	2.3138430E-05	2.0705600E+00	2.0705830E+00
	8510	M1	5	3	--->	M3	5	8	2.9972690E+01	1.0415610E-05	1.0626040E-05	2.2115180E-10	6.7000000E+00	2.3496520E-05	1.9754070E+00	1.9754300E+00
	8511	M1	5	3	--->	M3	5	9	2.8161310E+01	1.1874730E-02	1.0626040E-05	2.3689540E-07	6.7000000E+00	2.3322130E-05	1.9775950E+00	1.9776190E+00
	8512	M1	5	3	--->	M3	5	10	2.1964490E+01	1.3432390E-05	1.0626040E-05	2.0900400E-10	6.7000000E+00	9.2705590E-05	3.8733040E+00	3.8733970E+00
	8513	M1	5	3	--->	M3	5	11	1.6702070E+01	8.0850910E-03	1.0626040E-05	9.5661120E-08	6.7000000E+00	1.8475370E-04	2.8030740E+00	2.8032580E+00
	8514	M1	5	3	--->	M3	7	1	3.5952000E+01	2.0451580E-05	1.0626040E-05	5.2087100E-10	6.7000000E+00	2.2365720E-05	1.9845300E+00	1.9845520E+00
	8515	M1	5	3	--->	M3	7	3	3.2851920E+01	7.0204240E-05	1.0626040E-05	1.6338200E-09	6.7000000E+00	2.2893540E-05	1.9786490E+00	1.9786720E+00
	8516	M1	5	3	--->	M3	7	4	3.2357650E+01	1.4310400E-02	1.0626040E-05	3.2802660E-07	6.7000000E+00	2.3108470E-05	2.0735690E+00	2.0735920E+00
	8517	M1	5	3	--->	M3	7	5	3.0950660E+01	3.8829120E-01	1.0626040E-05	8.5134910E-06	6.7000000E+00	2.3752830E-05	2.0900750E+00	2.0900980E+00
	8518	M1	5	3	--->	M3	7	6	3.0841370E+01	6.9362250E-02	1.0626040E-05	1.5154340E-06	6.7000000E+00	2.3194570E-05	1.9962890E+00	1.9963120E+00
	8519	M1	5	3	--->	M3	7	7	3.0077240E+01	1.1839610E-03	1.0626040E-05	2.5226420E-08	6.7000000E+00	2.3230730E-05	1.9751680E+00	1.9751920E+00
	8520	M1	5	3	--->	M3	7	8	2.7641590E+01	3.9284940E-07	1.0626040E-05	7.6925330E-12	6.7000000E+00	2.3499210E-05	1.9751380E+00	1.9751620E+00
	8521	M1	5	3	--->	M3	9	1	3.4107900E+01	2.4233140E-14	1.0626040E-05	5.8552440E-19	6.7000000E+00	2.2717840E-05	1.9816750E+00	1.9816970E+00
	8522	M1	5	3	--->	M3	9	2	3.2904230E+01	1.9085580E-16	1.0626040E-05	4.4487440E-21	6.7000000E+00	2.2905390E-05	1.9773400E+00	1.9773630E+00
	8523	M1	5	3	--->	M3	9	5	2.7693650E+01	2.4515810E-16	1.0626040E-05	4.8095750E-21	6.7000000E+00	2.3441940E-05	1.9737690E+00	1.9737920E+00
	8524	M1	5	3	--->	M4	3	1	6.7108490E+01	1.2031960E-05	1.0626040E-05	5.7199760E-10	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8525	M1	5	3	--->	M4	5	1	6.7067920E+01	4.4770310E-05	1.0626040E-05	2.1270870E-09	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8526	M1	5	3	--->	N1	1	1	6.9270130E+01	1.1109560E-13	1.0626040E-05	5.4515890E-18	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8527	M1	5	3	--->	N1	1	2	6.8473350E+01	3.4543530E-12	1.0626040E-05	1.6755930E-16	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8528	M1	5	3	--->	N1	1	3	6.5668190E+01	3.8104710E-09	1.0626040E-05	1.7726130E-13	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8529	M1	5	3	--->	N1	3	1	7.0867010E+01	5.2633480E-14	1.0626040E-05	2.6423260E-18	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8530	M1	5	3	--->	N1	3	2	6.9266890E+01	2.6103920E-10	1.0626040E-05	1.2808900E-14	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8531	M1	5	3	--->	N1	3	3	6.9250280E+01	1.6964130E-09	1.0626040E-05	8.3221070E-14	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8532	M1	5	3	--->	N1	3	4	6.8461760E+01	8.9824640E-13	1.0626040E-05	4.3563600E-17	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8533	M1	5	3	--->	N1	5	1	7.0856520E+01	2.4589040E-12	1.0626040E-05	1.2342460E-16	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8534	M1	5	3	--->	N1	5	2	7.0119160E+01	9.8397400E-11	1.0626040E-05	4.8876550E-15	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8535	M1	5	3	--->	N1	5	3	6.9272910E+01	3.2827080E-08	1.0626040E-05	1.6109270E-12	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8536	M1	5	3	--->	N1	5	4	6.9235090E+01	3.7300240E-08	1.0626040E-05	1.8294400E-12	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8537	M1	5	3	--->	N1	7	1	7.0842000E+01	1.1206750E-12	1.0626040E-05	5.6240690E-17	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8538	M1	5	3	--->	N1	7	2	7.0088530E+01	5.9127590E-13	1.0626040E-05	2.9357380E-17	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8539	M1	5	3	--->	N1	7	3	6.8529110E+01	4.4914370E-10	1.0626040E-05	2.1804220E-14	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8540	M1	5	3	--->	N1	9	1	7.0823690E+01	4.9710320E-13	1.0626040E-05	2.4940510E-17	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8541	M1	5	3	--->	N1	9	2	6.8529140E+01	5.6248250E-09	1.0626040E-05	2.7306410E-13	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	8542	M1	5	4	--->	M1	1	1	3.9315700E+00	2.0091940E-15	1.4964240E-05	7.8804540E-21	6.7000000E+00	3.9718490E-05	3.4117470E+00	3.4117870E+00
	8543	M1	5	4	--->	M1	3	1	5.8367900E+00	7.0478420E-13	1.4964240E-05	4.1038700E-18	6.7000000E+00	3.9317600E-05	3.0679310E+00	3.0679700E+00
	8544	M1	5	4	--->	M1	3	2	3.9226800E+00	7.7249410E-15	1.4964240E-05	3.0230230E-20	6.7000000E+00	3.9682240E-05	3.5814140E+00	3.5814530E+00
	8545	M1	5	4	--->	M1	3	3	2.2914600E+00	9.4624670E-13	1.4964240E-05	2.1631170E-18	6.7000000E+00	3.9325640E-05	3.1699020E+00	3.1699420E+00
	8546	M1	5	4	--->	M1	5	1	5.8220800E+00	4.4492360E-14	1.4964240E-05	2.5842050E-19	6.7000000E+00	3.9427450E-05	3.3753490E+00	3.3753890E+00
	8547	M1	5	4	--->	M1	5	2	3.9114000E+00	1.0950720E-13	1.4964240E-05	4.2730550E-19	6.7000000E+00	3.9710860E-05	3.4701160E+00	3.4701550E+00
	8548	M1	5	4	--->	M1	5	3	2.2888300E+00	1.6402900E-11	1.4964240E-05	3.7453950E-17	6.7000000E+00	3.9945130E-05	3.2389950E+00	3.2390350E+00
	8549	M1	5	4	--->	M1	7	1	5.8017600E+00	1.0009890E-13	1.4964240E-05	5.7936530E-19	6.7000000E+00	3.9391870E-05	3.3494750E+00	3.3495140E+00
	8550	M1	5	4	--->	M1	7	2	1.4550400E+00	2.2451430E-13	1.4964240E-05	3.2589840E-19	6.7000000E+00	3.9271050E-05	3.1206910E+00	3.1207310E+00
	8551	M1	5	4	--->	M1	9	1	5.7761500E+00	1.0064090E-14	1.4964240E-05	5.7993130E-20	6.7000000E+00	3.9367500E-05	3.0984280E+00	3.0984680E+00
	8552	M1	5	4	--->	M1	9	2	1.4484400E+00	7.6236460E-16	1.4964240E-05	1.1016070E-21	6.7000000E+00	3.9172570E-05	3.0709450E+00	3.0709840E+00
	8553	M1	5	4	--->	M2	1	2	3.6071630E+01	5.6483480E-14	1.4964240E-05	2.0325940E-18	6.7000000E+00	2.0966160E-05	1.2917420E+00	1.2917630E+00
	8554	M1	5	4	--->	M2	1	4	3.2087050E+01	1.2068080E-11	1.4964240E-05	3.8630600E-16	6.7000000E+00	2.1452420E-05	1.2841940E+00	1.2842150E+00
	8555	M1	5	4	--->	M2	1	6	2.7771810E+01	6.9921880E-15	1.4964240E-05	1.9372280E-19	6.7000000E+00	2.1390580E-05	1.2856590E+00	1.2856800E+00
	8556	M1	5	4	--->	M2	3	4	3.4819050E+01	5.4032570E-02	1.4964240E-05	1.8768780E-06	6.7000000E+00	2.0644860E-05	1.2919040E+00	1.2919250E+00
	8557	M1	5	4	--->	M2	3	5	3.3910120E+01	6.9339110E-03	1.4964240E-05	2.3456920E-07	6.7000000E+00	2.0970680E-05	1.3043910E+00	1.3044120E+00
	8558	M1	5	4	--->	M2	3	6	3.2161370E+01	1.0630580E-04	1.4964240E-05	3.4107880E-09	6.7000000E+00	2.1615370E-05	1.2844580E+00	1.2844800E+00
	8559	M1	5	4	--->	M2	5	3	3.6150040E+01	5.4015650E-03	1.4964240E-05	1.9480130E-07	6.7000000E+00	2.0907200E-05	1.2901620E+00	1.2901830E+00
	8560	M1	5	4	--->	M2	5	7	3.2718280E+01	4.2301760E-03	1.4964240E-05	1.3807410E-07	6.7000000E+00	2.1646660E-05	1.4207070E+00	1.4207280E+00
	8561	M1	5	4	--->	M2	7	2	3.6267560E+01	3.6813710E-03	1.4964240E-05	1.3319600E-07	6.7000000E+00	2.0902650E-05	1.2909380E+00	1.2909580E+00
	8562	M1	5	4	--->	M2	7	9	2.3909860E+01	5.4528000E-03	1.4964240E-05	1.3006490E-07	6.7000000E+00	9.2603040E-05	3.2888640E+00	3.2889570E+00
	8563	M1	5	4	--->	M2	9	3	3.3190590E+01	2.1317950E-12	1.4964240E-05	7.0586830E-17	6.7000000E+00	2.1008120E-05	1.2936550E+00	1.2936760E+00
	8564	M1	5	4	--->	M2	9	4	3.2942080E+01	3.0870320E-11	1.4964240E-05	1.0145080E-15	6.7000000E+00	2.1255450E-05	1.2911600E+00	1.2911810E+00
	8565	M1	5	4	--->	M3	1	1	3.8407710E+01	1.0475420E-10	1.4964240E-05	4.0137780E-15	6.7000000E+00	2.0564200E-05	1.2914200E+00	1.2914410E+00
	8566	M1	5	4	--->	M3	1	3	3.4127230E+01	2.4430970E-13	1.4964240E-05	8.3177360E-18	6.7000000E+00	2.0735550E-05	1.3007510E+00	1.3007720E+00
	8567	M1	5	4	--->	M3	1	5	3.0150180E+01	3.1291550E-17	1.4964240E-05	9.4119670E-22	6.7000000E+00	2.1558890E-05	1.2795630E+00	1.2795840E+00
	8568	M1	5	4	--->	M3	1	7	2.0683700E+01	1.8986840E-15	1.4964240E-05	3.9178180E-20	6.7000000E+00	1.4171750E-04	1.9570880E+00	1.9572300E+00
	8569	M1	5	4	--->	M3	3	1	3.8374140E+01	9.2620160E-05	1.4964240E-05	3.5457460E-09	6.7000000E+00	2.0590730E-05	1.2919730E+00	1.2919930E+00
	8570	M1	5	4	--->	M3	3	2	3.6173250E+01	9.9399090E-06	1.4964240E-05	3.5870160E-10	6.7000000E+00	2.0725940E-05	1.2930530E+00	1.2930730E+00
	8571	M1	5	4	--->	M3	3	3	3.5192420E+01	1.5485440E-02	1.4964240E-05	5.4367100E-07	6.7000000E+00	2.1035600E-05	1.2879620E+00	1.2879830E+00
	8572	M1	5	4	--->	M3	3	7	3.0613850E+01	1.5940720E-02	1.4964240E-05	4.8684340E-07	6.7000000E+00	2.1528870E-05	1.2866550E+00	1.2866760E+00
	8573	M1	5	4	--->	M3	3	8	3.0152080E+01	2.4261900E-07	1.4964240E-05	7.2980280E-12	6.7000000E+00	2.1952100E-05	1.2796470E+00	1.2796690E+00
	8574	M1	5	4	--->	M3	3	9	2.8229750E+01	8.7568850E-05	1.4964240E-05	2.4661530E-09	6.7000000E+00	2.1554510E-05	1.2858120E+00	1.2858340E+00
