# Atomic number Z= 29  Date:24-11-2022

# Register Shelli	2Ji		Eigi	 ---> 	 Shellf		2Jf		Eigf	Energy(eV)			Rate(s-1)		Width(eV)
	909	   M2	    2	     2		 ---> 	 M4M4	    3	     1		5.5754320E+01     	1.4658058E+14  	0.6062085695669436
	910	   M2	    2	     2		 ---> 	 M4M5	    5	     1		5.5844410E+01     	1.2015476E+14  	0.4969201594526329
	911	   M2	    2	     2		 ---> 	 M4M5	    7	     1		5.5973460E+01     	4.2065802E+13  	0.1739701784377322
	912	   M2	    2	     2		 ---> 	 M5M5	    9	     1		5.6128700E+01     	2.1754190E+14  	0.8996810083564623
	913	   M2	    2	     2		 ---> 	 M4N1	    3	     1		6.1647720E+01     	1.6361466E+14  	0.6766558639540233
	914	   M2	    2	     2		 ---> 	 M5N1	    5	     1		6.1896990E+01     	1.8414676E+13  	0.07615698066550648
	915	   M2	    0	     1		 ---> 	 M5M5	    1	     3		4.6765780E+01     	1.9354500E+13  	0.080043780422232
	916	   M2	    0	     1		 ---> 	 M4M5	    7	     3		5.1990830E+01     	2.7549722E+15  	11.39364953091805
	917	   M2	    0	     1		 ---> 	 M4M5	    9	     2		5.1994650E+01     	1.7990463E+12  	0.007440257666518324
	918	   M2	    0	     1		 ---> 	 M4M5	    1	     2		5.2185840E+01     	1.5983928E+11  	0.0006610421468478988
	919	   M2	    0	     1		 ---> 	 M4M5	    3	     4		5.2276580E+01     	1.1281678E+12  	0.004665727126127389
	920	   M2	    0	     1		 ---> 	 M4M4	    1	     1		5.2978910E+01     	3.2630484E+11  	0.0013494883858364485
	921	   M2	    0	     1		 ---> 	 M4M5	    3	     3		5.3009980E+01     	1.7149998E+13  	0.0709266927150646
	922	   M2	    0	     1		 ---> 	 M4M5	    5	     4		5.3020190E+01     	9.6180913E+13  	0.3977722948658864
	923	   M2	    0	     1		 ---> 	 M5M5	    3	     2		5.3290980E+01     	1.2326141E+13  	0.05097682315004113
	924	   M2	    0	     1		 ---> 	 M5M5	    5	     3		5.3358370E+01     	2.0808596E+14  	0.860574382763148
	925	   M2	    0	     1		 ---> 	 M4M5	    5	     2		5.4878540E+01     	6.9031015E+13  	0.2854893387575914
	926	   M2	    0	     1		 ---> 	 M5M5	    7	     2		5.5116480E+01     	5.3463170E+12  	0.02211059050947563
	927	   M2	    0	     1		 ---> 	 M4M4	    3	     1		5.5611410E+01     	2.8725656E+11  	0.0011879976756560856
	928	   M2	    0	     1		 ---> 	 M4M5	    5	     1		5.5701500E+01     	2.9684940E+14  	1.2276704741569822
	929	   M2	    0	     1		 ---> 	 M4M5	    7	     1		5.5830550E+01     	6.7078485E+14  	2.774143235111205
	930	   M2	    0	     1		 ---> 	 M5M5	    9	     1		5.5985790E+01     	4.4516535E+08  	1.8410559573735333e-06
	931	   M2	    0	     1		 ---> 	 M4N1	    3	     1		6.1504810E+01     	2.7667116E+14  	1.1442199788268472
	932	   M2	    0	     1		 ---> 	 M5N1	    5	     1		6.1754080E+01     	1.3028510E+13  	0.05388158793401295
	933	   M3	    2	     1		 ---> 	 M5M5	    1	     3		4.4495790E+01     	2.2007867E+13  	0.09101722460976443
	934	   M3	    2	     1		 ---> 	 M4M5	    7	     3		4.9720840E+01     	2.4165519E+15  	9.99405562853742
	935	   M3	    2	     1		 ---> 	 M4M5	    9	     2		4.9724660E+01     	1.4792026E+14  	0.6117490408659209
	936	   M3	    2	     1		 ---> 	 M4M5	    1	     2		4.9915850E+01     	8.7222496E+11  	0.0036072325907168918
	937	   M3	    2	     1		 ---> 	 M4M5	    3	     4		5.0006590E+01     	3.4367103E+12  	0.014213091768220467
	938	   M3	    2	     1		 ---> 	 M4M4	    1	     1		5.0708920E+01     	9.8354938E+11  	0.004067633398286828
	939	   M3	    2	     1		 ---> 	 M4M5	    3	     3		5.0739990E+01     	1.0332057E+12  	0.0042729954368130665
	940	   M3	    2	     1		 ---> 	 M4M5	    5	     4		5.0750200E+01     	7.6686886E+13  	0.3171514771370346
	941	   M3	    2	     1		 ---> 	 M5M5	    3	     2		5.1020990E+01     	2.1050334E+13  	0.08705718631381046
	942	   M3	    2	     1		 ---> 	 M5M5	    5	     3		5.1088380E+01     	1.4974576E+14  	0.6192987022449689
	943	   M3	    2	     1		 ---> 	 M4M5	    5	     2		5.2608550E+01     	2.6452458E+14  	1.0939857603039675
	944	   M3	    2	     1		 ---> 	 M5M5	    7	     2		5.2846490E+01     	4.4634557E+14  	1.8459369551017064
	945	   M3	    2	     1		 ---> 	 M4M4	    3	     1		5.3341420E+01     	1.1535616E+14  	0.4770747444466073
	946	   M3	    2	     1		 ---> 	 M4M5	    5	     1		5.3431510E+01     	1.0279439E+14  	0.4251234380530254
	947	   M3	    2	     1		 ---> 	 M4M5	    7	     1		5.3560560E+01     	7.4047055E+13  	0.3062340133474353
	948	   M3	    2	     1		 ---> 	 M5M5	    9	     1		5.3715800E+01     	1.8023454E+14  	0.7453901647814197
	949	   M3	    2	     1		 ---> 	 M4N1	    3	     1		5.9234820E+01     	4.1358113E+13  	0.17104341190161762
	950	   M3	    2	     1		 ---> 	 M5N1	    5	     1		5.9484090E+01     	9.5969512E+13  	0.3968980105792843
	951	   M3	    4	     1		 ---> 	 M5M5	    1	     3		4.4250900E+01     	2.2859299E+13  	0.09453846442750509
	952	   M3	    4	     1		 ---> 	 M4M5	    7	     3		4.9475950E+01     	3.7279013E+14  	1.5417360980286403
	953	   M3	    4	     1		 ---> 	 M4M5	    9	     2		4.9479770E+01     	2.0811612E+15  	8.606991145008594
	954	   M3	    4	     1		 ---> 	 M4M5	    1	     2		4.9670960E+01     	1.9163239E+11  	0.0007925278848302734
	955	   M3	    4	     1		 ---> 	 M4M5	    3	     4		4.9761700E+01     	3.3606269E+12  	0.01389843610863862
	956	   M3	    4	     1		 ---> 	 M4M4	    1	     1		5.0464030E+01     	2.5280305E+11  	0.0010455094073352727
	957	   M3	    4	     1		 ---> 	 M4M5	    3	     3		5.0495100E+01     	1.3095277E+13  	0.054157714059071785
	958	   M3	    4	     1		 ---> 	 M4M5	    5	     4		5.0505310E+01     	3.5435802E+13  	0.14655070161325218
	959	   M3	    4	     1		 ---> 	 M5M5	    3	     2		5.0776100E+01     	1.2988966E+14  	0.5371804709064233
	960	   M3	    4	     1		 ---> 	 M5M5	    5	     3		5.0843490E+01     	7.2729869E+13  	0.3007865697576118
	961	   M3	    4	     1		 ---> 	 M4M5	    5	     2		5.2363660E+01     	5.9955877E+13  	0.24795758369424936
	962	   M3	    4	     1		 ---> 	 M5M5	    7	     2		5.2601600E+01     	9.4417295E+13  	0.3904785568752023
	963	   M3	    4	     1		 ---> 	 M4M4	    3	     1		5.3096530E+01     	9.5474016E+13  	0.3948488037785871
	964	   M3	    4	     1		 ---> 	 M4M5	    5	     1		5.3186620E+01     	1.7956537E+14  	0.7426227000292874
	965	   M3	    4	     1		 ---> 	 M4M5	    7	     1		5.3315670E+01     	3.1659979E+14  	1.3093515240633837
	966	   M3	    4	     1		 ---> 	 M5M5	    9	     1		5.3470910E+01     	4.7792989E+14  	1.9765592070258333
	967	   M3	    4	     1		 ---> 	 M4N1	    3	     1		5.8989930E+01     	3.8223297E+13  	0.1580788546375137
	968	   M3	    4	     1		 ---> 	 M5N1	    5	     1		5.9239200E+01     	2.6860079E+14  	1.1108436103230797
