# Atomic number Z= 29  Date:24-11-2022

# Register Shelli	2Ji		Eigi	 ---> 	 Shellf		2Jf		Eigf	Energy(eV)			Rate(s-1)		Width(eV)
	449	   L1	    2	     1		 ---> 	 L2M5	    5	     6		1.2137926E+02     	1.5421923E+14  	0.637799487612994
	450	   L1	    2	     1		 ---> 	 L2M4	    5	     5		1.2258016E+02     	2.1663531E+14  	0.8959316533799456
	451	   L1	    2	     1		 ---> 	 L2M4	    3	     5		1.2278492E+02     	2.4992069E+14  	1.0335889241950302
	452	   L1	    2	     1		 ---> 	 L2N1	    1	     1		1.3097774E+02     	3.3545177E+13  	0.13873170487550218
	453	   L1	    2	     1		 ---> 	 L3M5	    1	     3		1.3880613E+02     	8.7082977E+13  	0.36014625485041096
	454	   L1	    2	     1		 ---> 	 L3M5	    3	     4		1.3893244E+02     	1.0601285E+14  	0.4384339191058936
	455	   L1	    2	     1		 ---> 	 L3M5	    5	     4		1.3924527E+02     	2.3435567E+14  	0.9692171737934362
	456	   L1	    2	     1		 ---> 	 L3M4	    7	     3		1.3924842E+02     	6.7453115E+14  	2.7896366870007303
	457	   L1	    2	     1		 ---> 	 L3M4	    1	     2		1.4003335E+02     	3.9701195E+13  	0.1641909496540967
	458	   L1	    2	     1		 ---> 	 L3M4	    3	     3		1.4038473E+02     	8.8222148E+13  	0.364857487555331
	459	   L1	    2	     1		 ---> 	 L3M4	    1	     1		1.4050060E+02     	5.2894990E+13  	0.218756101423243
	460	   L1	    2	     1		 ---> 	 L3M4	    3	     2		1.4096415E+02     	6.9086204E+13  	0.28571758212206594
	461	   L1	    2	     1		 ---> 	 L3M4	    5	     3		1.4109455E+02     	1.0492276E+14  	0.4339256691071609
	462	   L1	    2	     1		 ---> 	 L3M4	    5	     2		1.4184810E+02     	1.3770951E+14  	0.5695207719389889
	463	   L1	    2	     1		 ---> 	 L3M5	    7	     2		1.4207090E+02     	1.9735011E+14  	0.8161744747290465
	464	   L1	    2	     1		 ---> 	 L3M5	    7	     1		1.4292632E+02     	3.8555065E+14  	1.5945093683768021
	465	   L1	    2	     1		 ---> 	 L3M5	    5	     1		1.4297871E+02     	9.2855057E+13  	0.3840176596451386
	466	   L1	    2	     1		 ---> 	 L3M5	    3	     1		1.4302202E+02     	6.8920164E+13  	0.2850308958578221
	467	   L1	    2	     1		 ---> 	 L3M5	    9	     1		1.4327727E+02     	1.0371751E+15  	4.289411556165569
	468	   L1	    2	     1		 ---> 	 L3N1	    3	     1		1.5104274E+02     	6.2710549E+13  	0.2593499916977251
	469	   L1	    2	     1		 ---> 	 M1M1	    1	     1		8.2128758E+02     	4.6041295E+13  	0.1904114964135063
	470	   L1	    2	     1		 ---> 	 M1M3	    3	     3		8.6204870E+02     	6.6242706E+13  	0.2739578192998253
	471	   L1	    2	     1		 ---> 	 M1M3	    1	     3		8.6220858E+02     	3.1413163E+13  	0.12991440344828242
	472	   L1	    2	     1		 ---> 	 M1M2	    1	     2		8.7573695E+02     	1.2113643E+13  	0.05009800203597652
	473	   L1	    2	     1		 ---> 	 M1M2	    1	     1		8.7663285E+02     	1.7038778E+13  	0.07046672375391548
	474	   L1	    2	     1		 ---> 	 M1M2	    3	     2		8.7682093E+02     	3.1091890E+13  	0.12858572508058544
	475	   L1	    2	     1		 ---> 	 M1M3	    3	     1		8.7812193E+02     	1.9788816E+13  	0.08183996707328793
	476	   L1	    2	     1		 ---> 	 M1M3	    5	     1		8.7855489E+02     	6.2024827E+13  	0.25651407337388854
	477	   L1	    2	     1		 ---> 	 M2M2	    1	     3		9.1074071E+02     	1.9600553E+12  	0.008106137386583587
	478	   L1	    2	     1		 ---> 	 M2M3	    3	     3		9.1711527E+02     	1.1657038E+12  	0.004820963548764445
	479	   L1	    2	     1		 ---> 	 M2M3	    5	     2		9.1715583E+02     	1.6501504E+12  	0.006824473702821477
	480	   L1	    2	     1		 ---> 	 M2M3	    1	     2		9.2002287E+02     	1.2477603E+11  	0.0005160321965061268
	481	   L1	    2	     1		 ---> 	 M2M3	    3	     2		9.2067285E+02     	4.6248423E+09  	1.9126810899204338e-05
	482	   L1	    2	     1		 ---> 	 M2M3	    1	     1		9.2073266E+02     	1.1838701E+11  	0.0004896093328830289
	483	   L1	    2	     1		 ---> 	 M3M3	    3	     1		9.2231515E+02     	5.0096644E+10  	0.0002071830722688122
	484	   L1	    2	     1		 ---> 	 M3M3	    5	     1		9.2289437E+02     	6.8742638E+10  	0.000284296707314422
	485	   L1	    2	     1		 ---> 	 M1M5	    5	     3		9.4532033E+02     	8.6653059E+13  	0.35836825686588203
	486	   L1	    2	     1		 ---> 	 M1M5	    3	     3		9.4532514E+02     	5.6838673E+13  	0.2350658638096074
	487	   L1	    2	     1		 ---> 	 M1M4	    3	     2		9.5032863E+02     	3.2669604E+12  	0.013511062590391237
	488	   L1	    2	     1		 ---> 	 M1M5	    5	     2		9.5051699E+02     	3.8308694E+12  	0.0158432028251749
	489	   L1	    2	     1		 ---> 	 M1M4	    1	     1		9.5088312E+02     	7.0711799E+12  	0.029244050285034507
	490	   L1	    2	     1		 ---> 	 M1M4	    3	     1		9.5094428E+02     	1.3914882E+13  	0.05754732798105187
	491	   L1	    2	     1		 ---> 	 M1M5	    5	     1		9.5104029E+02     	2.0344870E+13  	0.0841396216383195
	492	   L1	    2	     1		 ---> 	 M1M5	    7	     1		9.5116355E+02     	2.6127702E+13  	0.10805549313211459
	493	   L1	    2	     1		 ---> 	 M1N1	    1	     1		9.5782955E+02     	2.5035175E+12  	0.01035371645112068
	494	   L1	    2	     1		 ---> 	 M2M5	    5	     7		9.8775180E+02     	3.1766992E+13  	0.13137772261349043
	495	   L1	    2	     1		 ---> 	 M2M5	    7	     4		9.8776135E+02     	4.1980479E+13  	0.17361731086290635
	496	   L1	    2	     1		 ---> 	 M2M4	    3	     7		9.8884393E+02     	2.9541147E+12  	0.01221723673506873
	497	   L1	    2	     1		 ---> 	 M2M4	    1	     4		9.8885662E+02     	1.6451802E+12  	0.006803918607238818
	498	   L1	    2	     1		 ---> 	 M2M5	    3	     6		9.9508948E+02     	1.0313835E+11  	0.00042654594231374154
	499	   L1	    2	     1		 ---> 	 M2M5	    5	     6		9.9553750E+02     	2.0969926E+11  	0.0008672464554571049
	500	   L1	    2	     1		 ---> 	 M2M4	    3	     5		9.9589919E+02     	5.9509941E+10  	0.00024611334058456593
	501	   L1	    2	     1		 ---> 	 M2M4	    1	     3		9.9604624E+02     	9.6819353E+09  	4.004126705497207e-05
	502	   L1	    2	     1		 ---> 	 M3M5	    5	     5		9.9649832E+02     	2.1789941E+11  	0.0009011595509144592
	503	   L1	    2	     1		 ---> 	 M3M5	    7	     3		9.9706572E+02     	1.8744930E+11  	0.0007752280146478127
	504	   L1	    2	     1		 ---> 	 M3M4	    3	     4		9.9711110E+02     	1.0979732E+11  	0.0004540852294313747
	505	   L1	    2	     1		 ---> 	 M3M4	    1	     2		9.9746723E+02     	5.7327563E+10  	0.00023708775038950482
	506	   L1	    2	     1		 ---> 	 M3M4	    5	     4		9.9768829E+02     	5.4620409E+11  	0.002258918610436076
	507	   L1	    2	     1		 ---> 	 M3M4	    3	     3		9.9809673E+02     	4.9141616E+11  	0.002032333938204367
	508	   L1	    2	     1		 ---> 	 M3M4	    1	     1		9.9821662E+02     	2.7892974E+11  	0.001153560715171679
	509	   L1	    2	     1		 ---> 	 M2M4	    5	     3		1.0007535E+03     	9.6923715E+10  	0.0004008442771018106
	510	   L1	    2	     1		 ---> 	 M2M4	    3	     2		1.0010525E+03     	7.4265554E+10  	0.00030713765260334357
	511	   L1	    2	     1		 ---> 	 M3M4	    5	     2		1.0023664E+03     	1.3688894E+11  	0.0005661271670976822
	512	   L1	    2	     1		 ---> 	 M3M4	    7	     2		1.0025421E+03     	1.4285833E+11  	0.0005908145804855076
	513	   L1	    2	     1		 ---> 	 M3M5	    3	     1		1.0027857E+03     	9.2619054E+10  	0.00038304162966187953
	514	   L1	    2	     1		 ---> 	 M3M4	    5	     1		1.0028260E+03     	2.1444021E+11  	0.000886853449220456
	515	   L1	    2	     1		 ---> 	 M3M5	    7	     1		1.0035406E+03     	3.2349647E+11  	0.001337873900749033
	516	   L1	    2	     1		 ---> 	 M3M5	    9	     1		1.0040149E+03     	5.4961001E+11  	0.0022730043637552368
	517	   L1	    2	     1		 ---> 	 M2N1	    1	     1		1.0041319E+03     	6.8741820E+10  	0.0002842933243382467
	518	   L1	    2	     1		 ---> 	 M3N1	    3	     1		1.0066454E+03     	1.5571430E+11  	0.0006439826003152528
	519	   L1	    2	     1		 ---> 	 M5M5	    1	     3		1.0674768E+03     	4.2188374E+12  	0.017447709549856628
	520	   L1	    2	     1		 ---> 	 M4M5	    7	     3		1.0727019E+03     	5.9143776E+13  	0.24459900382266006
	521	   L1	    2	     1		 ---> 	 M4M5	    9	     2		1.0727057E+03     	7.3842308E+13  	0.3053872477936823
	522	   L1	    2	     1		 ---> 	 M4M5	    1	     2		1.0728969E+03     	2.9441741E+09  	1.2176125716769872e-05
	523	   L1	    2	     1		 ---> 	 M4M5	    3	     4		1.0729876E+03     	4.0712696E+10  	0.0001683741816642684
	524	   L1	    2	     1		 ---> 	 M4M4	    1	     1		1.0736899E+03     	2.9666617E+09  	1.2269126957650441e-05
	525	   L1	    2	     1		 ---> 	 M4M5	    3	     3		1.0737210E+03     	1.2972908E+11  	0.0005365163653877997
	526	   L1	    2	     1		 ---> 	 M4M5	    5	     4		1.0737312E+03     	9.0379351E+11  	0.0037377896231614526
	527	   L1	    2	     1		 ---> 	 M5M5	    3	     2		1.0740020E+03     	1.7300893E+12  	0.007155074429205252
	528	   L1	    2	     1		 ---> 	 M5M5	    5	     3		1.0740694E+03     	1.8889927E+12  	0.007812246087369818
	529	   L1	    2	     1		 ---> 	 M4M5	    5	     2		1.0755896E+03     	1.3570710E+10  	5.612394695878415e-05
	530	   L1	    2	     1		 ---> 	 M5M5	    7	     2		1.0758275E+03     	3.9759661E+10  	0.00016443274560161105
	531	   L1	    2	     1		 ---> 	 M4M4	    3	     1		1.0763225E+03     	6.9621788E+09  	2.879325795693604e-05
	532	   L1	    2	     1		 ---> 	 M4M5	    5	     1		1.0764125E+03     	3.8331675E+09  	1.5852707003107077e-05
	533	   L1	    2	     1		 ---> 	 M4M5	    7	     1		1.0765416E+03     	1.3751471E+10  	5.687151438718081e-05
	534	   L1	    2	     1		 ---> 	 M5M5	    9	     1		1.0766968E+03     	4.3042262E+10  	0.00017800849251616835
	535	   L1	    2	     1		 ---> 	 M4N1	    3	     1		1.0822159E+03     	4.8561505E+11  	0.0020083424749764247
	536	   L1	    2	     1		 ---> 	 M5N1	    5	     1		1.0824651E+03     	7.3515865E+11  	0.00304037188023997
	537	   L2	    2	     2		 ---> 	 L3N1	    3	     1		3.6899000E+00     	2.2580584E+12  	0.009338579180561446
	538	   L2	    2	     2		 ---> 	 M1M1	    1	     1		6.7393474E+02     	2.9834581E+12  	0.012338591286539536
	539	   L2	    2	     2		 ---> 	 M1M3	    3	     3		7.1469586E+02     	3.6094166E+13  	0.14927347634026153
	540	   L2	    2	     2		 ---> 	 M1M3	    1	     3		7.1485574E+02     	4.6983773E+12  	0.0194309272232297
	541	   L2	    2	     2		 ---> 	 M1M2	    1	     2		7.2838411E+02     	1.5537411E+13  	0.06425756875217505
	542	   L2	    2	     2		 ---> 	 M1M2	    1	     1		7.2928001E+02     	1.5040272E+11  	0.000622015670494533
	543	   L2	    2	     2		 ---> 	 M1M2	    3	     2		7.2946809E+02     	1.7858117E+13  	0.07385523758828842
	544	   L2	    2	     2		 ---> 	 M1M3	    3	     1		7.3076909E+02     	4.2957780E+11  	0.0017765910303787487
	545	   L2	    2	     2		 ---> 	 M1M3	    5	     1		7.3120205E+02     	3.3839950E+10  	0.00013995078804925518
	546	   L2	    2	     2		 ---> 	 M2M2	    1	     3		7.6338787E+02     	4.9391055E+13  	0.20426499063485926
	547	   L2	    2	     2		 ---> 	 M2M3	    3	     3		7.6976243E+02     	3.3822872E+13  	0.13988015911634288
	548	   L2	    2	     2		 ---> 	 M2M3	    5	     2		7.6980299E+02     	1.1332349E+14  	0.468668296790979
	549	   L2	    2	     2		 ---> 	 M2M3	    1	     2		7.7267003E+02     	2.5410538E+13  	0.10508954114458044
	550	   L2	    2	     2		 ---> 	 M2M3	    3	     2		7.7332001E+02     	4.2843415E+13  	0.17718612740182182
	551	   L2	    2	     2		 ---> 	 M2M3	    1	     1		7.7337982E+02     	2.4047779E+13  	0.09945362277084717
	552	   L2	    2	     2		 ---> 	 M3M3	    3	     1		7.7496231E+02     	5.8419434E+11  	0.0024160336601240402
	553	   L2	    2	     2		 ---> 	 M3M3	    5	     1		7.7554153E+02     	1.2032801E+13  	0.04976366638809649
	554	   L2	    2	     2		 ---> 	 M1M5	    5	     3		7.9796749E+02     	4.8425147E+12  	0.02002703161219513
	555	   L2	    2	     2		 ---> 	 M1M5	    3	     3		7.9797230E+02     	3.4416904E+12  	0.014233687806913317
	556	   L2	    2	     2		 ---> 	 M1M4	    3	     2		8.0297579E+02     	2.4953500E+12  	0.0103199383852136
	557	   L2	    2	     2		 ---> 	 M1M5	    5	     2		8.0316415E+02     	1.6126246E+12  	0.006669279463994921
	558	   L2	    2	     2		 ---> 	 M1M4	    1	     1		8.0353028E+02     	5.1027108E+11  	0.0021103116217590315
	559	   L2	    2	     2		 ---> 	 M1M4	    3	     1		8.0359144E+02     	1.4109154E+12  	0.005835077241568918
	560	   L2	    2	     2		 ---> 	 M1M5	    5	     1		8.0368745E+02     	2.4986865E+12  	0.010333737040481303
	561	   L2	    2	     2		 ---> 	 M1M5	    7	     1		8.0381071E+02     	7.7898270E+11  	0.0032216135881328587
	562	   L2	    2	     2		 ---> 	 M1N1	    1	     1		8.1047671E+02     	1.3279496E+11  	0.0005491958262636122
	563	   L2	    2	     2		 ---> 	 M2M5	    5	     7		8.4039896E+02     	4.2212787E+13  	0.17457805955402872
	564	   L2	    2	     2		 ---> 	 M2M5	    7	     4		8.4040851E+02     	9.8310639E+13  	0.4065801338854177
	565	   L2	    2	     2		 ---> 	 M2M4	    3	     7		8.4149109E+02     	3.3473958E+13  	0.13843716675786075
	566	   L2	    2	     2		 ---> 	 M2M4	    1	     4		8.4150378E+02     	1.9524484E+13  	0.08074677775986885
	567	   L2	    2	     2		 ---> 	 M2M5	    3	     6		8.4773664E+02     	2.7891466E+13  	0.11534983493028232
	568	   L2	    2	     2		 ---> 	 M2M5	    5	     6		8.4818466E+02     	3.1597843E+13  	0.1306781785583797
	569	   L2	    2	     2		 ---> 	 M2M4	    3	     5		8.4854635E+02     	1.5178348E+13  	0.0627726035022462
	570	   L2	    2	     2		 ---> 	 M2M4	    1	     3		8.4869340E+02     	8.8237687E+12  	0.03649217516956591
	571	   L2	    2	     2		 ---> 	 M3M5	    5	     5		8.4914548E+02     	3.6986521E+11  	0.001529639600871256
	572	   L2	    2	     2		 ---> 	 M3M5	    7	     3		8.4971288E+02     	1.5299136E+13  	0.06327214253191064
	573	   L2	    2	     2		 ---> 	 M3M4	    3	     4		8.4975826E+02     	7.9764686E+11  	0.003298802351717834
	574	   L2	    2	     2		 ---> 	 M3M4	    1	     2		8.5011439E+02     	3.1741573E+12  	0.01312725980763258
	575	   L2	    2	     2		 ---> 	 M3M4	    5	     4		8.5033545E+02     	5.6790540E+12  	0.02348668017163958
	576	   L2	    2	     2		 ---> 	 M3M4	    3	     3		8.5074389E+02     	5.5280372E+12  	0.022862124870326288
	577	   L2	    2	     2		 ---> 	 M3M4	    1	     1		8.5086378E+02     	1.4121399E+12  	0.00584014136666267
	578	   L2	    2	     2		 ---> 	 M2M4	    5	     3		8.5340070E+02     	5.4588665E+12  	0.022576057840826582
	579	   L2	    2	     2		 ---> 	 M2M4	    3	     2		8.5369971E+02     	1.7498278E+12  	0.007236706306022748
	580	   L2	    2	     2		 ---> 	 M3M4	    5	     2		8.5501357E+02     	7.6213535E+11  	0.0031519385469746535
	581	   L2	    2	     2		 ---> 	 M3M4	    7	     2		8.5518927E+02     	5.4314719E+11  	0.002246276287856174
	582	   L2	    2	     2		 ---> 	 M3M5	    3	     1		8.5543291E+02     	2.1935276E+11  	0.0009071701235604409
	583	   L2	    2	     2		 ---> 	 M3M4	    5	     1		8.5547314E+02     	4.7675732E+10  	0.00019717098471555344
	584	   L2	    2	     2		 ---> 	 M3M5	    7	     1		8.5618779E+02     	1.4117572E+11  	0.0005838558646635411
	585	   L2	    2	     2		 ---> 	 M3M5	    9	     1		8.5666202E+02     	3.7538861E+10  	0.00015524825478233423
	586	   L2	    2	     2		 ---> 	 M2N1	    1	     1		8.5677910E+02     	1.7647747E+12  	0.007298521717508091
	587	   L2	    2	     2		 ---> 	 M3N1	    3	     1		8.5929256E+02     	1.2461226E+11  	0.0005153548982075529
	588	   L2	    2	     2		 ---> 	 M5M5	    1	     3		9.2012398E+02     	6.8679246E+12  	0.02840345390678372
	589	   L2	    2	     2		 ---> 	 M4M5	    7	     3		9.2534903E+02     	5.6496182E+13  	0.23364943484473666
	590	   L2	    2	     2		 ---> 	 M4M5	    9	     2		9.2535285E+02     	1.5219285E+14  	0.6294190533071735
	591	   L2	    2	     2		 ---> 	 M4M5	    1	     2		9.2554404E+02     	1.6700007E+12  	0.006906567947287386
	592	   L2	    2	     2		 ---> 	 M4M5	    3	     4		9.2563478E+02     	2.3904429E+12  	0.009886077480662557
	593	   L2	    2	     2		 ---> 	 M4M4	    1	     1		9.2633711E+02     	1.5531455E+12  	0.006423293671537767
	594	   L2	    2	     2		 ---> 	 M4M5	    3	     3		9.2636818E+02     	1.7726282E+12  	0.0073310011837586266
	595	   L2	    2	     2		 ---> 	 M4M5	    5	     4		9.2637839E+02     	1.0740746E+13  	0.04442015626314121
	596	   L2	    2	     2		 ---> 	 M5M5	    3	     2		9.2664918E+02     	1.8069168E+13  	0.07472807439119691
	597	   L2	    2	     2		 ---> 	 M5M5	    5	     3		9.2671657E+02     	1.2684067E+13  	0.05245708614579963
	598	   L2	    2	     2		 ---> 	 M4M5	    5	     2		9.2823674E+02     	1.4159640E+13  	0.05855956573498943
	599	   L2	    2	     2		 ---> 	 M5M5	    7	     2		9.2847468E+02     	1.5582229E+13  	0.06444292110697437
	600	   L2	    2	     2		 ---> 	 M4M4	    3	     1		9.2896961E+02     	1.0894517E+13  	0.045056102020422824
	601	   L2	    2	     2		 ---> 	 M4M5	    5	     1		9.2905970E+02     	9.5448733E+12  	0.039474424169222914
	602	   L2	    2	     2		 ---> 	 M4M5	    7	     1		9.2918875E+02     	3.5301012E+12  	0.014599325496450833
	603	   L2	    2	     2		 ---> 	 M5M5	    9	     1		9.2934399E+02     	1.5487027E+13  	0.06404919727097978
	604	   L2	    2	     2		 ---> 	 M4N1	    3	     1		9.3486301E+02     	2.8584031E+11  	0.0011821405362816256
	605	   L2	    2	     2		 ---> 	 M5N1	    5	     1		9.3511228E+02     	1.4579813E+11  	0.0006029726163782085
	606	   L2	    0	     1		 ---> 	 L3N1	    3	     1		3.6487700E+00     	7.5430548E+11  	0.0031195568065517736
	607	   L2	    0	     1		 ---> 	 M1M1	    1	     1		6.7389361E+02     	2.9802233E+12  	0.012325213228676515
	608	   L2	    0	     1		 ---> 	 M1M3	    3	     3		7.1465473E+02     	4.9273879E+10  	0.00020378038963691277
	609	   L2	    0	     1		 ---> 	 M1M3	    1	     3		7.1481461E+02     	4.1260941E+13  	0.17064154080026192
	610	   L2	    0	     1		 ---> 	 M1M2	    1	     2		7.2834298E+02     	4.2732361E+12  	0.017672684496151024
	611	   L2	    0	     1		 ---> 	 M1M2	    1	     1		7.2923888E+02     	3.0329694E+13  	0.125433535705365
	612	   L2	    0	     1		 ---> 	 M1M2	    3	     2		7.2942696E+02     	1.6900990E+10  	6.989687837341903e-05
	613	   L2	    0	     1		 ---> 	 M1M3	    3	     1		7.3072796E+02     	2.7058675E+08  	1.1190568809406278e-06
	614	   L2	    0	     1		 ---> 	 M1M3	    5	     1		7.3116092E+02     	4.1522849E+10  	0.00017172470525518587
	615	   L2	    0	     1		 ---> 	 M2M2	    1	     3		7.6334674E+02     	4.7548954E+13  	0.19664667303638997
	616	   L2	    0	     1		 ---> 	 M2M3	    3	     3		7.6972130E+02     	1.2497068E+14  	0.5168372042231533
	617	   L2	    0	     1		 ---> 	 M2M3	    5	     2		7.6976186E+02     	9.5526400E+12  	0.03950654465951744
	618	   L2	    0	     1		 ---> 	 M2M3	    1	     2		7.7262890E+02     	8.0057057E+12  	0.03310893844717307
	619	   L2	    0	     1		 ---> 	 M2M3	    3	     2		7.7327888E+02     	6.1207330E+13  	0.25313317743941166
	620	   L2	    0	     1		 ---> 	 M2M3	    1	     1		7.7333869E+02     	1.0117765E+13  	0.041843713866219434
	621	   L2	    0	     1		 ---> 	 M3M3	    3	     1		7.7492118E+02     	2.3689259E+13  	0.09797090318847726
	622	   L2	    0	     1		 ---> 	 M3M3	    5	     1		7.7550040E+02     	4.6610955E+11  	0.0019276742087320966
	623	   L2	    0	     1		 ---> 	 M1M5	    5	     3		7.9792636E+02     	5.1586972E+12  	0.021334657363485648
	624	   L2	    0	     1		 ---> 	 M1M5	    3	     3		7.9793117E+02     	2.7851599E+12  	0.011518495826624588
	625	   L2	    0	     1		 ---> 	 M1M4	    3	     2		8.0293466E+02     	5.5774379E+11  	0.0023066429749476077
	626	   L2	    0	     1		 ---> 	 M1M5	    5	     2		8.0312302E+02     	4.4461639E+11  	0.0018387856412351372
	627	   L2	    0	     1		 ---> 	 M1M4	    1	     1		8.0348915E+02     	2.8721172E+12  	0.01187812232316597
	628	   L2	    0	     1		 ---> 	 M1M4	    3	     1		8.0355031E+02     	3.2661127E+12  	0.013507556784885338
	629	   L2	    0	     1		 ---> 	 M1M5	    5	     1		8.0364632E+02     	3.1603881E+11  	0.0013070314971992817
	630	   L2	    0	     1		 ---> 	 M1M5	    7	     1		8.0376958E+02     	1.8066897E+12  	0.0074718682289859305
	631	   L2	    0	     1		 ---> 	 M1N1	    1	     1		8.1043558E+02     	1.4454448E+11  	0.000597787936571118
	632	   L2	    0	     1		 ---> 	 M2M5	    5	     7		8.4035783E+02     	1.0817866E+14  	0.4473909895585673
	633	   L2	    0	     1		 ---> 	 M2M5	    7	     4		8.4036738E+02     	2.7039693E+13  	0.11182718484985732
	634	   L2	    0	     1		 ---> 	 M2M4	    3	     7		8.4144996E+02     	4.0083529E+13  	0.16577215602697917
	635	   L2	    0	     1		 ---> 	 M2M4	    1	     4		8.4146265E+02     	1.1842896E+13  	0.04897828241428761
	636	   L2	    0	     1		 ---> 	 M2M5	    3	     6		8.4769551E+02     	1.9067546E+12  	0.007885703403419401
	637	   L2	    0	     1		 ---> 	 M2M5	    5	     6		8.4814353E+02     	3.3870645E+13  	0.14007773236918392
	638	   L2	    0	     1		 ---> 	 M2M4	    3	     5		8.4850522E+02     	1.5126371E+13  	0.06255764390241121
	639	   L2	    0	     1		 ---> 	 M2M4	    1	     3		8.4865227E+02     	1.6565409E+11  	0.0006850902687232766
	640	   L2	    0	     1		 ---> 	 M3M5	    5	     5		8.4910435E+02     	4.2584575E+13  	0.1761156511753892
	641	   L2	    0	     1		 ---> 	 M3M5	    7	     3		8.4967175E+02     	2.7523095E+11  	0.001138263748854391
	642	   L2	    0	     1		 ---> 	 M3M4	    3	     4		8.4971713E+02     	8.6331442E+12  	0.03570381558284976
	643	   L2	    0	     1		 ---> 	 M3M4	    1	     2		8.5007326E+02     	8.9866303E+11  	0.0037165716627604786
	644	   L2	    0	     1		 ---> 	 M3M4	    5	     4		8.5029432E+02     	9.7807060E+10  	0.00040449749848273374
	645	   L2	    0	     1		 ---> 	 M3M4	    3	     3		8.5070276E+02     	1.1416148E+11  	0.00047213394496355
	646	   L2	    0	     1		 ---> 	 M3M4	    1	     1		8.5082265E+02     	8.8519195E+12  	0.036608597523742466
	647	   L2	    0	     1		 ---> 	 M2M4	    5	     3		8.5335957E+02     	3.5335744E+11  	0.0014613689497492582
	648	   L2	    0	     1		 ---> 	 M2M4	    3	     2		8.5365858E+02     	7.4882468E+12  	0.03096890039043537
	649	   L2	    0	     1		 ---> 	 M3M4	    5	     2		8.5497244E+02     	1.2180787E+11  	0.0005037568730775674
	650	   L2	    0	     1		 ---> 	 M3M4	    7	     2		8.5514814E+02     	2.3426637E+11  	0.0009688478586681834
	651	   L2	    0	     1		 ---> 	 M3M5	    3	     1		8.5539178E+02     	8.8920930E+09  	3.6774741769927725e-05
	652	   L2	    0	     1		 ---> 	 M3M4	    5	     1		8.5543201E+02     	1.6187974E+12  	0.006694808113548789
	653	   L2	    0	     1		 ---> 	 M3M5	    7	     1		8.5614666E+02     	1.7229903E+10  	7.125715324231348e-05
	654	   L2	    0	     1		 ---> 	 M3M5	    9	     1		8.5662089E+02     	1.8067687E+11  	0.0007472194946733915
	655	   L2	    0	     1		 ---> 	 M2N1	    1	     1		8.5673797E+02     	2.5428702E+12  	0.010516466141261059
	656	   L2	    0	     1		 ---> 	 M3N1	    3	     1		8.5925143E+02     	2.5435056E+08  	1.0519093944515097e-06
	657	   L2	    0	     1		 ---> 	 M5M5	    1	     3		9.2008285E+02     	6.8683882E+12  	0.028405371202327584
	658	   L2	    0	     1		 ---> 	 M4M5	    7	     3		9.2530790E+02     	2.0107304E+14  	0.8315712760645158
	659	   L2	    0	     1		 ---> 	 M4M5	    9	     2		9.2531172E+02     	6.8884768E+12  	0.028488450976405448
	660	   L2	    0	     1		 ---> 	 M4M5	    1	     2		9.2550291E+02     	4.9965136E+11  	0.0020663919888144664
	661	   L2	    0	     1		 ---> 	 M4M5	    3	     4		9.2559365E+02     	6.1712226E+11  	0.0025522125951645126
	662	   L2	    0	     1		 ---> 	 M4M4	    1	     1		9.2629598E+02     	9.1316930E+11  	0.0037765647749889325
	663	   L2	    0	     1		 ---> 	 M4M5	    3	     3		9.2632705E+02     	9.1025385E+12  	0.03764507442604629
	664	   L2	    0	     1		 ---> 	 M4M5	    5	     4		9.2633726E+02     	1.0675982E+13  	0.04415231388047747
	665	   L2	    0	     1		 ---> 	 M5M5	    3	     2		9.2660805E+02     	3.0872382E+12  	0.012767791293597185
	666	   L2	    0	     1		 ---> 	 M5M5	    5	     3		9.2667544E+02     	2.3874834E+13  	0.09873837972116245
	667	   L2	    0	     1		 ---> 	 M4M5	    5	     2		9.2819561E+02     	4.8091821E+12  	0.01988917905515144
	668	   L2	    0	     1		 ---> 	 M5M5	    7	     2		9.2843355E+02     	3.1785968E+11  	0.0013145620104368972
	669	   L2	    0	     1		 ---> 	 M4M4	    3	     1		9.2892848E+02     	3.6638765E+10  	0.0001515257568318354
	670	   L2	    0	     1		 ---> 	 M4M5	    5	     1		9.2901857E+02     	2.0221558E+13  	0.08362964418339036
	671	   L2	    0	     1		 ---> 	 M4M5	    7	     1		9.2914762E+02     	4.3704775E+13  	0.18074842612844838
	672	   L2	    0	     1		 ---> 	 M5M5	    9	     1		9.2930286E+02     	5.3555815E+09  	2.2148905402845222e-05
	673	   L2	    0	     1		 ---> 	 M4N1	    3	     1		9.3482188E+02     	3.1126998E+11  	0.001287309201020566
	674	   L2	    0	     1		 ---> 	 M5N1	    5	     1		9.3507115E+02     	2.4395063E+11  	0.0010088987399098483
	675	   L3	    2	     1		 ---> 	 M1M1	    1	     1		6.5391112E+02     	2.8993555E+12  	0.011990770880569927
	676	   L3	    2	     1		 ---> 	 M1M3	    3	     3		6.9467224E+02     	2.7661138E+12  	0.011439727486119804
	677	   L3	    2	     1		 ---> 	 M1M3	    1	     3		6.9483212E+02     	3.0435436E+13  	0.12587084947887545
	678	   L3	    2	     1		 ---> 	 M1M2	    1	     2		7.0836049E+02     	7.1841224E+11  	0.0029711142933789986
