# Atomic number Z= 29  Date:10-1-2023

# Number	Shelli	2Ji	Eigi	Total Energy (eV)	Ground Energy(eV)	Partial Width (eV)
	237		K1M34p	 4	 9		-35878.45751		9083.42584          5.775329219211872
	238		K1M34p	 4	 10		-35882.88343		9078.99992          5.273133197960688
	239		K1M34p	 6	 1		-35883.51108		9078.37227          3.8368365669237225
	240		K1M34p	 6	 2		-35883.02390		9078.85945          3.4648297180840233
	241		K1M34p	 6	 3		-35882.22455		9079.6588           3.81638054470738
	242		K1M24p	 6	 4		-35879.07470		9082.80865          4.000469426895696
	243		K1M34p	 6	 5		-35879.07223		9082.81112          4.063737262913795
	244		K1M34p	 8	 1		-35883.62208		9078.26127          3.9500114460602878
	245		K1M14p	 0	 1		-35835.03232		9126.85103          4.6965630970274175
	246		K1M14p	 0	 2		-35833.52666		9128.35669          10.928411951904396
	247		K1M14p	 0	 3		-35830.30248		9131.58087          4.22656438080471
	248		K1M14p	 2	 1		-35835.38455		9126.4988           4.3044862248283895
	249		K1M14p	 2	 2		-35835.02408		9126.85927          4.503177423173198
	250		K1M14p	 2	 3		-35834.80190		9127.08145          4.6440340218108
	251		K1M14p	 2	 4		-35833.47584		9128.40751          10.971491992026236
	252		K1M14p	 2	 5		-35827.20714		9134.67621          4.8944575195183155
	253		K1M14p	 2	 6		-35826.85308		9135.03027          4.395239358655539
	254		K1M14p	 4	 1		-35835.34194		9126.54141          4.3920708725395
	255		K1M14p	 4	 2		-35834.95490		9126.92845          4.535569550675569
	256		K1M14p	 4	 3		-35833.38483		9128.49852          10.149818948500311
	257		K1M14p	 4	 4		-35827.55759		9134.32576          5.591310251800328
	258		K1M14p	 6	 1		-35835.26830		9126.61505          4.421046986125172
	259		K14p4p	 0	 1		-35975.80494		8986.07841          4.388769236663957
	260		K14p4p	 2	 1		-35975.89633		8985.98702          4.357389349955591
	261		K1N14p	 0	 1		-35970.50459		8991.37876          3.1768559668420444
	262		K1N14p	 2	 1		-35970.49721		8991.38614          3.6075403279878806
	263		K1N14p	 2	 2		-35970.36632		8991.51703          4.543014759595155
	264		K1N14p	 4	 1		-35970.42088		8991.46247          5.036995259212845
	265		L3L34p	 0	 1		-43038.43294		1923.45041          0.10639918110818826
	266		L3L34p	 0	 2		-43025.40792		1936.47543          0.131968959742869
	267		L2L34p	 0	 3		-43020.50783		1941.37552          0.10963369661053965
	268		L2L34p	 0	 4		-43016.85520		1945.02815          0.10488273959350859
