Transition register 	 Shell IS 	 IS Configuration 	 IS 2JJ 	 IS eigenvalue 	 IS higher configuration 	 IS percentage 	 Shell FS 	FS Configuration 	 FS 2JJ 	 FS eigenvalue 	 FS higher configuration 	 FS percentage 	 transition energy [eV] 	 intensity 	 intensity [eV] 	 width [eV] 
1044 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2s_3p 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	   	  	 0 	 0 	 0 	 6.45629
1045 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2s_3p 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 2 	 1 	   	  	 7884.58 	 3.39587e-09 	 2.6775e-05 	 8.11342
1046 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2s_3p 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 4 	 1 	   	  	 7885.52 	 7.18418e-08 	 0.00056651 	 6.61163
1047 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2s_3d 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)9 (4s)2         	 4 	 2 	   	  	 7960.89 	 7.91961e-12 	 6.30471e-08 	 8.82413
1048 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2s_3d 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)9 (4s)2         	 2 	 1 	   	  	 7963.18 	 3.90034e-07 	 0.00310591 	 8.76064
1049 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2s_3d 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)9 (4s)2         	 4 	 1 	   	  	 7963.34 	 5.09063e-13 	 4.05384e-09 	 8.7789
1050 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2s_3d 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)9 (4s)2         	 6 	 1 	   	  	 7963.53 	 6.43177e-09 	 5.12196e-05 	 8.74944
1051 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2s_4s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1        	 0 	 1 	   	  	 0 	 0 	 0 	 1.77857
1052 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2s_4s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1        	 2 	 1 	   	  	 7971.31 	 1.37389e-11 	 1.09517e-07 	 1.69539
1053 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2p_3s 	 (1s)2 (2s)2 (2p)5 (3s)1 (3p)6 (3d)10 (4s)2        	 2 	 2 	   	  	 7982.59 	 3.00786e-12 	 2.40105e-08 	 2.33252
1054 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2p_3s 	 (1s)2 (2s)2 (2p)5 (3s)1 (3p)6 (3d)10 (4s)2        	 0 	 1 	   	  	 0 	 0 	 0 	 2.29695
1055 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2p_3s 	 (1s)2 (2s)2 (2p)5 (3s)1 (3p)6 (3d)10 (4s)2        	 2 	 1 	   	  	 8001.96 	 1.59941e-15 	 1.27984e-11 	 2.34847
1056 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2p_3s 	 (1s)2 (2s)2 (2p)5 (3s)1 (3p)6 (3d)10 (4s)2        	 4 	 1 	   	  	 8003.62 	 8.44332e-10 	 6.75771e-06 	 2.28967
1057 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)2        	 4 	 3 	   	  	 8030.96 	 3.42719e-08 	 0.000275236 	 2.34342
1058 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 2 	   	  	 0 	 0 	 0 	 4.75855
1059 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)2        	 2 	 4 	   	  	 8032.02 	 0.000400534 	 3.2171 	 2.35307
1060 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)2        	 2 	 3 	   	  	 8032.68 	 0.0115528 	 92.7999 	 2.2913
1061 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)2        	 4 	 2 	 2p*2 3p*2 2p3 3p3 1s2 2s2 3s2 4s2 3d*4 3d6  	 54.44227 	 8048.76 	 4.46745e-07 	 0.00359574 	 2.2505
1062 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)2        	 2 	 2 	   	  	 8049.64 	 0.0217446 	 175.036 	 2.32807
1063 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)2        	 4 	 1 	   	  	 8050.29 	 7.7602e-07 	 0.00624719 	 2.44664
1064 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	   	  	 0 	 0 	 0 	 3.87814
1065 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)2        	 6 	 1 	   	  	 0 	 0 	 0 	 2.28975
1066 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)2        	 2 	 1 	   	  	 8055.49 	 0.000612317 	 4.93251 	 2.29127
1067 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)2         	 2 	 3 	   	  	 8108.75 	 1.66135e-14 	 1.34715e-10 	 2.44724
1068 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)2         	 6 	 3 	   	  	 8109.68 	 5.90699e-14 	 4.79038e-10 	 2.45762
1069 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)2         	 4 	 4 	   	  	 8110.4 	 1.00559e-09 	 8.15574e-06 	 2.33208
1070 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)2         	 4 	 3 	   	  	 8111.79 	 6.20878e-10 	 5.03643e-06 	 1.9263
1071 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2p_4s 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1        	 2 	 2 	   	  	 8118.67 	 1.92182e-13 	 1.56026e-09 	 2.23245
1072 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2p_4s 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1        	 0 	 1 	   	  	 0 	 0 	 0 	 2.22458
1073 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)2         	 2 	 2 	   	  	 8128.09 	 3.94964e-17 	 3.2103e-13 	 2.42331
1074 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)2         	 6 	 2 	   	  	 8128.43 	 7.68509e-17 	 6.24677e-13 	 2.55971
1075 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)2         	 0 	 1 	   	  	 0 	 0 	 0 	 2.24125
1076 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)2         	 2 	 1 	   	  	 8129.61 	 2.73566e-17 	 2.22398e-13 	 2.35671
1077 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)2         	 4 	 2 	   	  	 8130.18 	 7.34215e-15 	 5.9693e-11 	 2.40711
1078 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)2         	 6 	 1 	   	  	 8131.14 	 3.50424e-17 	 2.84935e-13 	 2.25831
1079 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)2         	 4 	 1 	   	  	 8132.12 	 3.17633e-13 	 2.58303e-09 	 2.06951
1080 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)2         	 8 	 1 	   	  	 0 	 0 	 0 	 1.84287
1081 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2p_4s 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1        	 2 	 1 	   	  	 8138.7 	 4.87387e-17 	 3.9667e-13 	 2.20834
1082 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 2p_4s 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1        	 4 	 1 	   	  	 8138.78 	 5.84901e-11 	 4.76038e-07 	 2.21934
1083 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3s_3s 	 (1s)2 (2s)2 (2p)6 (3p)6 (3d)10 (4s)2              	 0 	 1 	   	  	 0 	 0 	 0 	 5.29263
1084 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3s_3p 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)5 (3d)10 (4s)2        	 2 	 2 	   	  	 8851.21 	 2.04019e-09 	 1.80582e-05 	 18.5434
1085 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3s_3p 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)5 (3d)10 (4s)2        	 0 	 1 	   	  	 0 	 0 	 0 	 11.376
1086 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3s_3p 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)5 (3d)10 (4s)2        	 2 	 1 	   	  	 8865.58 	 3.19164e-09 	 2.82957e-05 	 11.1345
1087 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3s_3p 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)5 (3d)10 (4s)2        	 4 	 1 	   	  	 8867.2 	 2.20543e-08 	 0.00019556 	 10.6461
1088 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3p_3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)4 (3d)10 (4s)2        	 0 	 2 	   	  	 0 	 0 	 0 	 7.10739
1089 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3p_3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)4 (3d)10 (4s)2        	 4 	 2 	   	  	 8906.39 	 1.49801e-07 	 0.00133419 	 6.13441
1090 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3p_3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)4 (3d)10 (4s)2        	 0 	 1 	   	  	 0 	 0 	 0 	 6.56994
1091 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3p_3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)4 (3d)10 (4s)2        	 2 	 1 	   	  	 8909.84 	 0.00307241 	 27.3747 	 6.58891
1092 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3p_3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)4 (3d)10 (4s)2        	 4 	 1 	   	  	 8911.88 	 2.37097e-08 	 0.000211298 	 6.38512
1093 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3s_3d 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)9 (4s)2         	 4 	 2 	   	  	 8934.05 	 2.20036e-12 	 1.96581e-08 	 4.67366
1094 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3s_3d 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)9 (4s)2         	 2 	 1 	   	  	 8939.45 	 6.90888e-08 	 0.000617616 	 4.75513
1095 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3s_3d 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)9 (4s)2         	 4 	 1 	   	  	 8939.57 	 4.23212e-14 	 3.78333e-10 	 4.77404
1096 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3s_3d 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)9 (4s)2         	 6 	 1 	   	  	 8939.73 	 1.92898e-09 	 1.72446e-05 	 4.78615
1097 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)2         	 6 	 3 	   	  	 8976.96 	 7.78595e-11 	 6.98942e-07 	 7.5044
1098 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)2         	 2 	 3 	   	  	 8978.05 	 8.64162e-12 	 7.75849e-08 	 5.41768
1099 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)2         	 4 	 4 	   	  	 8984.64 	 2.65174e-06 	 0.0238249 	 5.10998
1100 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)2         	 2 	 2 	   	  	 8985.02 	 7.59262e-12 	 6.82198e-08 	 5.42431
1101 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)2         	 6 	 2 	   	  	 8985.95 	 4.34047e-11 	 3.90032e-07 	 5.48049
1102 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)2         	 4 	 3 	   	  	 8986.61 	 2.05322e-08 	 0.000184515 	 4.44905
1103 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)2         	 2 	 1 	   	  	 8987.04 	 3.76223e-13 	 3.38113e-09 	 4.1153
1104 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)2         	 0 	 1 	   	  	 0 	 0 	 0 	 3.9714
1105 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)2         	 4 	 2 	   	  	 8990.04 	 1.31516e-06 	 0.0118233 	 2.89759
1106 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)2         	 6 	 1 	   	  	 8991.73 	 5.96962e-11 	 5.36772e-07 	 2.61722
1107 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)2         	 4 	 1 	   	  	 8991.81 	 4.92798e-07 	 0.00443115 	 2.944
1108 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)2         	 8 	 1 	   	  	 0 	 0 	 0 	 2.54417
1109 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)2         	 0 	 2 	   	  	 0 	 0 	 0 	 1.48892
1110 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)2         	 8 	 2 	   	  	 0 	 0 	 0 	 1.48892
1111 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)2         	 0 	 1 	   	  	 0 	 0 	 0 	 1.48892
1112 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)2         	 2 	 1 	   	  	 0 	 0 	 0 	 1.48892
1113 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)2         	 4 	 3 	   	  	 0 	 0 	 0 	 1.48892
1114 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)2         	 4 	 2 	   	  	 0 	 0 	 0 	 1.48892
1115 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)2         	 4 	 1 	   	  	 0 	 0 	 0 	 1.48892
1116 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)2         	 6 	 1 	   	  	 0 	 0 	 0 	 1.48892
1117 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)2         	 8 	 1 	   	  	 0 	 0 	 0 	 1.48892
1118 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3d_4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1         	 4 	 2 	   	  	 9069.67 	 1.77064e-13 	 1.60591e-09 	 1.48892
1119 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3d_4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1         	 2 	 1 	   	  	 9070.03 	 6.10209e-09 	 5.53461e-05 	 1.48892
1120 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3d_4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1         	 4 	 1 	   	  	 9070.16 	 2.42834e-14 	 2.20254e-10 	 1.48892
1121 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	  	  	 3d_4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1         	 6 	 1 	   	  	 9070.28 	 1.87118e-10 	 1.69721e-06 	 1.48892
1122 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 2 	 1 	  	  	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 4 	 1 	   	  	 1.2261 	 1.65048e-15 	 2.02365e-15 	 2.91588
1123 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 2 	 1 	  	  	 1s_3d 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)2         	 2 	 1 	   	  	 81.8364 	 3.98901e-06 	 0.000326446 	 3.01398
1124 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 2 	 1 	  	  	 1s_3d 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)2         	 4 	 2 	   	  	 81.8687 	 7.88397e-07 	 6.4545e-05 	 3.01272
1125 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 2 	 1 	  	  	 1s_3d 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)2         	 4 	 1 	   	  	 82.162 	 1.78544e-05 	 0.00146695 	 3.01068
1126 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 2 	 1 	  	  	 1s_3d 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)2         	 6 	 1 	   	  	 82.2123 	 9.01597e-15 	 7.41224e-13 	 3.01179
1127 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 2 	 1 	  	  	 2s_2s 	 (1s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	   	  	 6824.59 	 3.3246e-08 	 0.00022689 	 17.7399
1128 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 2 	 1 	  	  	 2s_2p 	 (1s)2 (2s)1 (2p)5 (3s)2 (3p)6 (3d)10 (4s)2        	 2 	 2 	   	  	 6957.13 	 3.48927e-11 	 2.42753e-07 	 27.8121
1129 	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 2 	 1 	  	  	 2s_2p 	 (1s)2 (2s)1 (2p)5 (3s)2 (3p)6 (3d)10 (4s)2        	 0 	 1 	   	  	 6988.57 	 2.18964e-13 	 1.53025e-09 	 20.3465
