Transition register 	 Shell IS 	 IS Configuration 	 IS 2JJ 	 IS eigenvalue 	 IS higher configuration 	 IS percentage 	 Shell FS 	FS Configuration 	 FS 2JJ 	 FS eigenvalue 	 FS higher configuration 	 FS percentage 	 transition energy [eV] 	 intensity 	 intensity [eV] 	 width [eV] 
99 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 2p*2 2p3 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6 	 99.99923 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 4 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p3 3d*4 3d6  	 100 	 8.55851332756E+02 	 8.16037e-08 	 6.98406e-05 	 3.53389
100 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 2p*2 2p3 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6 	 99.99923 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 4 	 2 	 3d*3 3d6 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 66.06308 	 9.30973226022E+02 	 0.000921015 	 0.85744 	 0.728116
101 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 2p*2 2p3 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6 	 99.99923 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 2 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*3 3d6  	 100 	 9.31330351999E+02 	 0.000184522 	 0.171851 	 0.728116
102 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 2p*2 2p3 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6 	 99.99923 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 4 	 1 	 3d*4 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 64.66959 	 9.31459126906E+02 	 0.00100596 	 0.937011 	 0.728116
103 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 2p*2 2p3 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6 	 99.99923 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 6 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d5  	 100 	 9.31578412139E+02 	 4.35903e-10 	 4.06078e-07 	 0.728116
104 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 2p*2 2p3 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6 	 99.99923 	 4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)0  	 0 	 1 	 1s2 2s2 3s2 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 9.32315870686E+02 	 5.62609e-06 	 0.00524529 	 0.728116
105 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 4 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p3 3p*2 3p4 3d*4 3d6 	 100 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 8.06740295568E+02 	 4.2164e-11 	 3.40154e-08 	 3.69571
106 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 4 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p3 3p*2 3p4 3d*4 3d6 	 100 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 8.06924479032E+02 	 0.000222277 	 0.179361 	 3.98825
107 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 4 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p3 3p*2 3p4 3d*4 3d6 	 100 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 2 	 2 	 3p*1 3p4 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6  	 99.39547 	 8.53110820051E+02 	 1.49773e-07 	 0.000127773 	 3.53302
108 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 4 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p3 3p*2 3p4 3d*4 3d6 	 100 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*1 3p4 3d*4 3d6  	 100 	 8.53253719699E+02 	 1.12156e-07 	 9.56975e-05 	 3.65163
109 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 4 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p3 3p*2 3p4 3d*4 3d6 	 100 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 2 	 1 	 3p*2 3p3 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6  	 99.52124 	 8.55523644170E+02 	 9.76277e-08 	 8.35228e-05 	 3.46564
110 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 4 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p3 3p*2 3p4 3d*4 3d6 	 100 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 4 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p3 3d*4 3d6  	 100 	 8.55768532133E+02 	 1.90235e-07 	 0.000162797 	 3.53252
111 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 4 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p3 3p*2 3p4 3d*4 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 4 	 2 	 3d*3 3d6 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 66.06308 	 9.30890425399E+02 	 3.91069e-05 	 0.0364042 	 0.726746
112 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 4 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p3 3p*2 3p4 3d*4 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 2 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*3 3d6  	 100 	 9.31247551376E+02 	 3.66854e-05 	 0.0341632 	 0.726746
113 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 4 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p3 3p*2 3p4 3d*4 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 4 	 1 	 3d*4 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 64.66959 	 9.31376326283E+02 	 0.000509145 	 0.474206 	 0.726746
114 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 4 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p3 3p*2 3p4 3d*4 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 6 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d5  	 100 	 9.31495611516E+02 	 0.00299499 	 2.78982 	 0.726746
115 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 4 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p3 3p*2 3p4 3d*4 3d6 	 100 	 4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)0  	 0 	 1 	 1s2 2s2 3s2 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 9.32233070063E+02 	 3.66225e-12 	 3.41407e-09 	 0.726746
116 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 1.84183464035E-01 	 4.99515e-24 	 9.20024e-25 	 6.23046
117 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 2 	 2 	 3p*1 3p4 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6  	 99.39547 	 4.63705244833E+01 	 9.94078e-07 	 4.60959e-05 	 5.77523
118 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*1 3p4 3d*4 3d6  	 100 	 0 	 0 	 0 	 5.89384
119 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 2 	 1 	 3p*2 3p3 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6  	 99.52124 	 4.87833486019E+01 	 1.70901e-06 	 8.33712e-05 	 5.70785
120 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 4 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p3 3d*4 3d6  	 100 	 4.90282365653E+01 	 3.29672e-15 	 1.61632e-13 	 5.77473
121 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 4 	 2 	 3d*3 3d6 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 66.06308 	 1.24150129831E+02 	 3.63176e-10 	 4.50883e-08 	 2.96896
122 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 2 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*3 3d6  	 100 	 1.24507255808E+02 	 2.17905e-17 	 2.71308e-15 	 2.96896
123 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 4 	 1 	 3d*4 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 64.66959 	 1.24636030715E+02 	 2.15606e-11 	 2.68723e-09 	 2.96896
124 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 6 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d5  	 100 	 1.24755315948E+02 	 3.02535e-18 	 3.77428e-16 	 2.96896
125 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)0  	 0 	 1 	 1s2 2s2 3s2 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 0 	 0 	 0 	 2.96896
126 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 2 	 2 	 3p*1 3p4 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6  	 99.39547 	 4.61863410193E+01 	 1.61157e-06 	 7.44325e-05 	 6.06777
127 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*1 3p4 3d*4 3d6  	 100 	 4.63292406677E+01 	 9.18918e-07 	 4.25728e-05 	 6.18638
128 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 2 	 1 	 3p*2 3p3 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6  	 99.52124 	 4.85991651378E+01 	 1.28267e-06 	 6.23367e-05 	 6.00039
129 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 4 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p3 3d*4 3d6  	 100 	 4.88440531013E+01 	 5.44662e-06 	 0.000266035 	 6.06727
130 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 4 	 2 	 3d*3 3d6 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 66.06308 	 1.23965946367E+02 	 1.63716e-10 	 2.02952e-08 	 3.2615
131 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 2 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*3 3d6  	 100 	 1.24323072344E+02 	 1.47644e-09 	 1.83556e-07 	 3.2615
132 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 4 	 1 	 3d*4 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 64.66959 	 1.24451847251E+02 	 2.32806e-09 	 2.89731e-07 	 3.2615
133 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 6 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d5  	 100 	 1.24571132484E+02 	 3.49587e-09 	 4.35484e-07 	 3.2615
134 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)0  	 0 	 1 	 1s2 2s2 3s2 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 1.25308591031E+02 	 1.57736e-16 	 1.97657e-14 	 3.2615
135 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 2 	 2 	 3p*1 3p4 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6 	 99.39547 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*1 3p4 3d*4 3d6  	 100 	 1.42899648470E-01 	 9.56081e-19 	 1.36624e-19 	 5.73115
136 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 2 	 2 	 3p*1 3p4 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6 	 99.39547 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 2 	 1 	 3p*2 3p3 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6  	 99.52124 	 2.41282411859E+00 	 1.28005e-15 	 3.08854e-15 	 5.54516
137 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 2 	 2 	 3p*1 3p4 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6 	 99.39547 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 4 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p3 3d*4 3d6  	 100 	 2.65771208204E+00 	 7.64559e-15 	 2.03198e-14 	 5.61204
138 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 2 	 2 	 3p*1 3p4 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6 	 99.39547 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 4 	 2 	 3d*3 3d6 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 66.06308 	 7.77796053482E+01 	 6.97595e-06 	 0.000542587 	 2.80627
139 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 2 	 2 	 3p*1 3p4 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6 	 99.39547 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 2 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*3 3d6  	 100 	 7.81367313247E+01 	 1.66979e-06 	 0.000130472 	 2.80627
140 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 2 	 2 	 3p*1 3p4 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6 	 99.39547 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 4 	 1 	 3d*4 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 64.66959 	 7.82655062319E+01 	 2.69271e-06 	 0.000210746 	 2.80627
141 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 2 	 2 	 3p*1 3p4 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6 	 99.39547 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 6 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d5  	 100 	 7.83847914651E+01 	 1.98932e-14 	 1.55932e-12 	 2.80627
142 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 2 	 2 	 3p*1 3p4 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6 	 99.39547 	 4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)0  	 0 	 1 	 1s2 2s2 3s2 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 7.91222500120E+01 	 3.92013e-07 	 3.1017e-05 	 2.80627
143 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*1 3p4 3d*4 3d6 	 100 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 2 	 1 	 3p*2 3p3 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6  	 99.52124 	 2.26992447012E+00 	 2.47205e-15 	 5.61137e-15 	 5.66377
144 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*1 3p4 3d*4 3d6 	 100 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 4 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p3 3d*4 3d6  	 100 	 2.51481243357E+00 	 1.21726e-18 	 3.06118e-18 	 5.73065
145 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*1 3p4 3d*4 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 4 	 2 	 3d*3 3d6 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 66.06308 	 7.76367056997E+01 	 4.52036e-15 	 3.50946e-13 	 2.92488
146 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*1 3p4 3d*4 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 2 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*3 3d6  	 100 	 7.79938316762E+01 	 3.59504e-06 	 0.000280391 	 2.92488
147 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*1 3p4 3d*4 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 4 	 1 	 3d*4 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 64.66959 	 7.81226065834E+01 	 2.61567e-15 	 2.04343e-13 	 2.92488
148 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*1 3p4 3d*4 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 6 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d5  	 100 	 7.82418918166E+01 	 7.30985e-16 	 5.71936e-14 	 2.92488
149 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*1 3p4 3d*4 3d6 	 100 	 4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)0  	 0 	 1 	 1s2 2s2 3s2 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 0 	 0 	 0 	 2.92488
150 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 2 	 1 	 3p*2 3p3 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6 	 99.52124 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 4 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p3 3d*4 3d6  	 100 	 2.44887963451E-01 	 4.16809e-18 	 1.02072e-18 	 5.54466
151 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 2 	 1 	 3p*2 3p3 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6 	 99.52124 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 4 	 2 	 3d*3 3d6 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 66.06308 	 7.53667812296E+01 	 3.89004e-06 	 0.00029318 	 2.73889
152 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 2 	 1 	 3p*2 3p3 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6 	 99.52124 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 2 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*3 3d6  	 100 	 7.57239072061E+01 	 1.07185e-06 	 8.11647e-05 	 2.73889
